ID	Tag	Language_ID	Source_Language_ID	Name	Glottocode	Latitude	Longitude	Clade	Location	Quality
beine_mlj	dialect:Gondi:beine_mlj:Lanjoda%20%28Muria%2C%20mlj%29	Gondi	beine_mlj	Lanjoda (Muria, mlj)		19.722173	81.650083	S. Dravidian II	Muria from Lanjoda, Kondagaon Tehsil, Bastar District, Madhya Pradesh; Beine (1994) survey site mlj; Glottolog subgroup per Rama et al. (2017): Southeast Gondi > General Southeast Gondi > Muria	B
beine_mso	dialect:Gondi:beine_mso:Naryanpur%20%28Muria%2C%20mso%29	Gondi	beine_mso	Naryanpur (Muria, mso)		19.715389	81.263621	S. Dravidian II	Muria from Naryanpur Tehsil, Bastar District, Madhya Pradesh; Beine (1994) survey site mso; Glottolog subgroup per Rama et al. (2017): Southeast Gondi > General Southeast Gondi > Muria	B
beine_mud	dialect:Gondi:beine_mud:Dhanora%20%28Muria%2C%20mud%29	Gondi	beine_mud	Dhanora (Muria, mud)		19.999900	81.466347	S. Dravidian II	Muria from Dhanora, Kanker Tehsil, Bastar District, Madhya Pradesh; Beine (1994) survey site mud; Glottolog subgroup per Rama et al. (2017): Southeast Gondi > General Southeast Gondi > Muria	B
beine_pkh	dialect:Gondi:beine_pkh:Kohori%20%28Parsi%20Gondi%2C%20pkh%29	Gondi	beine_pkh	Kohori (Parsi Gondi, pkh)		22.593881	80.369154	S. Dravidian II	Parsi Gondi from Kohori, Mandla Tehsil, Mandla District, Madhya Pradesh; Beine (1994) survey site pkh; Glottolog subgroup per Rama et al. (2017): Northwest Gondi > Northern Gondi	B
beine_pmd	dialect:Gondi:beine_pmd:Nainpur%20%28Parsi%20Gondi%2C%20pmd%29	Gondi	beine_pmd	Nainpur (Parsi Gondi, pmd)		22.426606	80.109560	S. Dravidian II	Parsi Gondi from Nainpur, Mandla Tehsil, Mandla District, Madhya Pradesh; Beine (1994) survey site pmd; Glottolog subgroup per Rama et al. (2017): Northwest Gondi > Northern Gondi	B
beine_prg	dialect:Gondi:beine_prg:Chindwara%20%28prg%29	Gondi	beine_prg	Chindwara (prg)		22.057437	78.938173	S. Dravidian II	Gondi from Chindwara Tehsil, Chindwara District, Madhya Pradesh; Beine (1994) survey site prg; Glottolog subgroup per Rama et al. (2017): Northwest Gondi > Northern Gondi	B
beine_psh	dialect:Gondi:beine_psh:Mandla%20%28Parsi%20Gondi%2C%20psh%29	Gondi	beine_psh	Mandla (Parsi Gondi, psh)		22.597922	80.371385	S. Dravidian II	Parsi Gondi from Mandla Tehsil, Mandla District, Madhya Pradesh; Beine (1994) survey site psh; Glottolog subgroup per Rama et al. (2017): Northwest Gondi > Northern Gondi	B
beine_rui	dialect:Gondi:beine_rui:Rui%20%28Koitur%20Gondi%2C%20rui%29	Gondi	beine_rui	Rui (Koitur Gondi, rui)		20.166887	78.058774	S. Dravidian II	Koitur Gondi from Rui, Yavatmal Taluk, Yavatmal District, Maharashtra; Beine (1994) survey site rui; Glottolog subgroup per Rama et al. (2017): Northwest Gondi > Southern Gondi	B
idukki-muthuvan-chempakathozhu	dialect:Muthuvan:idukki-muthuvan-chempakathozhu:Chempakathozhu	Muthuvan	idukki-muthuvan-chempakathozhu	Chempakathozhu	muth1236	10.05	76.95	S. Dravidian I	Chempakathozhu, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-muthuvan-itticity	dialect:Muthuvan:idukki-muthuvan-itticity:Itticity	Muthuvan	idukki-muthuvan-itticity	Itticity	muth1236	10.05	76.95	S. Dravidian I	Itticity, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-muthuvan-kavakudi	dialect:Muthuvan:idukki-muthuvan-kavakudi:Kavakudi	Muthuvan	idukki-muthuvan-kavakudi	Kavakudi	muth1236	10.05	76.95	S. Dravidian I	Kavakudi, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-muthuvan-kozhiyala	dialect:Muthuvan:idukki-muthuvan-kozhiyala:Kozhiyala	Muthuvan	idukki-muthuvan-kozhiyala	Kozhiyala	muth1236	10.05	76.95	S. Dravidian I	Kozhiyala, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-muthuvan-kunchipara	dialect:Muthuvan:idukki-muthuvan-kunchipara:Kunchipara	Muthuvan	idukki-muthuvan-kunchipara	Kunchipara	muth1236	10.05	76.95	S. Dravidian I	Kunchipara, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-muthuvan-kurathikudi	dialect:Muthuvan:idukki-muthuvan-kurathikudi:Kurathikudi	Muthuvan	idukki-muthuvan-kurathikudi	Kurathikudi	muth1236	10.05	76.95	S. Dravidian I	Kurathikudi, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-muthuvan-thalayirappan	dialect:Muthuvan:idukki-muthuvan-thalayirappan:Thalayirappan	Muthuvan	idukki-muthuvan-thalayirappan	Thalayirappan	muth1236	10.05	76.95	S. Dravidian I	Thalayirappan, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-muthuvan-valsapetti	dialect:Muthuvan:idukki-muthuvan-valsapetti:Valsapetti	Muthuvan	idukki-muthuvan-valsapetti	Valsapetti	muth1236	10.05	76.95	S. Dravidian I	Valsapetti, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-mannan-chinnaparakudi	dialect:Mannan:idukki-mannan-chinnaparakudi:Chinnaparakudi	Mannan	idukki-mannan-chinnaparakudi	Chinnaparakudi	mann1246	9.85	77.15	S. Dravidian I	Chinnaparakudi, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-mannan-kodakallu	dialect:Mannan:idukki-mannan-kodakallu:Kodakallu	Mannan	idukki-mannan-kodakallu	Kodakallu	mann1246	9.85	77.15	S. Dravidian I	Kodakallu, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-mannan-kovilmala	dialect:Mannan:idukki-mannan-kovilmala:Kovilmala	Mannan	idukki-mannan-kovilmala	Kovilmala	mann1246	9.85	77.15	S. Dravidian I	Kovilmala, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-mannan-kumily	dialect:Mannan:idukki-mannan-kumily:Kumily	Mannan	idukki-mannan-kumily	Kumily	mann1246	9.85	77.15	S. Dravidian I	Kumily, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-mannan-thinkalkadu	dialect:Mannan:idukki-mannan-thinkalkadu:Thinkalkadu	Mannan	idukki-mannan-thinkalkadu	Thinkalkadu	mann1246	9.85	77.15	S. Dravidian I	Thinkalkadu, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-mannan-vattamedu	dialect:Mannan:idukki-mannan-vattamedu:Vattamedu	Mannan	idukki-mannan-vattamedu	Vattamedu	mann1246	9.85	77.15	S. Dravidian I	Vattamedu, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-mannan-veliyampara	dialect:Mannan:idukki-mannan-veliyampara:Veliyampara	Mannan	idukki-mannan-veliyampara	Veliyampara	mann1246	9.85	77.15	S. Dravidian I	Veliyampara, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-urali-poovandikudi	dialect:Urali:idukki-urali-poovandikudi:Poovandikudi	Urali	idukki-urali-poovandikudi	Poovandikudi	ural1274	9.85	76.97	S. Dravidian I	Poovandikudi, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-urali-vanchivayal	dialect:Urali:idukki-urali-vanchivayal:Vanchivayal	Urali	idukki-urali-vanchivayal	Vanchivayal	ural1274	9.85	76.97	S. Dravidian I	Vanchivayal, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-malapulaya-dendukombu	dialect:MalaPulaya:idukki-malapulaya-dendukombu:Dendukombu	MalaPulaya	idukki-malapulaya-dendukombu	Dendukombu	pula1261	9.75	77.10	S. Dravidian I	Dendukombu, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
idukki-paliya-lebbakandam	dialect:Paliya:idukki-paliya-lebbakandam:Lebbakandam	Paliya	idukki-paliya-lebbakandam	Lebbakandam	pali1274	9.60	77.16	S. Dravidian I	Lebbakandam, Idukki district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-irula-elachivazhi	dialect:Irula:palakkad-irula-elachivazhi:Elachivazhi	Irula	palakkad-irula-elachivazhi	Elachivazhi	irul1243	11.353	76.7959	S. Dravidian I	Elachivazhi, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-irula-goolikadavu	dialect:Irula:palakkad-irula-goolikadavu:Goolikadavu	Irula	palakkad-irula-goolikadavu	Goolikadavu	irul1243	11.353	76.7959	S. Dravidian I	Goolikadavu, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-irula-kolappady	dialect:Irula:palakkad-irula-kolappady:Kolappady	Irula	palakkad-irula-kolappady	Kolappady	irul1243	11.353	76.7959	S. Dravidian I	Kolappady, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-irula-kunjapana	dialect:Irula:palakkad-irula-kunjapana:Kunjapana	Irula	palakkad-irula-kunjapana	Kunjapana	irul1243	11.353	76.7959	S. Dravidian I	Kunjapana, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-irula-mandhimala	dialect:Irula:palakkad-irula-mandhimala:Mandhimala	Irula	palakkad-irula-mandhimala	Mandhimala	irul1243	11.353	76.7959	S. Dravidian I	Mandhimala, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-irula-nadupathy	dialect:Irula:palakkad-irula-nadupathy:Nadupathy	Irula	palakkad-irula-nadupathy	Nadupathy	irul1243	11.353	76.7959	S. Dravidian I	Nadupathy, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-irula-nakkuppathy	dialect:Irula:palakkad-irula-nakkuppathy:Nakkuppathy	Irula	palakkad-irula-nakkuppathy	Nakkuppathy	irul1243	11.353	76.7959	S. Dravidian I	Nakkuppathy, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-irula-varagampady	dialect:Irula:palakkad-irula-varagampady:Varagampady	Irula	palakkad-irula-varagampady	Varagampady	irul1243	11.353	76.7959	S. Dravidian I	Varagampady, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-irula-vilamarathoor	dialect:Irula:palakkad-irula-vilamarathoor:Vilamarathoor	Irula	palakkad-irula-vilamarathoor	Vilamarathoor	irul1243	11.353	76.7959	S. Dravidian I	Vilamarathoor, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
nilgiri-irula-kunjapanai	dialect:Irula:nilgiri-irula-kunjapanai:Kunjapanai	Irula	nilgiri-irula-kunjapanai	Kunjapanai	irul1243	11.42	76.86	S. Dravidian I	Kunjapanai, Mele Nadu Irula; Kotagiri taluk, Nilgiri district, Tamil Nadu, India. Coordinate is the approximate taluk centre because SIL ESR 2018-010 prints no village coordinates	C
nilgiri-irula-kolikarai	dialect:Irula:nilgiri-irula-kolikarai:Kolikarai	Irula	nilgiri-irula-kolikarai	Kolikarai	irul1243	11.42	76.86	S. Dravidian I	Kolikarai, Mele Nadu Irula; Kotagiri taluk, Nilgiri district, Tamil Nadu, India. Coordinate is the approximate taluk centre because SIL ESR 2018-010 prints no village coordinates	C
nilgiri-irula-chemmanarai	dialect:Irula:nilgiri-irula-chemmanarai:Chemmanarai	Irula	nilgiri-irula-chemmanarai	Chemmanarai	irul1243	11.42	76.86	S. Dravidian I	Chemmanarai, Mele Nadu Irula; Kotagiri taluk, Nilgiri district, Tamil Nadu, India. Coordinate is the approximate taluk centre because SIL ESR 2018-010 prints no village coordinates	C
nilgiri-irula-kilkupkad	dialect:Irula:nilgiri-irula-kilkupkad:Kilkupkad	Irula	nilgiri-irula-kilkupkad	Kilkupkad	irul1243	11.42	76.86	S. Dravidian I	Kilkupkad, Mele Nadu Irula; Kotagiri taluk, Nilgiri district, Tamil Nadu, India. Coordinate is the approximate taluk centre because SIL ESR 2018-010 prints no village coordinates	C
nilgiri-irula-mettukal	dialect:Irula:nilgiri-irula-mettukal:Mettukal	Irula	nilgiri-irula-mettukal	Mettukal	irul1243	11.42	76.86	S. Dravidian I	Mettukal, Mele Nadu Irula; Kotagiri taluk, Nilgiri district, Tamil Nadu, India. Coordinate is the approximate taluk centre because SIL ESR 2018-010 prints no village coordinates	C
nilgiri-irula-chokkanalli	dialect:Irula:nilgiri-irula-chokkanalli:Chokkanalli	Irula	nilgiri-irula-chokkanalli	Chokkanalli	irul1243	11.51	76.64	S. Dravidian I	Chokkanalli, Northern Irula; Ootacamund taluk, Nilgiri district, Tamil Nadu, India. Coordinate is the approximate taluk centre because SIL ESR 2018-010 prints no village coordinates	C
nilgiri-irula-mavanalla	dialect:Irula:nilgiri-irula-mavanalla:Mavanalla	Irula	nilgiri-irula-mavanalla	Mavanalla	irul1243	11.51	76.64	S. Dravidian I	Mavanalla, Northern Irula; Ootacamund taluk, Nilgiri district, Tamil Nadu, India. Coordinate is the approximate taluk centre because SIL ESR 2018-010 prints no village coordinates	C
nilgiri-irula-anaikatty	dialect:Irula:nilgiri-irula-anaikatty:Anaikatty	Irula	nilgiri-irula-anaikatty	Anaikatty	irul1243	11.51	76.64	S. Dravidian I	Anaikatty, Northern Irula; Ootacamund taluk, Nilgiri district, Tamil Nadu, India. Coordinate is the approximate taluk centre because SIL ESR 2018-010 prints no village coordinates	C
nilgiri-irula-bookapuram	dialect:Irula:nilgiri-irula-bookapuram:Bookapuram	Irula	nilgiri-irula-bookapuram	Bookapuram	irul1243	11.51	76.64	S. Dravidian I	Bookapuram, Northern Irula; Ootacamund taluk, Nilgiri district, Tamil Nadu, India. Coordinate is the approximate taluk centre because SIL ESR 2018-010 prints no village coordinates	C
nilgiri-irula-thaliyur	dialect:Irula:nilgiri-irula-thaliyur:Thaliyur	Irula	nilgiri-irula-thaliyur	Thaliyur	irul1243	11.30	76.94	S. Dravidian I	Thaliyur, Vette Kada Irula; Mettupalayam taluk, Coimbatore district, Tamil Nadu, India. Coordinate is the approximate taluk centre because SIL ESR 2018-010 prints no village coordinates	C
nilgiri-irula-nellithurai	dialect:Irula:nilgiri-irula-nellithurai:Nellithurai	Irula	nilgiri-irula-nellithurai	Nellithurai	irul1243	11.30	76.94	S. Dravidian I	Nellithurai, Vette Kada Irula; Mettupalayam taluk, Coimbatore district, Tamil Nadu, India. Coordinate is the approximate taluk centre because SIL ESR 2018-010 prints no village coordinates	C
palakkad-muduga-chittoor	dialect:Muduga:palakkad-muduga-chittoor:Chittoor	Muduga	palakkad-muduga-chittoor	Chittoor	mudu1239	10.98	76.68	S. Dravidian I	Chittoor, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-muduga-dundoor	dialect:Muduga:palakkad-muduga-dundoor:Dundoor	Muduga	palakkad-muduga-dundoor	Dundoor	mudu1239	10.98	76.68	S. Dravidian I	Dundoor, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-kurumba-gottiyoorkandi	dialect:Kurumba:palakkad-kurumba-gottiyoorkandi:Gottiyoorkandi	Kurumba	palakkad-kurumba-gottiyoorkandi	Gottiyoorkandi	atta1243	11.05	76.70	S. Dravidian I	Gottiyoorkandi, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-kurumba-thudukki	dialect:Kurumba:palakkad-kurumba-thudukki:Thudukki	Kurumba	palakkad-kurumba-thudukki	Thudukki	atta1243	11.05	76.70	S. Dravidian I	Thudukki, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-alukurumba-banigudisola	dialect:AluKurumba:palakkad-alukurumba-banigudisola:Banigudisola	AluKurumba	palakkad-alukurumba-banigudisola	Banigudisola	aluk1238	11.35	76.80	S. Dravidian I	Banigudisola, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-kadar-cherunelli-colony	dialect:Kadar:palakkad-kadar-cherunelli-colony:Cherunelli%20colony	Kadar	palakkad-kadar-cherunelli-colony	Cherunelli colony	kada1242	10.35	76.75	S. Dravidian I	Cherunelli colony, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-kadar-parambikulam	dialect:Kadar:palakkad-kadar-parambikulam:Parambikulam	Kadar	palakkad-kadar-parambikulam	Parambikulam	kada1242	10.35	76.75	S. Dravidian I	Parambikulam, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-malamalasar-ancham-colony	dialect:MalaMalasar:palakkad-malamalasar-ancham-colony:Ancham%20colony	MalaMalasar	palakkad-malamalasar-ancham-colony	Ancham colony	mala1457	10.55	76.88	S. Dravidian I	Ancham colony, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-malasar-oriental-estate	dialect:Malasar:palakkad-malasar-oriental-estate:Oriental%20Estate	Malasar	palakkad-malasar-oriental-estate	Oriental Estate	mala1458	10.60	76.85	S. Dravidian I	Oriental Estate, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-eravallan-chappakkad	dialect:Eravallan:palakkad-eravallan-chappakkad:Chappakkad	Eravallan	palakkad-eravallan-chappakkad	Chappakkad	erav1242	10.62	76.80	S. Dravidian I	Chappakkad, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-eravallan-sarkarpathy	dialect:Eravallan:palakkad-eravallan-sarkarpathy:Sarkarpathy	Eravallan	palakkad-eravallan-sarkarpathy	Sarkarpathy	erav1242	10.62	76.80	S. Dravidian I	Sarkarpathy, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
palakkad-malasar-ellakkadu	dialect:Malasar:palakkad-malasar-ellakkadu:Ellakkadu	Malasar	palakkad-malasar-ellakkadu	Ellakkadu	mala1458	10.60	76.85	S. Dravidian I	Ellakkadu, Palakkad district, Kerala, India (survey site; the report prints no coordinates)	C
kurux2011-A-dima	dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29	Kurux	kurux2011-A-dima	Dima	kuru1301			N. Dravidian	Dima, West Bengal, India (survey site; report supplies no exact coordinate)	
kurux2011-B-gabindanagar	dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29	Kurux	kurux2011-B-gabindanagar	Gabindanagar	kuru1301			N. Dravidian	Gabindanagar, Thakurgaon sub-district, Thakurgaon district, Bangladesh (survey site; report supplies no exact coordinate)	
kurux2011-C-boldipukur	dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29	Kurux	kurux2011-C-boldipukur	Boldipukur	kuru1301			N. Dravidian	Boldipukur/Tajnagar, Mithapukur sub-district, near Rangpur, Bangladesh (survey site; report supplies no exact coordinate)	
kurux2011-D-lohanipara	dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29	Kurux	kurux2011-D-lohanipara	Lohanipara	kuru1301			N. Dravidian	Lohanipara, Bodorganj sub-district, Rangpur area, Bangladesh (survey site; report supplies no exact coordinate)	
kurux2011-E-dulhapur	dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29	Kurux	kurux2011-E-dulhapur	Dulhapur	kuru1301			N. Dravidian	Dulhapur/Rameswarpara, Mithapukur sub-district, Bangladesh (survey site; report supplies no exact coordinate)	
sil-gadaba-2019-bobbilivalasa	dialect:Gadaba:sil-gadaba-2019-bobbilivalasa:Bobbilivalasa	Gadaba	sil-gadaba-2019-bobbilivalasa	Bobbilivalasa	mudh1235	18.47855	83.11243	C. Dravidian	Bobbilivalasa, Pachipenta mandal, Vizianagaram district, Andhra Pradesh (1997 survey locality; approximate mandal-centre coordinate)	C
sil-gadaba-2019-gogaduvalasa	dialect:Gadaba:sil-gadaba-2019-gogaduvalasa:Gogaduvalasa	Gadaba	sil-gadaba-2019-gogaduvalasa	Gogaduvalasa	mudh1235	18.47855	83.11243	C. Dravidian	Gogaduvalasa, Pachipenta mandal, Vizianagaram district, Andhra Pradesh (1997 survey locality; approximate mandal-centre coordinate)	C
sil-gadaba-2019-panukuvalasa	dialect:Gadaba:sil-gadaba-2019-panukuvalasa:Panukuvalasa	Gadaba	sil-gadaba-2019-panukuvalasa	Panukuvalasa	mudh1235	18.51639	83.20509	C. Dravidian	Panukuvalasa, Salur mandal, Vizianagaram district, Andhra Pradesh (1996 report assignment; approximate mandal-centre coordinate)	C
sil-gadaba-2019-reyavanivalasa	dialect:Gadaba:sil-gadaba-2019-reyavanivalasa:Reyavanivalasa	Gadaba	sil-gadaba-2019-reyavanivalasa	Reyavanivalasa	mudh1235	18.51639	83.20509	C. Dravidian	Reyavanivalasa, Salur mandal, Vizianagaram district, Andhra Pradesh (1997 survey locality; approximate mandal-centre coordinate)	C
sil-gadaba-2019-kothavalasa	dialect:Gadaba:sil-gadaba-2019-kothavalasa:Kothavalasa	Gadaba	sil-gadaba-2019-kothavalasa	Kothavalasa	mudh1235	18.51639	83.20509	C. Dravidian	Kothavalasa, Salur mandal, Vizianagaram district, Andhra Pradesh (1995 survey locality; approximate mandal-centre coordinate)	C
sil-gadaba-2019-suregadivalasa	dialect:Gadaba:sil-gadaba-2019-suregadivalasa:Suregadivalasa	Gadaba	sil-gadaba-2019-suregadivalasa	Suregadivalasa	mudh1235	18.47855	83.11243	C. Dravidian	Suregadivalasa, Pachipenta mandal, Vizianagaram district, Andhra Pradesh (1996 survey locality; approximate mandal-centre coordinate)	C
sil-gadaba-2019-chinachipuruvalasa	dialect:Gadaba:sil-gadaba-2019-chinachipuruvalasa:Chinachipuruvalasa	Gadaba	sil-gadaba-2019-chinachipuruvalasa	Chinachipuruvalasa	mudh1235	18.47855	83.11243	C. Dravidian	Chinachipuruvalasa, Pachipenta mandal, Vizianagaram district, Andhra Pradesh (1998 survey locality; approximate mandal-centre coordinate)	C
sil-koya-1985-jaganathapuram	dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya	Gondi	JAG	Jaganathapuram Koya				S. Dravidian II	Jaganathapuram, eastern Koya survey lect; JLSR 2021-029 Appendix E; source supplies no point coordinate	C
sil-koya-1985-chintoor	dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya	Gondi	CHI	Chintoor Koya				S. Dravidian II	Chintoor, eastern Koya survey lect; JLSR 2021-029 Appendix E; source supplies no point coordinate	C
sil-koya-1985-podia	dialect:Gondi:sil-koya-1985-podia:Podia%20Koya	Gondi	POD	Podia Koya				S. Dravidian II	Podia, eastern Gotte Koya survey lect; JLSR 2021-029 Appendix E; source supplies no point coordinate	C
sil-koya-1985-utnoor	dialect:Gondi:sil-koya-1985-utnoor:Utnoor%20Gondi	Gondi	UTN	Utnoor Gondi				S. Dravidian II	Utnoor, western Gondi/Koya survey lect; JLSR 2021-029 Appendix E; source supplies no point coordinate	C
sil-koya-1985-bhamani-gondi	dialect:Gondi:sil-koya-1985-bhamani-gondi:Bhamani%20Gondi	Gondi	BHG	Bhamani Gondi				S. Dravidian II	Bhamani, western Gondi/Koya survey lect; JLSR 2021-029 Appendix E; source supplies no point coordinate	C
sil-koya-1985-bhamani-madia	dialect:Gondi:sil-koya-1985-bhamani-madia:Bhamani%20Madia	Gondi	BHM	Bhamani Madia				S. Dravidian II	Bhamani, western Madia/Gotte survey lect; JLSR 2021-029 Appendix E; source supplies no point coordinate	C
sil-koya-1985-malakanagiri	dialect:Gondi:sil-koya-1985-malakanagiri:Malakanagiri%20Koya	Gondi	MAL	Malakanagiri Koya				S. Dravidian II	Malakanagiri, eastern Koya survey lect; JLSR 2021-029 Appendix E; source supplies no point coordinate	C
sil-konda-dora-1987-koraput	dialect:Konda:sil-konda-dora-1987-koraput:Koraput%20Konda%20%28Pansawalsa%29	Konda	K	Koraput Konda (Pansawalsa)	kond1295			S. Dravidian II	Pansawalsa, Potangi, Koraput District, Orissa; speaker Panjidasu, male, 40; recorded February 1987 by J. George; source code K	C
sil-konda-dora-1987-visakh	dialect:Konda:sil-konda-dora-1987-visakh:Visakh%20Konda%20%28Lakshmipuram%29	Konda	V	Visakh Konda (Lakshmipuram)	kond1295			S. Dravidian II	Lakshmipuram, Paderu, Visakh District, Andhra Pradesh; speaker Devadas, male, 35; recorded January 1987 by J. George; source code V	C
sil-kurumba-1985-tamil-madras	dialect:Tamil:sil-kurumba-1985-tamil-madras:Standard%20Tamil%2C%20Madras	Tamil	tamil_madras	Standard Tamil, Madras				S. Dravidian I	Madras variety; elicited 25 January 1985; ESR 2012-015 control list	C
sil-kurumba-1985-kannada-bangalore	dialect:Kannada:sil-kurumba-1985-kannada-bangalore:Standard%20Kannada%2C%20Bangalore	Kannada	kannada_bangalore	Standard Kannada, Bangalore				S. Dravidian I	Bangalore variety; elicited 22 February 1985; ESR 2012-015 control list	C
sil-kurumba-1984-belavarthy	dialect:Kannada:sil-kurumba-1984-belavarthy:SNSK%2C%20Belavarthy%20Kurumba	Kannada	belavarthy	SNSK, Belavarthy Kurumba				S. Dravidian I	Belavarthy; Krishnagiri taluk; Dharmapuri district; Tamil Nadu	C
sil-kurumba-1976-pudukkottai	dialect:Kannada:sil-kurumba-1976-pudukkottai:SNSK%2C%20Pudukkottai%20Kurumba	Kannada	pudukkottai	SNSK, Pudukkottai Kurumba				S. Dravidian I	Pudukkottai district; Tamil Nadu; list dated 1976-1977	C
sil-kurumba-1985-kotagiri-alu	dialect:AluKurumba:sil-kurumba-1985-kotagiri-alu:ANSK%2C%20Kotagiri%20Alu%20Kurumba	AluKurumba	kotagiri_alu	ANSK, Kotagiri Alu Kurumba				S. Dravidian I	Banigudisole village; Kotagiri taluk; Nilgiris district; Tamil Nadu	C
sil-kurumba-1985-badaga-arvenu	dialect:Badaga:sil-kurumba-1985-badaga-arvenu:Badaga%2C%20Arvenu/Kotagiri	Badaga	badaga_arvenu	Badaga, Arvenu/Kotagiri				S. Dravidian I	Arvenu; Kotagiri taluk; Nilgiris district; Tamil Nadu; control list	C
sil-kurumba-1985-kolar	dialect:Kannada:sil-kurumba-1985-kolar:SNSK%2C%20Kolar%20Kurubas	Kannada	kolar_kuruba	SNSK, Kolar Kurubas				S. Dravidian I	Basavanatha village; Kolar district; Karnataka	C
sil-kurumba-1985-chitradurga	dialect:Kannada:sil-kurumba-1985-chitradurga:NSK%2C%20Chitradurga%20Kurubas	Kannada	chitradurga_kuruba	NSK, Chitradurga Kurubas				S. Dravidian I	Malappanahatti village; Chitradurga district; Karnataka	C
sil-kurumba-1984-buringi	dialect:Kannada:sil-kurumba-1984-buringi:SNSK%2C%20Buringi%20Kurumba	Kannada	buringi	SNSK, Buringi Kurumba				S. Dravidian I	Buringi village; Tiruppattur taluk; North Arcot district; Tamil Nadu	C
sil-kurumba-1984-madapalli	dialect:Kannada:sil-kurumba-1984-madapalli:SNSK%2C%20Madapalli%20Kurumba	Kannada	madapalli	SNSK, Madapalli Kurumba				S. Dravidian I	Madapalli village; Tiruppattur taluk; North Arcot district; Tamil Nadu	C
sil-kurumba-1984-kurumbatheru	dialect:Kannada:sil-kurumba-1984-kurumbatheru:SNSK%2C%20Kurumbatheru%20Kannada	Kannada	kurumbatheru	SNSK, Kurumbatheru Kannada				S. Dravidian I	Kurumbatheru hamlet; Kandikuppam village; Krishnagiri taluk; Dharmapuri district; Tamil Nadu	C
sil-kurumba-1984-thangiyadikuppam	dialect:Kannada:sil-kurumba-1984-thangiyadikuppam:SNSK%2C%20Thangiyadikuppam%20Kurumba	Kannada	thangiyadikuppam	SNSK, Thangiyadikuppam Kurumba				S. Dravidian I	Thangiyadikuppam village; Kuppam taluk; Chittoor district; Andhra Pradesh	C
