Partition	Axis	Class	Language_ID	N_Reviewed_Frame_Families	N_Attested_Reviewed	N_Attested_Unreviewed	N_Missing	N_D_No_R	N_R_No_D	N_Mixed_DR	N_Other_No_DR	N_Uncertain_No_DR	N_Other_And_Uncertain_No_DR	N_Borrowed_Only	N_D_Bearing	N_R_Bearing	N_DR_Informative	N_Any_Uncertain	N_Any_Other	N_Any_Borrowed	N_Partially_Reviewed_Families	D_Over_DR	D_Over_Attested_Reviewed	D_Proportion_DR	D_Proportion_Attested_Reviewed
primary	Domain	nasal-or-nasal-cluster-input	Kurumba	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-or-nasal-cluster-input	Kurux	19	4	0	15	0	3	0	1	0	0	0	0	3	3	0	1	0	0	0/3	0/4	0.0	0.0
primary	Domain	nasal-or-nasal-cluster-input	Kuwi	19	9	0	10	1	2	6	0	0	0	0	7	8	9	2	0	0	0	7/9	7/9	0.777778	0.777778
primary	Domain	nasal-or-nasal-cluster-input	MalaMalasar	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-or-nasal-cluster-input	MalaPulaya	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-or-nasal-cluster-input	Malasar	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-or-nasal-cluster-input	Malayalam	19	9	1	9	0	8	0	0	1	0	0	0	8	8	1	0	0	1	0/8	0/9	0.0	0.0
primary	Domain	nasal-or-nasal-cluster-input	Malto	19	5	0	14	0	4	0	1	0	0	0	0	4	4	0	1	0	0	0/4	0/5	0.0	0.0
primary	Domain	nasal-or-nasal-cluster-input	Manda	19	5	0	14	0	5	0	0	0	0	0	0	5	5	0	0	0	0	0/5	0/5	0.0	0.0
primary	Domain	nasal-or-nasal-cluster-input	Mannan	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-or-nasal-cluster-input	Muduga	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-or-nasal-cluster-input	Muthuvan	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-or-nasal-cluster-input	Naiki	19	2	0	17	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain	nasal-or-nasal-cluster-input	Naikri	19	4	0	15	0	4	0	0	0	0	0	0	4	4	0	0	0	0	0/4	0/4	0.0	0.0
primary	Domain	nasal-or-nasal-cluster-input	Paliya	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-or-nasal-cluster-input	PaluKurumba	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-or-nasal-cluster-input	Parji	19	5	0	14	0	4	0	0	1	0	0	0	4	4	1	0	0	0	0/4	0/5	0.0	0.0
primary	Domain	nasal-or-nasal-cluster-input	Pengo	19	6	0	13	0	6	0	0	0	0	0	0	6	6	0	0	0	0	0/6	0/6	0.0	0.0
primary	Domain	nasal-or-nasal-cluster-input	Sholaga	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-or-nasal-cluster-input	Tamil	19	16	0	3	0	15	0	0	1	0	0	0	15	15	3	1	0	0	0/15	0/16	0.0	0.0
primary	Domain	nasal-or-nasal-cluster-input	Telugu	19	15	0	4	0	14	0	0	1	0	0	0	14	14	6	1	0	0	0/14	0/15	0.0	0.0
primary	Domain	nasal-or-nasal-cluster-input	Toda	19	7	1	11	0	6	0	0	1	0	0	0	6	6	1	0	0	1	0/6	0/7	0.0	0.0
primary	Domain	nasal-or-nasal-cluster-input	Tulu	19	9	1	9	0	9	0	0	0	0	0	0	9	9	0	0	0	1	0/9	0/9	0.0	0.0
primary	Domain	nasal-or-nasal-cluster-input	Urali	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-or-nasal-cluster-input	markodi	19	2	0	17	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain	nasal-quotative-morphology	AluKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Badaga	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Belari	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	BettaKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Brahui	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Eravallan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Gadaba	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Gondi	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Irula	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Kadar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Kannada	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Kodagu	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0/0	0/1		0.0
primary	Domain	nasal-quotative-morphology	Kolami	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Konda	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Koraga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Kota	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Kudiya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Kui	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Kurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Kurux	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Kuwi	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	MalaMalasar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	MalaPulaya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Malasar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Malayalam	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Malto	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Manda	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Mannan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Muduga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Muthuvan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Naiki	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Naikri	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Paliya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	PaluKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Parji	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Pengo	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Sholaga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	Tamil	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Telugu	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1/1	1/1	1.0	1.0
primary	Domain	nasal-quotative-morphology	Toda	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Tulu	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	nasal-quotative-morphology	Urali	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nasal-quotative-morphology	markodi	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	AluKurumba	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Badaga	41	15	2	24	0	12	0	1	1	0	1	0	12	12	2	1	1	2	0/12	0/15	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Belari	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	BettaKurumba	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Brahui	41	6	0	35	0	3	0	0	3	0	0	0	3	3	3	0	0	0	0/3	0/6	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Eravallan	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Gadaba	41	15	0	26	0	11	0	1	3	0	0	0	11	11	3	1	1	0	0/11	0/15	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Gondi	41	17	0	24	0	14	0	1	2	0	0	0	14	14	2	1	0	0	0/14	0/17	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Irula	41	2	0	39	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0/1	0/2	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Kadar	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Kannada	41	34	0	7	0	29	0	1	3	0	1	0	29	29	5	1	1	1	0/29	0/34	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Kodagu	41	16	0	25	0	11	0	4	0	0	1	0	11	11	0	4	1	0	0/11	0/16	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Kolami	41	16	0	25	0	11	0	1	3	0	1	0	11	11	3	1	1	0	0/11	0/16	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Konda	41	15	0	26	0	13	0	1	1	0	0	0	13	13	3	1	0	0	0/13	0/15	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Koraga	41	5	0	36	0	4	0	0	1	0	0	0	4	4	1	0	0	0	0/4	0/5	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Kota	41	18	0	23	0	16	0	1	0	0	1	0	16	16	0	1	1	0	0/16	0/18	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Kudiya	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Kui	41	14	1	26	1	6	0	3	4	0	0	1	6	7	5	3	0	1	1/7	1/14	0.142857	0.071429
primary	Domain	nonapical-or-uncertain-input	Kurumba	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Kurux	41	8	0	33	0	5	0	2	1	0	0	0	5	5	1	2	0	0	0/5	0/8	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Kuwi	41	18	0	23	2	9	0	1	6	0	0	2	9	11	8	1	0	0	2/11	2/18	0.181818	0.111111
primary	Domain	nonapical-or-uncertain-input	MalaMalasar	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	MalaPulaya	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Malasar	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Malayalam	41	25	0	16	0	22	0	2	0	0	1	0	22	22	0	4	1	0	0/22	0/25	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Malto	41	9	0	32	0	6	0	1	2	0	0	0	6	6	2	1	0	0	0/6	0/9	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Manda	41	12	0	29	0	4	0	2	6	0	0	0	4	4	7	2	0	0	0/4	0/12	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Mannan	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Muduga	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Muthuvan	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Naiki	41	8	0	33	0	5	0	0	3	0	0	0	5	5	3	0	0	0	0/5	0/8	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Naikri	41	17	0	24	0	12	0	2	2	0	1	0	12	12	2	2	1	0	0/12	0/17	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Paliya	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	PaluKurumba	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Parji	41	15	0	26	0	11	0	2	2	0	0	0	11	11	2	2	0	0	0/11	0/15	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Pengo	41	13	0	28	2	7	0	1	3	0	0	2	7	9	4	1	0	0	2/9	2/13	0.222222	0.153846
primary	Domain	nonapical-or-uncertain-input	Sholaga	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	Tamil	41	27	0	14	0	25	0	0	0	0	2	0	25	25	0	1	2	0	0/25	0/27	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Telugu	41	37	0	4	0	25	0	0	11	0	1	0	25	25	24	0	1	0	0/25	0/37	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Toda	41	18	0	23	0	12	0	3	1	0	2	0	12	12	1	3	3	0	0/12	0/18	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Tulu	41	25	0	16	0	22	0	1	1	0	1	0	22	22	2	1	1	0	0/22	0/25	0.0	0.0
primary	Domain	nonapical-or-uncertain-input	Urali	41	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	nonapical-or-uncertain-input	markodi	41	4	0	37	0	4	0	0	0	0	0	0	4	4	0	0	0	0	0/4	0/4	0.0	0.0
primary	Domain	pronominal-morphology	AluKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Badaga	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Belari	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	BettaKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Brahui	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Eravallan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Gadaba	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Gondi	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0/1	0/1	0.0	0.0
primary	Domain	pronominal-morphology	Irula	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Kadar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Kannada	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	pronominal-morphology	Kodagu	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Kolami	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Konda	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1/1	1/1	1.0	1.0
primary	Domain	pronominal-morphology	Koraga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Kota	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Kudiya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Kui	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0/1	0/1	0.0	0.0
primary	Domain	pronominal-morphology	Kurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Kurux	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Kuwi	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0/1	0/1	0.0	0.0
primary	Domain	pronominal-morphology	MalaMalasar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	MalaPulaya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Malasar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Malayalam	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	pronominal-morphology	Malto	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Manda	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	pronominal-morphology	Mannan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Muduga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Muthuvan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Naiki	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Naikri	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Paliya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	PaluKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Parji	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Pengo	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	pronominal-morphology	Sholaga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	Tamil	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	pronominal-morphology	Telugu	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1/1	1/1	1.0	1.0
primary	Domain	pronominal-morphology	Toda	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Tulu	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	pronominal-morphology	Urali	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	pronominal-morphology	markodi	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/0	0/0		
primary	Domain	short-C-initial-other-apical	AluKurumba	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	Badaga	9	4	0	5	0	4	0	0	0	0	0	0	4	4	0	0	0	0	0/4	0/4	0.0	0.0
primary	Domain	short-C-initial-other-apical	Belari	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	BettaKurumba	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	Brahui	9	1	0	8	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	short-C-initial-other-apical	Eravallan	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	Gadaba	9	3	0	6	0	3	0	0	0	0	0	0	3	3	0	0	1	0	0/3	0/3	0.0	0.0
primary	Domain	short-C-initial-other-apical	Gondi	9	9	0	0	0	8	1	0	0	0	0	1	9	9	0	1	0	0	1/9	1/9	0.111111	0.111111
primary	Domain	short-C-initial-other-apical	Irula	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	Kadar	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	Kannada	9	5	0	4	0	5	0	0	0	0	0	0	5	5	0	0	0	0	0/5	0/5	0.0	0.0
primary	Domain	short-C-initial-other-apical	Kodagu	9	4	0	5	0	4	0	0	0	0	0	0	4	4	0	0	0	0	0/4	0/4	0.0	0.0
primary	Domain	short-C-initial-other-apical	Kolami	9	4	0	5	0	3	0	0	1	0	0	0	3	3	1	0	0	0	0/3	0/4	0.0	0.0
primary	Domain	short-C-initial-other-apical	Konda	9	5	0	4	1	3	1	0	0	0	0	2	4	5	0	0	0	0	2/5	2/5	0.4	0.4
primary	Domain	short-C-initial-other-apical	Koraga	9	1	0	8	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	short-C-initial-other-apical	Kota	9	4	0	5	0	3	0	1	0	0	0	0	3	3	2	1	0	0	0/3	0/4	0.0	0.0
primary	Domain	short-C-initial-other-apical	Kudiya	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	Kui	9	8	0	1	5	1	1	1	0	0	0	6	2	7	0	1	0	0	6/7	6/8	0.857143	0.75
primary	Domain	short-C-initial-other-apical	Kurumba	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	Kurux	9	3	0	6	0	2	0	1	0	0	0	0	2	2	0	1	0	0	0/2	0/3	0.0	0.0
primary	Domain	short-C-initial-other-apical	Kuwi	9	8	0	1	3	2	2	0	1	0	0	5	4	7	1	0	0	0	5/7	5/8	0.714286	0.625
primary	Domain	short-C-initial-other-apical	MalaMalasar	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	MalaPulaya	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	Malasar	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	Malayalam	9	6	0	3	0	6	0	0	0	0	0	0	6	6	0	1	0	0	0/6	0/6	0.0	0.0
primary	Domain	short-C-initial-other-apical	Malto	9	1	0	8	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	short-C-initial-other-apical	Manda	9	4	0	5	3	1	0	0	0	0	0	3	1	4	0	0	0	0	3/4	3/4	0.75	0.75
primary	Domain	short-C-initial-other-apical	Mannan	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	Muduga	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	Muthuvan	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	Naiki	9	1	0	8	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain	short-C-initial-other-apical	Naikri	9	2	0	7	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain	short-C-initial-other-apical	Paliya	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain	short-C-initial-other-apical	PaluKurumba	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
