Partition	Input_Domain	Language_A	Language_B	Family_ID	Entry_IDs	Outcome_A	Outcome_B	Evidence_A	Evidence_B
primary	mixed-or-uncertain-quantity	Parji	markodi	d474	d474	R	R	f_3xd474yyxdmoy;f_d3hrlwqjanqya;f_gwoac5awufmli;f_mxpdpxhyld2au;f_nyulryitzqlzw	f_2yxyo7i2s75mm;f_4xs4whejdseva;f_duodxpzbx2yu4;f_irnm7xhblfrlg;f_ks72grk3w7xf2;f_kvt72m7dfclxy;f_o3zokqfcsexag;f_t4eg3wfs3xg4a;f_vucncpuf5siau
primary	mixed-or-uncertain-quantity	Parji	markodi	d4411	d4411	R	R	f_6g2ci7ojnru5a;f_gt2dtac7rlztq;f_zph7eonolsbau;f_ztiemisol4mpq	f_zw6dco6yqnpfq
primary	mixed-or-uncertain-quantity	Pengo	Tamil	d474	d474	D	R	f_el5ulz7maokwq;f_hhykoabjaubsa;f_pdzvclpjn7zzm;f_z246meby657z2	f_4jdppn6zotnaq;f_oxwetupj6asce;f_rppvkw4p7rztq;f_snamixzafxgqq;f_vorxc7qp36k2g;f_xekoscnpf47dw
primary	mixed-or-uncertain-quantity	Pengo	Tamil	d2149	d2149	mixed	R	f_b77peefbao254;f_tt6m7shhc42ms	f_blan5q55p6hfa;f_hfjdl4inp2yle;f_nuwp6l3q2vw5k;f_qepsz5qbdil3a;f_rqwdlbeci5ywa;f_ypxtg2dxcfhag
primary	mixed-or-uncertain-quantity	Pengo	Tamil	d2146	d2146	mixed	R	f_5tmfmg4ml56uu;f_b6cebko5v5ppa	f_cbwe3l2jhbry6;f_grglqk57xxw5q;f_ibiqomg6a3tms;f_y2rufw6ett2ku
primary	mixed-or-uncertain-quantity	Pengo	Tamil	d859	d859	R	R	f_j7xztt4fzqfzg	f_3j22d53k5yufg;f_hkfa6qrfpwm6m;f_j7webmfbajvsm;f_p7lljntmge2po;f_tpr2jqgyjn344
primary	mixed-or-uncertain-quantity	Pengo	Tamil	d946	d946	R	R	f_ft4lzpqr7omrk	f_2m5hf4apfa5me;f_3kvrpbdwhstmk;f_4du62vsivgg6g;f_6gq74khsn32ru;f_ehxqtl6dmoxv4;f_lezcaxozqg3wk;f_wen74ee4ysi4o;f_yefc3mscxvc7u
primary	mixed-or-uncertain-quantity	Pengo	Tamil	d3195	d3195	R	R	f_xrbhzovsvsnui	f_afxkhtgkwoqjc;f_d5kpjjco75iti;f_ksw7tcn4hz3oq
primary	mixed-or-uncertain-quantity	Pengo	Tamil	d4975	d4975	R	R	f_4kc3x3eormdxe	f_3o3fnnxjvlrqy;f_kmmlaeqhkutfc;f_mtfcbc6tx7nrw;f_thzz7plgydggq
primary	mixed-or-uncertain-quantity	Pengo	Telugu	d474	d474	D	mixed	f_el5ulz7maokwq;f_hhykoabjaubsa;f_pdzvclpjn7zzm;f_z246meby657z2	f_2htxvumaoczjw;f_4ujr5t55avg66;f_65qhyabhcuwaw;f_6c6a36yd4iybo;f_bkhd5wmrnsjt4;f_dgw5tjtzepqrq;f_fqoeiv3e7odos;f_i3k7naryq6kzm;f_jzp6l3vyzyn7i;f_n2cdyoyequmy6;f_p3l4befd5utdw;f_pd6ynb3gv5lhi;f_qgafogajc4lzg;f_qkicfxp5fal3y;f_qznjy2zdzigrk;f_shooci3xpjwrs;f_sp6x4vguvmszc;f_t4nykx6ip5ofm;f_vfvgfqslu3kc6;f_woifafo7ddlua
primary	mixed-or-uncertain-quantity	Pengo	Telugu	d666	d666	R	R	f_7w2n6rwxfswso;f_bzyyenctl4dkk	f_2iw6pnwibmi6e;f_2pzogxpbg2iym;f_3dwihvsx5ihuw;f_aujuv6m3p2zqw;f_br5y3as5sa2zi;f_iwyrekwrlnhsu;f_s67nwclrn7cka
primary	mixed-or-uncertain-quantity	Pengo	Telugu	d2149	d2149	mixed	mixed	f_b77peefbao254;f_tt6m7shhc42ms	f_33ijszqiucbbo;f_3elw4rkbycnti;f_3tfcygr7f2m7s;f_l3bro5g6w72gu;f_ti4dmnqgr73ha;f_wsodzsmmjsrce;research:d2149-telugu-kotta
primary	mixed-or-uncertain-quantity	Pengo	Telugu	d2146	d2146	mixed	D	f_5tmfmg4ml56uu;f_b6cebko5v5ppa	f_iffkeavvvwzxk;f_mpwpjr3cyfebk;f_pxrplumkoerqe
primary	mixed-or-uncertain-quantity	Pengo	Telugu	d859	d859	R	mixed	f_j7xztt4fzqfzg	f_dznjbpz2ftx6m;f_zdun4kuo43iac
primary	mixed-or-uncertain-quantity	Pengo	Telugu	d915	d915	D	R	f_nkbymblsqgif4	f_c42bn73o7bg66
primary	mixed-or-uncertain-quantity	Pengo	Telugu	d946	d946	R	R	f_ft4lzpqr7omrk	f_6cxpxo4sb2uim;f_7hutfmnq652hm;f_a3cbv6dnc5bgk;f_emxjfkbzjimb2;f_k4dxgy5pl5sh6;f_ll4gg5ma5tdam;f_me42mnggarnti;f_r4cr3l7kqdnf6;f_rohipkyxygvdm;f_ur45wnxpnvdva;f_xwidhwwm63rua
primary	mixed-or-uncertain-quantity	Pengo	Telugu	d3195	d3195	R	R	f_xrbhzovsvsnui	f_o4ryj5l3q5ji6;f_p5cifomtuiiju
primary	mixed-or-uncertain-quantity	Pengo	Telugu	d3122	d3122	D	D	f_7fneasyubzjjq;f_i3syjb4rrknje;f_jebx33kvthate;f_mdx3kxuul2ez6	f_cpjuuxs5a7tmu;f_cswppdqsnv4xq;f_i55tm67o6tae2;f_n67dygocvqany
primary	mixed-or-uncertain-quantity	Pengo	Telugu	d4975	d4975	R	mixed	f_4kc3x3eormdxe	f_4pl6t52fplnyo;f_elhpd4l7t6ukw;f_jajb7pda62h54;f_mffezlqquvhqa;f_p5jhlgg64xjwy;f_qahi7u5xomv2q;f_rfqihomohaspc;f_y27lunofek45m
primary	mixed-or-uncertain-quantity	Pengo	Toda	d474	d474	D	R	f_el5ulz7maokwq;f_hhykoabjaubsa;f_pdzvclpjn7zzm;f_z246meby657z2	f_kcs6jti26owjy;f_lzqfvjg5duzt4;f_ocvrw33ejjrv2
primary	mixed-or-uncertain-quantity	Pengo	Toda	d2149	d2149	mixed	R	f_b77peefbao254;f_tt6m7shhc42ms	f_64qyrh4boy53e;f_ejbyzkjoaq7y4
primary	mixed-or-uncertain-quantity	Pengo	Toda	d859	d859	R	R	f_j7xztt4fzqfzg	f_4m5oughy5dfhc;f_55aukowo47rvk;f_6wfqf6hbalnie;f_cznryt2bdimes;f_jbucwongmntbo;f_nxrhbevvlrduq;f_whuha3t6pajtu;f_wl7mgysf6r4ts;f_zzwlpkz3hia5i
primary	mixed-or-uncertain-quantity	Pengo	Toda	d946	d946	R	R	f_ft4lzpqr7omrk	f_dmvk6lqtpyego;f_jhwpqg4h6kc62;f_kpd3njlemixdi;f_styex3lw2jzgk;f_y6swdkmyrrrbo
primary	mixed-or-uncertain-quantity	Pengo	Toda	d4975	d4975	R	R	f_4kc3x3eormdxe	f_gob6af34ratg6
primary	mixed-or-uncertain-quantity	Pengo	Tulu	d474	d474	D	R	f_el5ulz7maokwq;f_hhykoabjaubsa;f_pdzvclpjn7zzm;f_z246meby657z2	f_5ocfcgyjh7fve;f_bgaj4lyyj2qlw;f_cxsysiioirgdm;f_oe6q3ejfw2o3e;f_sqopuax454jho;f_t4yunmfy6pzri
primary	mixed-or-uncertain-quantity	Pengo	Tulu	d666	d666	R	R	f_7w2n6rwxfswso;f_bzyyenctl4dkk	f_chgqjg3zsqq3a;f_e4dhypna5vas2;f_husrcwawupfsy;f_qrcwnconkm5ri
primary	mixed-or-uncertain-quantity	Pengo	Tulu	d2149	d2149	mixed	R	f_b77peefbao254;f_tt6m7shhc42ms	f_7wqc5cec3x7oa
primary	mixed-or-uncertain-quantity	Pengo	Tulu	d859	d859	R	R	f_j7xztt4fzqfzg	f_oondf6esktjm6;f_uaspzrn5vuape
primary	mixed-or-uncertain-quantity	Pengo	Tulu	d946	d946	R	R	f_ft4lzpqr7omrk	f_4yqart634d2ao;f_52xcgu67qmvi6;f_cqxvlyp6lzire;f_eklq2hpbqvske;f_eu323dit5sexy;f_gs7hox4ohr7jq;f_izwuw33wqnogi;f_mfqqizbqnzine;f_oh3ywme5irw6m
primary	mixed-or-uncertain-quantity	Pengo	Tulu	d3195	d3195	R	R	f_xrbhzovsvsnui	f_dkittrpdyxqo2;f_v4gh4v2o34eoy
primary	mixed-or-uncertain-quantity	Pengo	Tulu	d4975	d4975	R	R	f_4kc3x3eormdxe	f_3qild55zc5xd6;f_fjflyua5qidhy;f_oyw3z2pyit746
primary	mixed-or-uncertain-quantity	Pengo	markodi	d474	d474	D	R	f_el5ulz7maokwq;f_hhykoabjaubsa;f_pdzvclpjn7zzm;f_z246meby657z2	f_2yxyo7i2s75mm;f_4xs4whejdseva;f_duodxpzbx2yu4;f_irnm7xhblfrlg;f_ks72grk3w7xf2;f_kvt72m7dfclxy;f_o3zokqfcsexag;f_t4eg3wfs3xg4a;f_vucncpuf5siau
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d474	d474	R	mixed	f_4jdppn6zotnaq;f_oxwetupj6asce;f_rppvkw4p7rztq;f_snamixzafxgqq;f_vorxc7qp36k2g;f_xekoscnpf47dw	f_2htxvumaoczjw;f_4ujr5t55avg66;f_65qhyabhcuwaw;f_6c6a36yd4iybo;f_bkhd5wmrnsjt4;f_dgw5tjtzepqrq;f_fqoeiv3e7odos;f_i3k7naryq6kzm;f_jzp6l3vyzyn7i;f_n2cdyoyequmy6;f_p3l4befd5utdw;f_pd6ynb3gv5lhi;f_qgafogajc4lzg;f_qkicfxp5fal3y;f_qznjy2zdzigrk;f_shooci3xpjwrs;f_sp6x4vguvmszc;f_t4nykx6ip5ofm;f_vfvgfqslu3kc6;f_woifafo7ddlua
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d504	d504	R	R	f_2swndyhmgtwje;f_kat72mvf3dv2k;f_koh75c23fngh2;f_x6r55zv34ukrq;f_xydf7qndf5oy4	f_f6uk3aawoalec;f_fkgbaapxbzjtg;f_hkzqr3fllyh7y;f_qazxtombhitme;f_wxy7r2zhjoczi;f_ycfkvmae34aki
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d2149	d2149	R	mixed	f_blan5q55p6hfa;f_hfjdl4inp2yle;f_nuwp6l3q2vw5k;f_qepsz5qbdil3a;f_rqwdlbeci5ywa;f_ypxtg2dxcfhag	f_33ijszqiucbbo;f_3elw4rkbycnti;f_3tfcygr7f2m7s;f_l3bro5g6w72gu;f_ti4dmnqgr73ha;f_wsodzsmmjsrce;research:d2149-telugu-kotta
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d4993	d4993	R	mixed	f_6gasxxtuqvtac;f_7eetscskf2zgg;f_cjfehgvor77gu;f_fghbshkevmgik;f_je7e7rgu5rokw;f_jwh4nszknvp7k;f_rqjf2laf36phc;f_szb32pl43v5as	f_3dgxlyglq6c5k;f_4skwjnjtejid4;f_5kic52fhvflss;f_7h6nkegacjark;f_d2g74plrs2woe;f_f2mnrcpu62cok;f_kx3mcwuydtfj2;f_mksxtzxbcvzw4;f_oigxlt7rc3ypo;f_rewo3ykdazprc;f_w3lgazv2wdzr2
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d1619	d1619	R	mixed	f_7osaeico5ergq;f_eglc53tobpens;f_g2bypd7jow5qq;f_n2oyzofi3335k	f_ku6vnisxkyv46;f_oses7f2zth6mw;f_otngr35lvxsa2;f_qkgdzhc7kr2vu;f_tecvkq5oqzl5o;f_un6oy37s3wdky;f_vgz6cxcqnfieo;f_z7ucfq5ej57tw;f_zzgh3zwhibmt6
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d910	d910	R	mixed	f_m3qhadp3jq37q;f_uhwwg2z6gthbq;f_wqzlvokpxbbru;f_zhbsim4rzh3ci	f_3odtrftebl5wi;f_iecku5o7g5pjg;f_oefzdejj4o33e;f_oilw2e6tgl4si;f_pcbqekije5whq;f_srg5hswuz6rro;f_uvwbefljrdew6;f_zvrjmtjpbkkts
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d4411	d4411	R	R	f_6ah6klr75ydl2;f_bzwh6boul2adm;f_dij44zhsskzss;f_fapsxhe765e4m;f_np6elabfecsze;f_z3ps45x2lje2c	f_2u5ehsddv3jsq;f_2vpx5vdnzs5fy;f_2wmrfj4tsmvfk;f_3b6tgil55vq74;f_43rujusowzxu2;f_5mvkxho4gonmm;f_6lfgqxmrj37ju;f_a6napw2uifdi2;f_fedgmdcjg7kdo;f_gwt5rc5u6ljdc;f_io2tmqyrxquxk;f_k4jcgvl3fbhdy;f_kkdbab7fwtyiq;f_n7gge6rmjmbes;f_ou4lv5k4d63kg;f_pf36mamxzvr36;f_qbabsrtxyzhb6;f_styfn3ofq37l6;f_syaltefs3d7ny;f_vbofdspvhn4gk;f_xbajqk2bjcxky;f_xw2tch6gwcpps
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d2146	d2146	R	D	f_cbwe3l2jhbry6;f_grglqk57xxw5q;f_ibiqomg6a3tms;f_y2rufw6ett2ku	f_iffkeavvvwzxk;f_mpwpjr3cyfebk;f_pxrplumkoerqe
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d3949	d3949	R	mixed	f_35gdlngrrza4y;f_6bl32dioncgym;f_d3kjint5vb4qa;f_ekc3czb7razbg;f_gsz5ny4bv4mc2;f_hzb7qljtzzm2o;f_kfeo7lpklhvca;f_mnohyr6dt3g7o;f_picetfd3go7em;f_sbkvkguhil3j6;f_sl54sdzcnwue2;f_tpppajvtlhztu;f_yuzom3inqna3u	f_3nwqq5pibkhaa;f_73fc55i2e4fug;f_c436fxi6pdpzu;f_ctfbeec4tlsze;f_dm3gpg2s5wbo6;f_dxyofadg7epts;f_fjaxuxvgsifuk;f_in5bnsm5cwzyu;f_kgllbsyi4naxw;f_l5muykx6hu3oy;f_luwyqacyv7lc6;f_n3xwvhc6uknfw;f_nsdlra3u4dqcq;f_ofdq5bkx3fsgy;f_pmarxwcq2ml3a;f_wczpw2z2tnd66;f_ylroetmeabrno;f_zn5teljrmyvf2
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d859	d859	R	mixed	f_3j22d53k5yufg;f_hkfa6qrfpwm6m;f_j7webmfbajvsm;f_p7lljntmge2po;f_tpr2jqgyjn344	f_dznjbpz2ftx6m;f_zdun4kuo43iac
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d916	d916	R	mixed	f_7vwlytzhk4qfw;f_icsul2alwfzmu;f_lusfwqacvwdny;f_mratkvhm5e6vq;f_puxbiklnyvmdy	f_2pjmnnrox3nfk;f_2tnoo4ekxypqm;f_2u3chk5rvh43g;f_36squrnip3p46;f_4z7e5kgnsa7ho;f_6e7ukd7i6lqai;f_6gev4pdv53yss;f_7otr2veenx2hk;f_anw4oeo63rfsc;f_bwlfcspusojv4;f_e6gtfwej36beg;f_ewviqpkdz5byi;f_iy2sbhpiday2w;f_mp32mfnh3wmpu;f_mrdkd3ujogedg;f_mtlzjhocq34lm;f_muksojtyrs4si;f_qiwnhy2wm4n4q;f_vcs55ypq2pz6y;f_wkvdrkbmthw4k
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d946	d946	R	R	f_2m5hf4apfa5me;f_3kvrpbdwhstmk;f_4du62vsivgg6g;f_6gq74khsn32ru;f_ehxqtl6dmoxv4;f_lezcaxozqg3wk;f_wen74ee4ysi4o;f_yefc3mscxvc7u	f_6cxpxo4sb2uim;f_7hutfmnq652hm;f_a3cbv6dnc5bgk;f_emxjfkbzjimb2;f_k4dxgy5pl5sh6;f_ll4gg5ma5tdam;f_me42mnggarnti;f_r4cr3l7kqdnf6;f_rohipkyxygvdm;f_ur45wnxpnvdva;f_xwidhwwm63rua
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d996	d996	R	R	f_4eoiueht56l5q;f_5dmjo3t2flqic;f_duivlmnpal3po;f_jjnjkmi62hh62;f_lb7lescaowmau;f_ncyt63gvug6dk;f_qmtfwnauubeog;f_t5xbwwoinntvi;f_tjbcefe4az6zu	f_ol4wnqfwhsgxs;f_t52tii5hec3aw
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d945	d945	R	R	f_526s5jljo5psu;f_dlempusmulmdw;f_mjecmj4togxgi;f_mm6dhw5kd2kns;f_q5tdffu5hexe2;f_rhlg5s67ou2hu;f_v267njruttrxy	f_64jd3qtgd5hjq;f_7n4ymhbjuw2si;f_boh2xgn5soehs;f_bwy3j6ihqp7da;f_ctdqva4dt4rys;f_iush2p4luhw7s;f_vauftgg2y5a3i
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d3195	d3195	R	R	f_afxkhtgkwoqjc;f_d5kpjjco75iti;f_ksw7tcn4hz3oq	f_o4ryj5l3q5ji6;f_p5cifomtuiiju
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d2883	d2883	R	R	f_7roptrwdbg4y6;f_emp3tzg3hvgee;f_gx27ghgbrkglu;f_xa4v6qz6o7ljq	f_f7wg4emu34us6;f_gigoscfvyuqt4;f_rjc2z5uzh4che;f_vntoe2aa53vri
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d1278	d1278	R	mixed	f_46j6vxc5yh4aw;f_cpaftfklsdmw4;f_r2hndjjllnkts;f_xbpnqgycga36y;f_xpnjyi2iw5dwo	f_fm45muq4z7yta;f_hseb3zltndwo2;f_qel6snzqne2hc;f_yxikireljf4iy
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d1477	d1477	R	mixed	f_b5dg4u3lscbwu;f_iis4unn7rmf5s;f_zfq442x4vowey	f_3i2zmjsspzkhu;f_eykqzbsh7udsw;f_i7paoeh5kprea;f_vekfuyjsnmpp4;f_vjqzbh72uhj3q
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d1767	d1767	R	D	f_jye4iso3mrcmo;f_v3ndormcyr2yw	f_7lskelrzopela;f_eqqola7bngbzy;f_ghrjx7usfp56u;f_ssnb5crlsin2s
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d1923	d1923	R	mixed	f_7js267g2ze2me	f_jnesl47hys2y6;f_o4b4iwmz35zfk;f_prhyxkjszzrs6;f_xupb3euygjc72
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d3972	d3972	R	D	f_3nnyrtmktznwk;f_acbcjsskxv6um;f_r4wdhkotfmzk4;f_tgiqcwnylzyqa	f_2pbef27rf2gse;f_k5ir6ygi5ylhg;f_mcfabk7aanxik
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d4591	d4591	R	D	f_itazz3tnugzhe;f_r5broemqbvkus;f_seq344honlqla	f_7sdnwuz6xvvro;f_en7ftxqquk6iw
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d4975	d4975	R	mixed	f_3o3fnnxjvlrqy;f_kmmlaeqhkutfc;f_mtfcbc6tx7nrw;f_thzz7plgydggq	f_4pl6t52fplnyo;f_elhpd4l7t6ukw;f_jajb7pda62h54;f_mffezlqquvhqa;f_p5jhlgg64xjwy;f_qahi7u5xomv2q;f_rfqihomohaspc;f_y27lunofek45m
primary	mixed-or-uncertain-quantity	Tamil	Telugu	d5372	d5372	R	D	f_3qvc2odz4ld76;f_5mn5gk3ta5jbq;f_tcka2pc5qj5xm	f_4fafyfmltdnqg;f_e4grqlrzlhcyy;f_gbpodvvpvr542;f_gdfkkqlfuab7i;f_inuveraq4mw6u;f_si3ulrjzpo4cm;f_skfcmvhkfpxnc
primary	mixed-or-uncertain-quantity	Tamil	Toda	d474	d474	R	R	f_4jdppn6zotnaq;f_oxwetupj6asce;f_rppvkw4p7rztq;f_snamixzafxgqq;f_vorxc7qp36k2g;f_xekoscnpf47dw	f_kcs6jti26owjy;f_lzqfvjg5duzt4;f_ocvrw33ejjrv2
primary	mixed-or-uncertain-quantity	Tamil	Toda	d504	d504	R	R	f_2swndyhmgtwje;f_kat72mvf3dv2k;f_koh75c23fngh2;f_x6r55zv34ukrq;f_xydf7qndf5oy4	f_2iqhviocpy77u;f_c6g5odzdxy6rw;f_qfwv7rnmwtfna
primary	mixed-or-uncertain-quantity	Tamil	Toda	d2149	d2149	R	R	f_blan5q55p6hfa;f_hfjdl4inp2yle;f_nuwp6l3q2vw5k;f_qepsz5qbdil3a;f_rqwdlbeci5ywa;f_ypxtg2dxcfhag	f_64qyrh4boy53e;f_ejbyzkjoaq7y4
primary	mixed-or-uncertain-quantity	Tamil	Toda	d4993	d4993	R	R	f_6gasxxtuqvtac;f_7eetscskf2zgg;f_cjfehgvor77gu;f_fghbshkevmgik;f_je7e7rgu5rokw;f_jwh4nszknvp7k;f_rqjf2laf36phc;f_szb32pl43v5as	f_32y7p5cppumxc;f_lz7waxfajlr3w;f_opbwagpfyaw3g;f_vshvjotdzpg34
primary	mixed-or-uncertain-quantity	Tamil	Toda	d2018	d2018	R	R	f_2plaxockvwbvi;f_ksgk22nj5g73g;f_r56ztsa5sulxe;f_w2rmcyqq3xye6;f_wawdj6irqvc5a	f_ateyi2m5fyft2;f_uecmmuyj2vcas
primary	mixed-or-uncertain-quantity	Tamil	Toda	d3949	d3949	R	R	f_35gdlngrrza4y;f_6bl32dioncgym;f_d3kjint5vb4qa;f_ekc3czb7razbg;f_gsz5ny4bv4mc2;f_hzb7qljtzzm2o;f_kfeo7lpklhvca;f_mnohyr6dt3g7o;f_picetfd3go7em;f_sbkvkguhil3j6;f_sl54sdzcnwue2;f_tpppajvtlhztu;f_yuzom3inqna3u	f_2h62ya5j7ekgu;f_mzmju3bcjsije;f_sqzgykqmb3yzk
primary	mixed-or-uncertain-quantity	Tamil	Toda	d851	d851	R	R	f_2r5y7qq7ta3wc;f_56vzcwmubz5ko;f_6i7shsoq7eybg;f_6rs62dfkgmz64;f_7a6fhvigouuta;f_a5koqlhu6avzs;f_akrlbpxyttzgw;f_azqfbqky6qurm;f_e3e7qp5akkavq;f_glfsgfqxfr462;f_hoymhxbedzs5q;f_iaxnvtyxceb22;f_kz4mamnnzzw4k;f_mz6ad6ugf2jcc;f_p4373c7nzclvg;f_qjm5px27ld2iw;f_r4klhcu6oxy5g;f_tdnbcgceqijl2;f_wwwtdylwfrzku	f_3kb45duxvi6zw;f_6jtnnkdtoxhq2;f_74lqerrbkpuya;f_czylfki6wmgq6;f_do6ijlnzujbzo;f_j2yc6uaxply3a;f_m762dlos64rfm;f_qbp7jspyajls4;f_vw47gqjrowcxg
primary	mixed-or-uncertain-quantity	Tamil	Toda	d859	d859	R	R	f_3j22d53k5yufg;f_hkfa6qrfpwm6m;f_j7webmfbajvsm;f_p7lljntmge2po;f_tpr2jqgyjn344	f_4m5oughy5dfhc;f_55aukowo47rvk;f_6wfqf6hbalnie;f_cznryt2bdimes;f_jbucwongmntbo;f_nxrhbevvlrduq;f_whuha3t6pajtu;f_wl7mgysf6r4ts;f_zzwlpkz3hia5i
primary	mixed-or-uncertain-quantity	Tamil	Toda	d916	d916	R	R	f_7vwlytzhk4qfw;f_icsul2alwfzmu;f_lusfwqacvwdny;f_mratkvhm5e6vq;f_puxbiklnyvmdy	f_byb57sjdpgi7q;f_emzm4randmeww;f_fs74xo72sy4p4;f_gw3ubj76nzsos;f_hnziejgiaf52e;f_hvge4m5ntqpac;f_ijxbojur544zs;f_oxejujaopkz3q;f_q4b5tida7nowm;f_rqvty3gvatjja;f_yoweb7gmm4op4
primary	mixed-or-uncertain-quantity	Tamil	Toda	d946	d946	R	R	f_2m5hf4apfa5me;f_3kvrpbdwhstmk;f_4du62vsivgg6g;f_6gq74khsn32ru;f_ehxqtl6dmoxv4;f_lezcaxozqg3wk;f_wen74ee4ysi4o;f_yefc3mscxvc7u	f_dmvk6lqtpyego;f_jhwpqg4h6kc62;f_kpd3njlemixdi;f_styex3lw2jzgk;f_y6swdkmyrrrbo
primary	mixed-or-uncertain-quantity	Tamil	Toda	d945	d945	R	R	f_526s5jljo5psu;f_dlempusmulmdw;f_mjecmj4togxgi;f_mm6dhw5kd2kns;f_q5tdffu5hexe2;f_rhlg5s67ou2hu;f_v267njruttrxy	f_7zb4jab5luxle;f_ncbygu723qjee;f_ue7vz4io6p37q;f_vxsvdqavufr6y;f_wahabpr2o4vvu
primary	mixed-or-uncertain-quantity	Tamil	Toda	d2883	d2883	R	R	f_7roptrwdbg4y6;f_emp3tzg3hvgee;f_gx27ghgbrkglu;f_xa4v6qz6o7ljq	f_iaen6jdezbliw;f_imjswmtaupdno
primary	mixed-or-uncertain-quantity	Tamil	Toda	d1278	d1278	R	R	f_46j6vxc5yh4aw;f_cpaftfklsdmw4;f_r2hndjjllnkts;f_xbpnqgycga36y;f_xpnjyi2iw5dwo	f_2cpqzp7w3dmhs;f_aoxpn4buto2l4;f_p7ydz5yfmrwqg
primary	mixed-or-uncertain-quantity	Tamil	Toda	d1477	d1477	R	R	f_b5dg4u3lscbwu;f_iis4unn7rmf5s;f_zfq442x4vowey	f_hj5qs7yplth7w
primary	mixed-or-uncertain-quantity	Tamil	Toda	d3972	d3972	R	R	f_3nnyrtmktznwk;f_acbcjsskxv6um;f_r4wdhkotfmzk4;f_tgiqcwnylzyqa	f_e5ooaziifvlt4
primary	mixed-or-uncertain-quantity	Tamil	Toda	d4975	d4975	R	R	f_3o3fnnxjvlrqy;f_kmmlaeqhkutfc;f_mtfcbc6tx7nrw;f_thzz7plgydggq	f_gob6af34ratg6
primary	mixed-or-uncertain-quantity	Tamil	Tulu	d474	d474	R	R	f_4jdppn6zotnaq;f_oxwetupj6asce;f_rppvkw4p7rztq;f_snamixzafxgqq;f_vorxc7qp36k2g;f_xekoscnpf47dw	f_5ocfcgyjh7fve;f_bgaj4lyyj2qlw;f_cxsysiioirgdm;f_oe6q3ejfw2o3e;f_sqopuax454jho;f_t4yunmfy6pzri
primary	mixed-or-uncertain-quantity	Tamil	Tulu	d2149	d2149	R	R	f_blan5q55p6hfa;f_hfjdl4inp2yle;f_nuwp6l3q2vw5k;f_qepsz5qbdil3a;f_rqwdlbeci5ywa;f_ypxtg2dxcfhag	f_7wqc5cec3x7oa
primary	mixed-or-uncertain-quantity	Tamil	Tulu	d4993	d4993	R	R	f_6gasxxtuqvtac;f_7eetscskf2zgg;f_cjfehgvor77gu;f_fghbshkevmgik;f_je7e7rgu5rokw;f_jwh4nszknvp7k;f_rqjf2laf36phc;f_szb32pl43v5as	f_5a7uduljrvqou;f_ce65n7nuybygw;f_dyqog5nb45v6y;f_fcnhjtymq3lgc;f_rrcu76xqginnm;f_stxorji2ad5tg
primary	mixed-or-uncertain-quantity	Tamil	Tulu	d1619	d1619	R	R	f_7osaeico5ergq;f_eglc53tobpens;f_g2bypd7jow5qq;f_n2oyzofi3335k	f_5piv36tq7p6cq;f_auuuakgkhfoc6;f_h6v5q6vq4yb7o;f_jccmp6gfppnma;f_p4uy5q5cf46h6
primary	mixed-or-uncertain-quantity	Tamil	Tulu	d910	d910	R	R	f_m3qhadp3jq37q;f_uhwwg2z6gthbq;f_wqzlvokpxbbru;f_zhbsim4rzh3ci	f_fhj3vrixwpj54;f_gmvowudrqbfzw;f_mbb34jwxwu74o;f_ridwprk5nv6kg;f_zfu64zwl2hjea
primary	mixed-or-uncertain-quantity	Tamil	Tulu	d4411	d4411	R	R	f_6ah6klr75ydl2;f_bzwh6boul2adm;f_dij44zhsskzss;f_fapsxhe765e4m;f_np6elabfecsze;f_z3ps45x2lje2c	f_3cffkd7kvmfpg;f_5qlufij6c3zya;f_6hnzbvy4vqm2k;f_d73zctosgkdkg;f_dync2nesilotw;f_fkrou573u4wom;f_jgxtq3ijde5u4
