Partition	Input_Domain	Language_A	Language_B	Family_ID	Entry_IDs	Outcome_A	Outcome_B	Evidence_A	Evidence_B
sensitivity	all-reviewed-inputs	Malto	markodi	sensitivity:d4410	d4410	R	R	f_qedy35l6yg5e2	f_52bd5bhnbo3ec;f_tcnchq7yrmfo4;f_ye35foidf4tjc
sensitivity	all-reviewed-inputs	Malto	markodi	sensitivity:d4876;d4885	d4876;d4885	R	R	f_ujcq2hqzldyli;f_xohwfurej7yem	f_e7i7i7cso3fvc;f_xjrv7xuwcsszw
sensitivity	all-reviewed-inputs	Manda	Naiki	sensitivity:d282	d282	D	R	f_wqwmxd6ivbqwg	f_5nbgolblqrjgq;f_dq3t4iiqdycce
sensitivity	all-reviewed-inputs	Manda	Naiki	sensitivity:d442	d442	R	R	f_txpgk4ujktndg	f_dicbrstp7wfve
sensitivity	all-reviewed-inputs	Manda	Naiki	sensitivity:d705	d705	R	R	f_2lpkk4tqnlfp2	f_6k5zv5bda5d3s
sensitivity	all-reviewed-inputs	Manda	Naiki	sensitivity:d2237	d2237	R	R	f_y5jizjhouoyfy	f_3v4kwfsxv4bsc
sensitivity	all-reviewed-inputs	Manda	Naiki	sensitivity:d3982	d3982	D	R	f_orupzesq3tc5a	f_6x2e7csku3y66
sensitivity	all-reviewed-inputs	Manda	Naiki	sensitivity:d5153	d5153	R	R	f_hmk3t6n4qy3ys;f_yr3yk5mqt3ij2	f_grbhp4hg24mew
sensitivity	all-reviewed-inputs	Manda	Naiki	sensitivity:d3986	d3986	R	R	f_43wtfthohwh72	f_2nnlbre3xesh6
sensitivity	all-reviewed-inputs	Manda	Naiki	sensitivity:d868	d868	R	R	f_q3stzj3nsisde	f_fggonkdugma54
sensitivity	all-reviewed-inputs	Manda	Naiki	sensitivity:d4449	d4449	R	R	f_hwgafaqsu443m	f_mxvdnwmtomb7m
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d282	d282	D	R	f_wqwmxd6ivbqwg	f_i3kvzhz2zm5na
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d305	d305	D	R	f_fvqzjc6bqrcby	f_4xenpkyqxspiq
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d442	d442	R	R	f_txpgk4ujktndg	f_rrrfe525dt5aq
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d474	d474	D	R	f_aa5l6x62psmoo;f_b5gghf4cz26gg;f_wwv6yutn5buko	f_3w4rign3e6lc4;f_6vkvokeg5nmde;f_akoqrejsmneky;f_d7m5tmfvjbsyy;f_munkzha3escdo;f_nlnrly47mdwn4;f_oex45gd7afxey;f_vrfhh66g5z4xo
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d494	d494	R	R	f_bo3r2dgjjqzxw	f_rgsu75v6moeoi
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d688	d688	D	R	f_gbl7nj253rvuu	f_wxuui376l4tou
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d2149	d2149	mixed	R	f_j2b3mp3vzu3rm;f_ujjsezqwvr6rs	f_cwgnwsrtc6du4;f_kh6hgeiht6t6w;f_puootj3fcm67q
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d2146	d2146	D	R	f_mruls34ypf4my	f_bvht2bqj7xyxm
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d3246	d3246	D	R	f_rakjaghf2if7k	f_hftup3okbpyri;f_zwlzmekwdx5ny
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d2628	d2628	D	R	f_nk2bcr6cfebym	f_2jgxb5nlzljqu
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d3754	d3754	D	R	f_tbcabluqbv63g	f_zihnoj74pz4ee
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d5153	d5153	R	R	f_hmk3t6n4qy3ys;f_yr3yk5mqt3ij2	f_gqz62whirnkug
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d3986	d3986	R	R	f_43wtfthohwh72	f_63byt3n5cofla
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d868	d868	R	R	f_q3stzj3nsisde	f_mmqavx5wmgnl6
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d4449	d4449	R	R	f_hwgafaqsu443m	f_ygtratwdlujs2
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d3305;d3339	d3305;d3339	R	R	f_giy227uqt2cau	f_njpd3hrwfaunq
sensitivity	all-reviewed-inputs	Manda	Naikri	sensitivity:d3411	d3411	R	R	f_yzwd336snwuem	f_cyhbd4q2zfv4g
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d282	d282	D	R	f_wqwmxd6ivbqwg	f_fq6rsdsfasurm;f_zqhyexjf5qxqe
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d305	d305	D	R	f_fvqzjc6bqrcby	f_5eflnbndol4ce
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d442	d442	R	R	f_txpgk4ujktndg	f_4xrayz62bk7ji
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d474	d474	D	R	f_aa5l6x62psmoo;f_b5gghf4cz26gg;f_wwv6yutn5buko	f_3xd474yyxdmoy;f_d3hrlwqjanqya;f_gwoac5awufmli;f_mxpdpxhyld2au;f_nyulryitzqlzw
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d494	d494	R	R	f_bo3r2dgjjqzxw	f_6cxjjti45b7tq
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d656;d661	d656;d661	D	R	f_yfqieebbxr3mu	f_f6lmn6knr67oa;f_zpr6q7erogwx2
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d686;d689	d686;d689	D	R	f_4wwcqtgp2p4iw	f_ibx4vsd7hpxci;f_tikkn4xwwcb5q
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d688	d688	D	R	f_gbl7nj253rvuu	f_e2ny5ly25praw;f_oz62tr6bjog5u
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d705	d705	R	R	f_2lpkk4tqnlfp2	f_atn4in6mak6xg
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d2149	d2149	mixed	R	f_j2b3mp3vzu3rm;f_ujjsezqwvr6rs	f_3iaiquzg3newi;f_3tubccqwbqmna;f_5nlf5quplr62u;f_xsy3nipikkegs
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d4711	d4711	R	R	f_ugq7sjvanw53c	f_vih6xhp3wbrdm
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d1818	d1818	D	R	f_wdjwehijhomvq	f_fv7ke4ff3ijts
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d2146	d2146	D	R	f_mruls34ypf4my	f_cycen5e57aks6;f_fw2tsqpyn4372;f_lc63liamvk2zi
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d3246	d3246	D	R	f_rakjaghf2if7k	f_r7p3ajhqwzcnk
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d2237	d2237	R	R	f_y5jizjhouoyfy	f_v2uhqazbserne
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d2628	d2628	D	R	f_nk2bcr6cfebym	f_4xyxa4lvzhiia
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d4194	d4194	D	R	f_75oisvhc2wdi4	f_264kycwajohvk;f_l2o5xunloihoa;f_tvsksr5cvbqws;f_u3b673hnmuuyu
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d3754	d3754	D	R	f_tbcabluqbv63g	f_vtuaowdnxaaty
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d3949;d4536	d3949;d4536	D	R	f_ukhoc2cgzlvqe	f_77tgs7brue2tq
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d3982	d3982	D	R	f_orupzesq3tc5a	f_ubrbwv5ctys6u
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d5411	d5411	R	R	f_3qihyr2eztt2a	f_e2hq54fgenaf4;f_vqxqmcn24ockq
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d5159	d5159	R	R	f_4qoqvrr56o5ps;f_vl3lsfvvcspbq	f_6sgf4gsm7xzsk
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d5153	d5153	R	R	f_hmk3t6n4qy3ys;f_yr3yk5mqt3ij2	f_d42cse6bt4oxs
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d706	d706	R	R	f_r6n6wi6mht6pm	f_k4ec6z4w57qv6
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d3986	d3986	R	R	f_43wtfthohwh72	f_iv7stqgjqewl2;f_wn6levpyu36i2;f_wp34yu7thabu6
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d1479	d1479	R	R	f_vlmuziw6t6yi4	f_bosikdaula5rm
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d4039	d4039	R	R	f_gx4jbuq3rheza	f_hq2q3xir3ovhs;f_mw6qsgl4bkaiy
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d837	d837	D	R	f_jcuoiminw5peu	f_cwtn6zzjurrsg
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d4876;d4885	d4876;d4885	R	R	f_aopeerh7l7rxc	f_x4zifkhvrhxja;f_z5gvzlkb3bjv4
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d868	d868	R	R	f_q3stzj3nsisde	f_a7epf7ldqw2kc
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d4449	d4449	R	R	f_hwgafaqsu443m	f_glfjkaiaiqdaw
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d1767;d1826	d1767;d1826	D	R	f_7q3ykju4a562o;f_jgvmn6faydkxa;f_lek2xunotidcy	f_5k6sjesfjpnha
sensitivity	all-reviewed-inputs	Manda	Parji	sensitivity:d3305;d3339	d3305;d3339	R	R	f_giy227uqt2cau	f_hff4ljw72bq3k
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d78	d78	R	R	f_sj4dimtzmtowu	f_t3ebrrb75lky6
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d282	d282	D	mixed	f_wqwmxd6ivbqwg	f_4zc6skqtlpb42;f_7oqe6b2avjchw;f_sjwr74iuk6bva;f_yhkyhhqqsu4fs
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d442	d442	R	R	f_txpgk4ujktndg	f_4tl6rayffq456;f_exxipsrxcrr5e
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d474	d474	D	D	f_aa5l6x62psmoo;f_b5gghf4cz26gg;f_wwv6yutn5buko	f_el5ulz7maokwq;f_hhykoabjaubsa;f_pdzvclpjn7zzm;f_z246meby657z2
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d494	d494	R	R	f_bo3r2dgjjqzxw	f_ayhnkba4sankw
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d587;d593	d587;d593	R	R	f_y2t4quqpacwsc	f_7xwwafo6xjcyk
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d656;d661	d656;d661	D	D	f_yfqieebbxr3mu	f_75nhqix7tuhuk;f_vqdc5sbr6zdl2
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d686;d689	d686;d689	D	D	f_4wwcqtgp2p4iw	f_7ecn7emlrub4k;f_aul6lex3paddu;f_bkl4nllcw2kvo;f_mw6hee2bpmamm;f_siglok7nkreds
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d688	d688	D	D	f_gbl7nj253rvuu	f_ixih4zctdptes
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d705	d705	R	R	f_2lpkk4tqnlfp2	f_6mr653uxgf3he
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d2149	d2149	mixed	mixed	f_j2b3mp3vzu3rm;f_ujjsezqwvr6rs	f_b77peefbao254;f_tt6m7shhc42ms
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d4711	d4711	R	R	f_ugq7sjvanw53c	f_kwtz3jwgmhqmk
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d1959	d1959	D	D	f_hiimwbtayvnp4	f_jvtm6s2odyhwu
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d1818	d1818	D	D	f_wdjwehijhomvq	f_2wcx67yyqnyz6
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d3259	d3259	D	D	f_6u25r2krxcfnu	f_t5c5t2oouvypg
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d4760	d4760	D	D	f_nxtsv4rj3fxac;f_pkk5qzj7hdy5s	f_6kfeztthu3224;f_ee4pknchhwesg;f_ojf5vejm3klsu
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d2146	d2146	D	mixed	f_mruls34ypf4my	f_5tmfmg4ml56uu;f_b6cebko5v5ppa
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d2237	d2237	R	R	f_y5jizjhouoyfy	f_5b4fwg2ylhbts
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d2359	d2359	D	D	f_mp6gqbuxfqyzo	f_eqj3yqwoylivc
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d2628	d2628	D	D	f_nk2bcr6cfebym	f_b4c3upvsu4mpc
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d4194	d4194	D	D	f_75oisvhc2wdi4	f_4f2opgltdcwgo;f_kjq7vmglr3lk2
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d3754	d3754	D	D	f_tbcabluqbv63g	f_6udh3denuukjg
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d3949;d4536	d3949;d4536	D	D	f_ukhoc2cgzlvqe	f_m2wyl73m6ucce
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d3982	d3982	D	D	f_orupzesq3tc5a	f_bdwuatbhl7uo2
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d4418	d4418	D	D	f_eate72sc2mnmc	f_m2jcdhju5wwa2
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d5411	d5411	R	R	f_3qihyr2eztt2a	f_q67br233ccmg6;f_qhvokol35qqnq
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d5159	d5159	R	R	f_4qoqvrr56o5ps;f_vl3lsfvvcspbq	f_6vlxvgk5kc3za;f_kwulyfuzlbqa2;f_ltavfufeqvdik;f_rvbt3wm3oq472;f_w4vlutovafzls
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d5153	d5153	R	R	f_hmk3t6n4qy3ys;f_yr3yk5mqt3ij2	f_2dkjwijdscvza;f_gswdbdws2e3jm
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d706	d706	R	R	f_r6n6wi6mht6pm	f_6dzykdcxqrk4y
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d1479	d1479	R	R	f_vlmuziw6t6yi4	f_kzh22rnch455c
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d1906	d1906	R	R	f_onj6v7ws45dja	f_26stpglt3aeay
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d4039	d4039	R	R	f_gx4jbuq3rheza	f_omdjovmvlhwny
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d800	d800	D	D	f_qbisathrak544	f_n7prvyoqobapq;f_nkfwlexrwzgi4
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d837	d837	D	D	f_jcuoiminw5peu	f_5p6wn5y2rq2pa
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d1;d410	d1;d410	R	R	f_cvqnqrx67gons;f_h3heyyxmnyo5s;f_lg7ozapg4ljwo;f_wjdjvyfn3gqno	f_3i5i22zxeaitg;f_4oyq6fqvb5ozm;f_4yyfwttz37o3c;f_7rx6aqortzzna;f_b2a56ewuqh4c2;f_b7gfqdf7qahbo;f_cjja7cidy5ffq;f_cw52ydwjakut2;f_duohxlfz3wqlw;f_gckb7jxuavlk4;f_gt4n7uwhv5efo;f_lmsoq6g2xk5eq;f_lxijrhc7ir446;f_m7a4ev2y5udoi;f_mlsled4jghcju;f_ocbm5sf5zqe5q;f_qc42ifdgrmgok;f_qmxrwijvz5q72;f_xvfeu7c7wv7ou
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d4876;d4885	d4876;d4885	R	R	f_aopeerh7l7rxc	f_kbuoipv3ro5gu
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d4855	d4855	R	R	f_2cc73cchyfces	f_ogojb4bysfkr4
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d3402	d3402	R	R	f_wamkiouopa6ya	f_knblc2d2fv7ro
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d868	d868	R	R	f_q3stzj3nsisde	f_pejfhirb4kvbq
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d4449	d4449	R	R	f_hwgafaqsu443m	f_kwbd2cbt2i4ve
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d1079	d1079	R	R	f_5i3fgvjaw2ryk;f_wv34ysstwtb3m	f_dh3te37yrt2fe;f_sq7y4vyyrcy2m
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d5124	d5124	D	D	f_3wb6sdwkyyj5s	f_vuvmnyvwoz2ri
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d1853	d1853	R	R	f_avwmcx7qbtg6a	f_qjgqmsthgtehy
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d3122	d3122	mixed	D	f_7grbabu4crlno;f_anayqalie3bvu;f_s3pb2kumymcxi	f_7fneasyubzjjq;f_i3syjb4rrknje;f_jebx33kvthate;f_mdx3kxuul2ez6
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d3305;d3339	d3305;d3339	R	R	f_giy227uqt2cau	f_xbgbsgzclphuy
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d3437	d3437	D	D	f_3temkydhbrr74	f_t4jcvdml33uea
sensitivity	all-reviewed-inputs	Manda	Pengo	sensitivity:d3999	d3999	D	D	f_7pg6xys5nfl32;f_pj7a23v2w5yew	f_dpw24h5y7vj2w
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d78	d78	R	R	f_sj4dimtzmtowu	f_esldkqabmijng;f_rzk2hws6shs5o
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d282	d282	D	R	f_wqwmxd6ivbqwg	f_ch6ry7tfshpe4;f_fuysc6ft2jmwo;f_wegxopsag57a6
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d442	d442	R	R	f_txpgk4ujktndg	f_lszm52h7aecxk;f_tnsfbtbqvax4g
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d474	d474	D	R	f_aa5l6x62psmoo;f_b5gghf4cz26gg;f_wwv6yutn5buko	f_4jdppn6zotnaq;f_oxwetupj6asce;f_rppvkw4p7rztq;f_snamixzafxgqq;f_vorxc7qp36k2g;f_xekoscnpf47dw
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d494	d494	R	R	f_bo3r2dgjjqzxw	f_bq7svemngouwi;f_s27wpr2v3z7hy;f_yh2vaprsa6gsg;f_ynp35nphrhyt2
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d587;d593	d587;d593	R	R	f_y2t4quqpacwsc	f_27w3ljxnqiozw;f_55ycf3k76crri;f_62aro6ghppduq;f_ccp6ogyacyssk;f_dgrznlfo6qdt4;f_h7pj4q52yy6no;f_peis46yjoccsg;f_tieuy2pt7vbag
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d656;d661	d656;d661	D	R	f_yfqieebbxr3mu	f_6z44pn3adg2ry;f_7a6juzz7q6upe;f_erskhswan6xj6;f_kwwvwz2ye7ydq;f_taobinmdfefei;f_vxw4xcqmjds7a
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d686;d689	d686;d689	D	R	f_4wwcqtgp2p4iw	f_557oqxotidzrm;f_sdvyhkecmfgai
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d688	d688	D	R	f_gbl7nj253rvuu	f_dgmlv6v4wwu5a;f_onv7unuf53mw2;f_q2dmnjta5kicy;f_wakivfyhf7cwg;f_wpkvljwlgkhk6
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d705	d705	R	R	f_2lpkk4tqnlfp2	f_qw7in2e2onb2s
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d2149	d2149	mixed	R	f_j2b3mp3vzu3rm;f_ujjsezqwvr6rs	f_blan5q55p6hfa;f_hfjdl4inp2yle;f_nuwp6l3q2vw5k;f_qepsz5qbdil3a;f_rqwdlbeci5ywa;f_ypxtg2dxcfhag
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d4711	d4711	R	R	f_ugq7sjvanw53c	f_oqtxjezdxm3ve
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d1818	d1818	D	R	f_wdjwehijhomvq	f_2zjrzynyfdoim;f_6ta6vuhdk3vwk;f_ankevzda7rqqo;f_ay6zuxxca4dl4;f_ub5ud64mvvfvk;f_x7ksm2ahd3o7u
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d3259	d3259	D	R	f_6u25r2krxcfnu	f_hh3bj4md7md36;f_oay626xmw4hg4;f_pnrvsaekhdonc;f_q4b5jviw5mjj6
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d4760	d4760	D	R	f_nxtsv4rj3fxac;f_pkk5qzj7hdy5s	f_2gpfdlpkjruc2;f_6yfigs3n2p54a;f_dbewn7rv7p5is;f_fylj5emk46tde;f_pgmx3rdtctybi;f_w6eams4yz5b3y
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d2146	d2146	D	R	f_mruls34ypf4my	f_cbwe3l2jhbry6;f_grglqk57xxw5q;f_ibiqomg6a3tms;f_y2rufw6ett2ku
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d3246	d3246	D	R	f_rakjaghf2if7k	f_3ztffqdmhw4g6;f_aehg5bnjbqqam;f_b7r65txlqvrok;f_by5razchuont2;f_dttcoupkul6hu;f_eekeqtrebl7a4;f_haj5jmmswhwt6;f_mjwef4jpfg5go;f_n6x4mvumwzk7g;f_nllb3nymxlqjs;f_ok5fv5qcsa2ik;f_weims46nn4zto
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d2237	d2237	R	R	f_y5jizjhouoyfy	f_eh3eqrkrojpvc
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d2359	d2359	D	R	f_mp6gqbuxfqyzo	f_5meecvwqrmems;f_6hecjo7j64dc2;f_7xw5y7lhkbzwo;f_necubgw6mihzi
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d4194	d4194	D	R	f_75oisvhc2wdi4	f_4awdmyi5tsepu;f_aeoatykn3eegg;f_bh7jrjjs4lof2;f_eisopo3bmdjvo;f_j5v2wxbjrm2mg;f_plxsmcq6ogcsa;f_xsz665hnnji46
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d3754	d3754	D	R	f_tbcabluqbv63g	f_7e6icu4hrvohc;f_ziejvc35dgyjy
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d3949;d4536	d3949;d4536	D	R	f_ukhoc2cgzlvqe	f_35gdlngrrza4y;f_6bl32dioncgym;f_d3kjint5vb4qa;f_ekc3czb7razbg;f_gsz5ny4bv4mc2;f_hzb7qljtzzm2o;f_kfeo7lpklhvca;f_mnohyr6dt3g7o;f_picetfd3go7em;f_sbkvkguhil3j6;f_sl54sdzcnwue2;f_tpppajvtlhztu;f_yuzom3inqna3u
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d3982	d3982	D	R	f_orupzesq3tc5a	f_3it2euhklmyha;f_hozi3wzqrvw4c;f_mufffevdjl7aw;f_yxvbiiazpp5w6
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d5411	d5411	R	R	f_3qihyr2eztt2a	f_2oonrt6q37p2s;f_hjrhtq3kpsicq;f_rru4zg2jqx6c6;f_rugxuoglmigvu;f_s477glsi7uk2m
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d5159	d5159	R	R	f_4qoqvrr56o5ps;f_vl3lsfvvcspbq	f_ec77cd45qkbdo;f_wnaq5supeo57w
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d5153	d5153	R	R	f_hmk3t6n4qy3ys;f_yr3yk5mqt3ij2	f_c3xgah5oo62w6;f_iqffg6k2b4jw6;f_or36h3u3xiz3y;f_tqcn7qcqcmxoy;f_uflrg6t3n3toe
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d3986	d3986	R	R	f_43wtfthohwh72	f_3y3cb7enxxang;f_lfhh7kdey5wro;f_naohnijekzd4o;f_v7lv3vhm4dx72;f_vplpwqphleuz2
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d1479	d1479	R	R	f_vlmuziw6t6yi4	f_iyyoma5czqi6i;f_u5cnsvpmcpfcm;f_w26fq4axj753g
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d1906	d1906	R	R	f_onj6v7ws45dja	f_gtnc23uzyz77y;f_t6jt3l5fyqs6y
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d4039	d4039	R	R	f_gx4jbuq3rheza	f_rdli7qnplgvso;f_z2ikmnxjevwly
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d851	d851	D	R	f_nrtu3rlppkqa4	f_2r5y7qq7ta3wc;f_56vzcwmubz5ko;f_6i7shsoq7eybg;f_6rs62dfkgmz64;f_7a6fhvigouuta;f_a5koqlhu6avzs;f_akrlbpxyttzgw;f_azqfbqky6qurm;f_e3e7qp5akkavq;f_glfsgfqxfr462;f_hoymhxbedzs5q;f_iaxnvtyxceb22;f_kz4mamnnzzw4k;f_mz6ad6ugf2jcc;f_p4373c7nzclvg;f_qjm5px27ld2iw;f_r4klhcu6oxy5g;f_tdnbcgceqijl2;f_wwwtdylwfrzku
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d1;d410	d1;d410	R	R	f_cvqnqrx67gons;f_h3heyyxmnyo5s;f_lg7ozapg4ljwo;f_wjdjvyfn3gqno	f_5lut3xprjzv2k;f_7aqbycskxvlus;f_bdats44uhnsps;f_cjds4uoas7u42;f_d5ah36bal4oxy;f_iltycbeob2uhy;f_mjmogij3j5hew;f_sqlh3gbu5rqpe;f_xtv23srg7wvjw;f_xulrtvek5c7em
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d4876;d4885	d4876;d4885	R	R	f_aopeerh7l7rxc	f_3gzf6ubvv4qvq;f_e3xbdzwbwr3nw;f_fitbw565gh4as;f_hanpoldj244fi;f_hduu3sicjtnlo;f_xcly27c5u5vuo;f_xe5wxn6c5qbcq;f_yyxrrsdnvynge
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d3402	d3402	R	R	f_wamkiouopa6ya	f_za72q2nszfwby
sensitivity	all-reviewed-inputs	Manda	Tamil	sensitivity:d868	d868	R	R	f_q3stzj3nsisde	f_sqr423ed22pwc;f_tlflycq7g72f6;f_xi7v336iyod3w
