ID,Language_ID,Form,Gloss,Tags,entry_family_id
7933,Indo-Aryan,párdatē,farts,,7933
7934,Indo-Aryan,párpaṭa,thin cake of rice or pease-meal,lex,7934
7934-2,Indo-Aryan,*pʰarpaṭa,,,7934
7936,Indo-Aryan,paryantá,circuit,m TBr Early-Vedic,7936
7936-2,Indo-Aryan,*pariyanta,,,7936
7937,Indo-Aryan,paryaya,"revolution, turn",m MBh Epic,7937
7937-2,Indo-Aryan,*palyaya,,,7937
7938,Indo-Aryan,paryasta,thrown about; overturned,MBh Bhartr̥ Epic Classical,7938
7938-2,Indo-Aryan,*pariyasta,,,7938
7942,Indo-Aryan,paryāpta,"finished, adequate",,7942
7942-2,Indo-Aryan,*pariyāpta,,,7942
7945,Indo-Aryan,párvata,"rock, mountain",RV Early-Vedic,7945
7945-2,Indo-Aryan,*parvatall-,"rock, mountain",ext:ll,7945-2
7947,Indo-Aryan,párvan,"knot, joint",n RV Early-Vedic,7947
7948,Indo-Aryan,párśu,rib,AV Early-Vedic,7948
7948-2,Indo-Aryan,pārśukā,,f,7948
7948-3,Indo-Aryan,*parsula-,rib,ext:la,7948-3
795,Indo-Aryan,avabandʰati,"ties on, fixes on",Kauś Early-Vedic,795
795-2,Indo-Aryan,avabaddʰa,,MBh Epic,795
7950,Indo-Aryan,*parśupāṭaka,expanse of the ribs,,7950
7952,Indo-Aryan,pala,a partic. weight; a fluid measure; a measure of time,Mn Nir Gaṇit Epic Early-Vedic,7952
7954,Indo-Aryan,palāṇḍú,onion,m Mn Epic,7954
7955,Indo-Aryan,pálāyatē,flees,TS Early-Vedic,7955
7955-2,Indo-Aryan,*palāpayati,,,7955
7956,Indo-Aryan,palāyana,flight,n MBh Epic,7956
7958,Indo-Aryan,pálāla,"stalk, straw; millet straw",n Mn Suśr Epic Classical,7958
796,Indo-Aryan,ávabādʰatē,keeps off; *presses down,RV Early-Vedic,796
7960,Indo-Aryan,palāśá,"leaf, foliage; Butea frondosa",n ŚBr Early-Vedic,7960
7962,Indo-Aryan,palitá,"grey, hoary, old; old age",RV AV Early-Vedic,7962
7963,Indo-Aryan,palya,sack for corn,n KātyŚr Early-Vedic,7963
7964,Indo-Aryan,palyaŋka,bed; sitting cross-legged,m Pāṇ lex Epic,7964
7964-2,Indo-Aryan,*paliyaŋka,,,7964
7965,Indo-Aryan,pályayatē,goes round,ŚBr Early-Vedic,7965
7966,Indo-Aryan,palyāṇa,saddle,n,7966
7966-2,Indo-Aryan,palyāṇayati,saddles,,7966
7967,Indo-Aryan,*palla,cloth,,7967
7968,Indo-Aryan,*pallaṭṭ,"turn, overturn",,7968
7969,Indo-Aryan,pallava,"sprout, twig, blossom",MBh Epic,7969
797,Indo-Aryan,ávabʰaratē,sinks into,,797
7970,Indo-Aryan,pallava,strip of cloth,Kād Medieval,7970
7971,Indo-Aryan,pallavayati,puts forth young shoots,Gīt Medieval,7971
7974,Indo-Aryan,*palva,grey,,7974
7976,Indo-Aryan,palvalá,"pool, pond",n MBh Epic,7976
7977,Indo-Aryan,pávana,"sieve, strainer",AV Early-Vedic,7977
7978,Indo-Aryan,pavana,wind,MBh Epic,7978
798,Indo-Aryan,avabʰāsa,lustre,m Suśr Classical,798
7982,Indo-Aryan,paví,fire,m lex,7982
7984,Indo-Aryan,paśú,domestic or sacrificial animal; goat,m,7984
7985,Indo-Aryan,paśutā,condition of being a sacrificial animal,f Mn Epic,7985
7987,Indo-Aryan,paśupāla,herdsman,m MBh Epic,7987
7988,Indo-Aryan,paśurūpá,anything representing a sacrificial animal,n ŚBr Early-Vedic,7988
7989,Indo-Aryan,*paśuvant,rich in cattle,,7989
7990,Indo-Aryan,*paśca,hinder part,,7990
7991,Indo-Aryan,*paścapaṭa,cloth worn behind,,7991
7994,Indo-Aryan,*paścapāṭa,hindquarter,,7994
7997,Indo-Aryan,*paścamūrdʰan,having the head to the back,,7997
7999,Indo-Aryan,paścā́t,"from behind, behind",RV Early-Vedic,7999
8000,Indo-Aryan,paścā́tāt,from behind,RV Early-Vedic,8000
8001,Indo-Aryan,paścāttara,"following after, later",,8001
8005,Indo-Aryan,*paścābʰukta,back portion,,8005
8006,Indo-Aryan,paścārdʰá,western side; hinder part,m ŚBr Early-Vedic,8006
8007,Indo-Aryan,paścimá,"later, hinder, western",Mn Epic,8007
8009,Indo-Aryan,paścimā,the west,f Mn Epic,8009
8010,Indo-Aryan,*paścōttāpa,repentance,,8010
8012,Indo-Aryan,páśyati,sees,RV Early-Vedic,8012
8015,Indo-Aryan,*paṣṭʰa,young animal,,8015
8015-2,Indo-Aryan,*pāṣṭʰa,,,8015
8015-3,Indo-Aryan,*paṣṭʰakk-,young animal,ext:kk,8015-3
8016,Indo-Aryan,*paṣṭʰarūpa,young animal,,8016
8017,Indo-Aryan,pastíya,dwelling,,8017
8018,Indo-Aryan,*pahuñca,"forearm, wrist",,8018
8019,Indo-Aryan,pāṁśu,"crumbling soil, dust, sand; dung, manure",MBh Epic,8019
8025,Indo-Aryan,pākṣa,,adj,8025
8028,Indo-Aryan,pācáyati,causes to be cooked,ŚBr Early-Vedic,8028
8029,Indo-Aryan,pā́ñcāla,of the Pañcālas,MBh Epic,8029
803,Indo-Aryan,avamukta,loosened,,803
803-2,Indo-Aryan,*avamukna,,,803
8030,Indo-Aryan,pāṭa,"breadth, expanse",m lex,8030
8032,Indo-Aryan,pāṭáyati,"splits; opens, plucks out, removes",MBh Yājñ Epic Classical,8032
8032-2,Indo-Aryan,pāṭyatē,,Suśr Classical,8032
8033,Indo-Aryan,pāṭala,"pale red, pink",Kauś Early-Vedic,8033
8034,Indo-Aryan,pāṭali,Bignonia or Stereospermum suaveolens,,8034
804,Indo-Aryan,avamūrdʰa,head-down,Pāṇ Epic,804
8041,Indo-Aryan,*pāḍi,"row, line, turn",,8041
8042,Indo-Aryan,*pāḍḍa,young of buffalo or goat,,8042
8042-2,Indo-Aryan,*pēḍḍa,,,8042
8045,Indo-Aryan,pāṇí,hand,m RV Early-Vedic,8045
8046,Indo-Aryan,*pāṇikā,spoon,,8046
8047,Indo-Aryan,pā́ṇḍara,"whitish-yellow, yellow, pale, white",ŚBr Early-Vedic,8047
8047-2,Indo-Aryan,pāṇḍurá,,R Epic,8047
805,Indo-Aryan,ávara,"lower, hinder, nearer",RV Early-Vedic,805
8051,Indo-Aryan,pāṇḍú,"white, yellowish, pale",ŚBr Early-Vedic,8051
8051-2,Indo-Aryan,*paṇḍra,,,8051
8051-3,Indo-Aryan,*paḍḍa,,,8051
8053,Indo-Aryan,pātáyati,"throws; pours out, destroys",AV MBh Early-Vedic Epic,8053
8055,Indo-Aryan,pā́tra,"drinking vessel, dish",n RV Early-Vedic,8055
8056,Indo-Aryan,pā́da,foot; foot or leg of inanimate object,m RV AV Early-Vedic,8056
8058,Indo-Aryan,*pādaḍa,footing (?),,8058
8060,Indo-Aryan,pādatrāṇa,shoe,n Suśr Classical,8060
8065,Indo-Aryan,pādáyati,causes to fall,AV Early-Vedic,8065
8066,Indo-Aryan,*pādala,appertaining to feet,,8066
8068,Indo-Aryan,*pādavartman,footpath,,8068
8069,Indo-Aryan,*pādastʰala,plain at foot of mountain,,8069
807,Indo-Aryan,avarati,ceasing,f,807
8071,Indo-Aryan,*pādākāra,having the shape of the foot,,8071
8072,Indo-Aryan,pādānta,extremity of the feet,m MW,8072
8073,Indo-Aryan,pādāntara,interval of one step,n,8073
8074,Indo-Aryan,pādiká,worth a quarter,Pāṇ Epic,8074
8075,Indo-Aryan,pādú,foot (?),m RV Early-Vedic,8075
8075-2,Indo-Aryan,*pāduḍ-,foot (?),ext:ḍ,8075-2
8076,Indo-Aryan,pā́dukā,"shoe, slipper",f MBh Epic,8076
808,Indo-Aryan,*avaratya,sleep,,808
8081,Indo-Aryan,pā́na,drinking; a drink,n RV ŚBr Early-Vedic,8081
8082,Indo-Aryan,pānī́ya,water,MBh Epic,8082
8095,Indo-Aryan,pāmán,"skin-disease, scab",m AV Early-Vedic,8095
8096,Indo-Aryan,pāmará,"affected with skin disease; wicked, base",lex Hit Medieval,8096
8100,Indo-Aryan,pārá,"bringing across; further bank, furthest end",RV Early-Vedic,8100
8102,Indo-Aryan,pārakya,"belonging to another, alien",Mn Epic,8102
8106,Indo-Aryan,pāyáyati,"brings over, rescues, brings to an end; is a match for; is capable of",RV Mn Kāv Early-Vedic Epic Classical,8106
8107,Indo-Aryan,pāráyati,fills,Dhātup Epic,8107
8109,Indo-Aryan,pā́rāvata,"turtle-dove, pigeon",m VS Early-Vedic,8109
811,Indo-Aryan,*avarampati,"cuts, scrapes off",,811
8113,Indo-Aryan,*pārima,belonging to the further bank,,8113
8116,Indo-Aryan,*pārīkṣya,examination,,8116
8118,Indo-Aryan,pārśvá,"region of the ribs, side; nearness",n RV MBh Early-Vedic Epic,8118
8118-2,Indo-Aryan,pārśvatás,sideways,ŚBr Early-Vedic,8118
812,Indo-Aryan,avarā,the near side,,812
8121,Indo-Aryan,pārśvalá,relating to the side,Pāṇ Epic,8121
8124,Indo-Aryan,pā́rṣṇi,heel,f RV Early-Vedic,8124
8125,Indo-Aryan,pālá,protector; herdsman,m R Mn Epic,8125
8126,Indo-Aryan,pālakyā,Beta bengalensis,f Car Epic,8126
8126-2,Indo-Aryan,pālaŋkī,,f,8126
8128,Indo-Aryan,pālana,"protecting, nourishing; milk of a recently calved cow",n Mn lex Epic,8128
8129,Indo-Aryan,pāláyati,"guards, protects",AV Early-Vedic,8129
813,Indo-Aryan,avarā,the afterbirth,PārGr̥ Early-Vedic,813
8130,Indo-Aryan,pā́lāśa,green,VarBr̥S Classical,8130
8131,Indo-Aryan,pāli,food prescribed for a student,lex,8131
8132,Indo-Aryan,pāśa,"die, dice",MBh Epic,8132
8133,Indo-Aryan,pā́śa,"noose, snare, cord, fetter",RV Early-Vedic,8133
8134,Indo-Aryan,*pāśayati,shows,,8134
8135,Indo-Aryan,pāśáyati,"fastens, binds",Dhātup Epic,8135
8135-2,Indo-Aryan,*pāśyatē,,,8135
8138,Indo-Aryan,pāṣāṇá,stone,ṢaḍvBr Early-Vedic,8138
8138-2,Indo-Aryan,pāṣāṇī,small stone used as a weight,f lex,8138
8139,Indo-Aryan,pāṣi,dry cowdung,BHSk,8139
8139-2,Indo-Aryan,*parṣi,,,8139
814,Indo-Aryan,*avarīyatē,flows down,,814
814-2,Indo-Aryan,*avarīṇa,,,814
814-3,Indo-Aryan,*avarē- payati,,,814
8140,Indo-Aryan,pāṣī́,"stone, rock",,8140
8141,Indo-Aryan,*pāhāḍa,"rock, hill",,8141
8142,Indo-Aryan,piṁṣáti,grinds,AV RV Early-Vedic,8142
8143,Indo-Aryan,*pikāla,day,,8143
8144,Indo-Aryan,*pikkā,saliva,,8144
8145,Indo-Aryan,*pikṣōṭayati,throws on,,8145
8146,Indo-Aryan,*pikṣōbʰayati,sets in motion,,8146
8151,Indo-Aryan,piccʰa,tail-feather,n MBh Epic,8151
8151-2,Indo-Aryan,*piñja-,,,8151
8152,Indo-Aryan,piccʰala,"slimy, slippery",MBh Epic,8152
8154,Indo-Aryan,piccʰā,scum of boiled rice; slimy saliva; gum of Bombax heptaphyllum,f Pāṇ Car lex Epic,8154
8155,Indo-Aryan,*piccʰākāra,tail-feather-shaped,,8155
8156,Indo-Aryan,piccʰilá,"slimy, slippery",Pāṇ Epic,8156
8156-2,Indo-Aryan,*piccʰilikā,name of a plant,lex,8156
8157,Indo-Aryan,*pijānāti,knows,,8157
8164,Indo-Aryan,piṭaka,"basket, box",Mn Epic,8164
8164-2,Indo-Aryan,pēṭa,"basket, bag",m,8164
8164-3,Indo-Aryan,*pēṭṭa,,,8164
8164-4,Indo-Aryan,*pēṭṭāra,,,8164
8164-5,Indo-Aryan,*pōtta,,,8164
8164-6,Indo-Aryan,*pōttʰa,,,8164
8165,Indo-Aryan,piṭṭayati,stamps into a solid mass,KātyŚr Early-Vedic,8165
8165-2,Indo-Aryan,piṭṭita,pressed flat,lex,8165
8165-3,Indo-Aryan,*piṭṭyatē,is struck,,8165
8165-4,Indo-Aryan,*piṭṭayayati,stamps into a solid mass,caus,8165-4
8167,Indo-Aryan,piḍaka,"small boil, pimple",m,8167
8168,Indo-Aryan,píṇḍa,"lump, clod, piece; mouthful, ball of rice &amp;c.; calf of leg",m RV Gr̥Śr Mālatīm Early-Vedic Classical,8168
8170,Indo-Aryan,piṇḍáyati,collects,,8170
8171,Indo-Aryan,*piṇḍara,round like a lump,,8171
8172,Indo-Aryan,piṇḍāra,"cowherd, buffalo-herd, beggar",m lex,8172
8173,Indo-Aryan,piṇḍālu,"a species of Cocculus, Dioscorea globosa",m lex,8173
8177,Indo-Aryan,pituḣṣvasr̩,father's sister,f Pāṇ Epic,8177
8179,Indo-Aryan,pitŕ̩,father,RV Early-Vedic,8179
818,Indo-Aryan,avarṇa,having no outward appearance; colourless,ŚvetUp MBh Epic,818
8181,Indo-Aryan,pittá,bile,n AV Early-Vedic,8181
8182,Indo-Aryan,*pittaka,relating to bile,,8182
8184,Indo-Aryan,pittala,brass,lex,8184
8185,Indo-Aryan,*pittalagandʰa,smell of brass,,8185
8187,Indo-Aryan,*pitrantara,another father,,8187
8188,Indo-Aryan,pítriya,paternal; eldest brother who takes place of father,lex,8188
8188-2,Indo-Aryan,pítrya,,RV Early-Vedic,8188
819,Indo-Aryan,*avala,contrary,,819
819-2,Indo-Aryan,*avalla,,,819
8194,Indo-Aryan,pidadʰāti,closes,Mn Epic,8194
8194-2,Indo-Aryan,pidʰāpayati,causes to shut,BhP Medieval,8194
8194-3,Indo-Aryan,pihita,"hidden, covered",MBh Epic,8194
8195,Indo-Aryan,*pidda,a small bird,,8195
8197,Indo-Aryan,pinaddʰa,dressed,MBh Epic,8197
8198,Indo-Aryan,*pinahati,ties on,abs,8198
8198-2,Indo-Aryan,*pināhayati,,,8198
8199,Indo-Aryan,pipāsā́,thirst,f ŚBr Early-Vedic,8199
82,Indo-Aryan,*agravāha,leading in front,,82
8200,Indo-Aryan,pipāsitá,thirsty,MBh Epic,8200
8200-2,Indo-Aryan,*pipāsaka,,,8200
8201,Indo-Aryan,pipīlá,ant,m RV Early-Vedic,8201
8201-2,Indo-Aryan,*pipʰīla,,,8201
8201-3,Indo-Aryan,*pippīla,,,8201
8201-4,Indo-Aryan,*pippʰīla,,,8201
8201-5,Indo-Aryan,*pippīḍa,,,8201
8201-6,Indo-Aryan,*pilīla,,,8201
8202,Indo-Aryan,*pippa,"pipe (for playing), mouthpiece",,8202
8205,Indo-Aryan,píppala,berry (esp. of Ficus religiosa); F. religiosa,n RV Yājñ Early-Vedic Classical,8205
8205-2,Indo-Aryan,pippalī́,"berry; peppercorn, Piper longum",AV R Early-Vedic Epic,8205
8206,Indo-Aryan,pippalaka,pin,m Car Epic,8206
8209,Indo-Aryan,píbati,drinks,RV Early-Vedic,8209
8210,Indo-Aryan,*pibandʰati,fastens on,,8210
8213,Indo-Aryan,pilippilá,slippery,VS Early-Vedic,8213
8214,Indo-Aryan,*pilla,"small, child, young of animal",,8214
8215,Indo-Aryan,*pivr̩ddʰa,grown,,8215
8216,Indo-Aryan,piśācá,demon,m,8216
8217,Indo-Aryan,piśitá,"made ready; prepared flesh, meat",n AV Early-Vedic,8217
8218,Indo-Aryan,piṣṭá,"crushed, ground; flour; cake",RV BhP lex Early-Vedic Medieval,8218
8221,Indo-Aryan,*piṣyatē,is ground,,8221
8222,Indo-Aryan,pīṭʰa,"stool, bench",n Gr̥S Early-Vedic,8222
8222-2,Indo-Aryan,*pēḍʰa-,,,8222
8222-3,Indo-Aryan,*pēḍḍʰa,,,8222
8226,Indo-Aryan,pīḍáyati,"presses, squeezes; hurts",AV Mn Early-Vedic Epic,8226
8226-2,Indo-Aryan,pīḍyatē,,MBh Epic,8226
8227,Indo-Aryan,pīḍā́,"pain, damage",f Mn Epic,8227
8228,Indo-Aryan,pīḍita,"pressed, squeezed; a method of coitus",Mn Ratir Epic,8228
8229,Indo-Aryan,pītá,drunk up,RV Early-Vedic,8229
823,Indo-Aryan,*avalagyati,"clings to, hangs from",,823
8230,Indo-Aryan,pīta,yellow,Gr̥S Early-Vedic,8230
8232,Indo-Aryan,*pītamr̩dikā,yellow earth,,8232
8233,Indo-Aryan,pītala,yellow,lex,8233
8233-2,Indo-Aryan,*pītʰala,,,8233
8233-3,Indo-Aryan,*pīvala,,,8233
8233-4,Indo-Aryan,*pīvaḍa,,,8233
8236,Indo-Aryan,*pītsa,pine,,8236
8237,Indo-Aryan,pīnasa,,,8237
8237-2,Indo-Aryan,*pināsa,,,8237
824,Indo-Aryan,*avalaŋgʰati,passed (of time),,824
8240,Indo-Aryan,pīlu,worm,lex,8240
8241,Indo-Aryan,pīyū́ṣa,"ep. of Soma; milk, soma juice; beestings",m n RV Kauś Early-Vedic,8241
8242,Indo-Aryan,pī́van,"well-nourished, abundant",RV Early-Vedic,8242
8242-2,Indo-Aryan,pīvara,"strong, stout",MBh Epic,8242
8242-3,Indo-Aryan,*pīvra,,,8242
8243,Indo-Aryan,pī́vas,"nourishment (milk, fodder, &amp;c.)",n RV Early-Vedic,8243
8246,Indo-Aryan,*pukkār,shout,,8246
8249,Indo-Aryan,púccʰa,"tail, hinder part",m AV Early-Vedic,8249
8249-2,Indo-Aryan,*puccʰaḍa-,"tail, hinder part",ext:ḍa,8249-2
825,Indo-Aryan,*avalaṇḍayati,crosses,,825
8250,Indo-Aryan,puccʰin,having a tail,lex,8250
8251,Indo-Aryan,puñja,"heap, quantity",m MBh Epic,8251
8251-2,Indo-Aryan,*pañja,,lex,8251
8253,Indo-Aryan,puṭa,"cavity, small receptacle, fold",m MBh Epic,8253
8254,Indo-Aryan,puṭakínī,lotus,f Vāsav,8254
8255,Indo-Aryan,puṭati,"enfolds, envelops",Bhpr Medieval,8255
8255-2,Indo-Aryan,puṭita,sewn,lex,8255
8256,Indo-Aryan,*puṭṭa,"small, dwarfish",,8256
8259,Indo-Aryan,puṇḍra,"*pale; (white) lotus flower, (red variety of) sugarcane",m lex,8259
8259-2,Indo-Aryan,pauṇḍra,straw-coloured sugarcane,m Suśr Classical,8259
8261,Indo-Aryan,púṇya,"pleasant, beneficial; beneficent act",RV ŚBr Early-Vedic,8261
8264,Indo-Aryan,*putta,insect,,8264
8264-2,Indo-Aryan,*puttala,,,8264
8265,Indo-Aryan,putrá,son,RV Early-Vedic,8265
8266,Indo-Aryan,putraká,little son,RV Early-Vedic,8266
8269,Indo-Aryan,*putrala,"puppet, pupil of eye",,8269
827,Indo-Aryan,avalambatē,hangs down,TUp Early-Vedic,827
827-2,Indo-Aryan,avalambita,,Kālid Classical,827
827-3,Indo-Aryan,avalambayati,,Pañcat Classical,827
8271,Indo-Aryan,putrī́,daughter,f MBh Epic,8271
8273,Indo-Aryan,púnar,"back, again, moreover, however",RV Early-Vedic,8273
8274,Indo-Aryan,punar api,even again,,8274
8277,Indo-Aryan,punā́ti,purifies,RV Early-Vedic,8277
8278,Indo-Aryan,púra,"fortress, town, gynaeceum; the city of Pāṭaliputra",n MBh lex Epic,8278
828,Indo-Aryan,*avalaya,refuge,,828
8280,Indo-Aryan,puraḣstʰa,"standing before the eyes, present",Mālatīm Classical,8280
8281,Indo-Aryan,purás,"in front, before",,8281
8282,Indo-Aryan,purástāt,in or from in front,RV Early-Vedic,8282
8283,Indo-Aryan,purāṇá,ancient,RV Early-Vedic,8283
8287,Indo-Aryan,púrīṣa,fullness (?); (rubble as a) filling; suppletion; ordure,n RV TS ŚāṅkhBr ŚBr Early-Vedic,8287
8288,Indo-Aryan,purú,"much, many",RV Early-Vedic,8288
8289,Indo-Aryan,púruṣa,"man, male",,8289
829,Indo-Aryan,*avalalati,descends,,829
829-2,Indo-Aryan,*avalālayati,,,829
829-3,Indo-Aryan,*avalāla,,,829
8294a,Indo-Aryan,pula,shoe,BHSk,8294a
8296,Indo-Aryan,púlina,"sand bank, islet",n MBh Epic,8296
8298,Indo-Aryan,*puśśī,cat,,8298
830,Indo-Aryan,*avalavati,cuts off,,830
8300,Indo-Aryan,puṣṭá,"nourished, big; growth, property",Mn RV Epic Early-Vedic,8300
8303,Indo-Aryan,púṣpa,flower,n AV Early-Vedic,8303
8303-2,Indo-Aryan,*puṣpya,,,8303
8306,Indo-Aryan,púṣya,vigour,RV Early-Vedic,8306
8307,Indo-Aryan,puṣyà,the 6th or 8th asterism; the month December-January,AV VP Early-Vedic Classical,8307
831,Indo-Aryan,*avalasati,slips down,,831
831-2,Indo-Aryan,*avalasita,,,831
8310,Indo-Aryan,*pusati,"leaves, is left",,8310
8310-2,Indo-Aryan,*pusta,,,8310
8312,Indo-Aryan,pū́ga,"assembly, mass",,8312
8314,Indo-Aryan,pūgapʰala,betel nut,,8314
8317,Indo-Aryan,pūjā́,"honour, worship",f ĀśvGr̥ Early-Vedic,8317
8321,Indo-Aryan,pūta,buttocks,lex,8321
8321-2,Indo-Aryan,*putta-,,,8321
8321-3,Indo-Aryan,*puṭṭa-,,,8321
8323,Indo-Aryan,pū́ti,putrid; pus; stench,AV MBh W Early-Vedic Epic,8323
8324,Indo-Aryan,pūtika,putrid,MBh Epic,8324
8325,Indo-Aryan,pūtī́ka,a plant used in place of soma,m ŚBr Early-Vedic,8325
8325-2,Indo-Aryan,*pūṭakī,,,8325
8326,Indo-Aryan,*pūna,"bundle, roll (esp. of cotton)",,8326
8326-2,Indo-Aryan,*pōna-,,,8326
8326-3,Indo-Aryan,*pivanī,,,8326
8326-4,Indo-Aryan,*pivarī,,,8326
8327,Indo-Aryan,*pūni,pus,,8327
8328,Indo-Aryan,pū́ya,pus,m ŚBr Early-Vedic,8328
833,Indo-Aryan,avalīyatē,stoops; hides oneself; sticks to,MBh R Suśr Epic Classical,833
833-2,Indo-Aryan,*ullīyatē,,Pāṇ Kāś Epic Classical,833
8330,Indo-Aryan,pūra,filling; flood,BhP Suśr Medieval Classical,8330
8335,Indo-Aryan,pūráyati,fills,ŚBr Early-Vedic,8335
8335-2,Indo-Aryan,*pūrayayati,fills,caus,8335-2
8336,Indo-Aryan,pūrita,filled,MBh Epic,8336
8336-2,Indo-Aryan,*pūritailla-,filled,ext:illa,8336-2
8339,Indo-Aryan,pūrṇá,"filled, full",RV Early-Vedic,8339
834,Indo-Aryan,*avaluṇḍati,spills,,834
8340,Indo-Aryan,pūrṇámās,"full-moon (day, &amp;c.)",m ŚBr Early-Vedic,8340
8340-2,Indo-Aryan,pūrṇámāsa,,TS Early-Vedic,8340
8340-3,Indo-Aryan,pūrṇimā,,f,8340
8342,Indo-Aryan,pūryátē,is filled,,8342
8343,Indo-Aryan,pū́rva,"fore, first, eastern, ancient",RV Early-Vedic,8343
8343-2,Indo-Aryan,*pūruva,,,8343
8346,Indo-Aryan,pūrvārdʰá,eastern side,m TS Early-Vedic,8346
8346-2,Indo-Aryan,*pūrvārdʰiya,,,8346
8349,Indo-Aryan,pūla,"bunch, bundle; straw",m ĀśvŚr Early-Vedic,8349
8350,Indo-Aryan,*pūliya,rotten,,8350
8351,Indo-Aryan,*pr̩kṣati,sprinkles,,8351
8352,Indo-Aryan,pr̩ccʰáti,asks,RV Early-Vedic,8352
8355,Indo-Aryan,*pr̩ta,filled,,8355
8357,Indo-Aryan,pr̩tʰivī́,the earth,,8357
8358,Indo-Aryan,pr̩tʰú,wide,,8358
8360,Indo-Aryan,pr̩tʰuka,"boy, young of any animal",Hariv Classical,8360
8361,Indo-Aryan,pr̩tʰulá,broad,MBh Epic,8361
8362,Indo-Aryan,pŕ̩dāku,snake,m RV Early-Vedic,8362
8364,Indo-Aryan,pr̩ṣatá,spotted; spotted deer,m VS Early-Vedic,8364
8364-2,Indo-Aryan,pr̩ṣita,*spotted,Gobh Early-Vedic,8364
8370,Indo-Aryan,pr̩ṣṭí,vertebrae; back,,8370
8371,Indo-Aryan,pr̩ṣṭʰá,"back, hinder part",n RV Early-Vedic,8371
8372,Indo-Aryan,*pr̩ṣṭʰadʰāra,plateau,,8372
8375,Indo-Aryan,pḗcaka,owl,m,8375
8376,Indo-Aryan,*pēṭṭa,belly,,8376
8376-2,Indo-Aryan,*pēḍḍuka,,,8376
8376-3,Indo-Aryan,*pōṭṭa,,,8376
8376-4,Indo-Aryan,*pōtta,,,8376
8377,Indo-Aryan,*pēḍa,lump,,8377
8377-2,Indo-Aryan,*pēḍʰa-,,,8377
8377-3,Indo-Aryan,*pēṇḍa,,,8377
8377-4,Indo-Aryan,*pēntʰa,,,8377
8377-5,Indo-Aryan,*pēnda,,,8377
8377-6,Indo-Aryan,*puḍa,,,8377
8377-7,Indo-Aryan,*puṇḍa,,,8377
8377-8,Indo-Aryan,*pōdda,,,8377
8378,Indo-Aryan,*pēṇāhi,pelican,,8378
8379,Indo-Aryan,*pēnda,bottom,,8379
8379-2,Indo-Aryan,*pōnda,,,8379
838,Indo-Aryan,*avalōḍayati,stirs up,,838
8380,Indo-Aryan,pēya,to be drunk; beverage; drink offering,n MBh ŚāṅkhŚr Epic Late-Vedic,8380
8381,Indo-Aryan,pēla,testicle,m Kāvyād Classical,8381
8383,Indo-Aryan,pēśalá,"adorned; lovely; soft, delicate",VS MBh Kālid Early-Vedic Epic Classical,8383
8385,Indo-Aryan,pēṣaṇa,crushing or grinding of grain; handmill,n KātyŚr lex Early-Vedic,8385
8386,Indo-Aryan,pēṣayati,grinds,Gr̥S Early-Vedic,8386
8386-2,Indo-Aryan,*pēṣita,,,8386
8387,Indo-Aryan,paitta,pertaining to bile,Suśr Classical,8387
8390,Indo-Aryan,paitrika,paternal,,8390
8390-2,Indo-Aryan,paitr̩ka,,Mn Epic,8390
8391,Indo-Aryan,*pōka,hollow,,8391
8391-2,Indo-Aryan,*pōkkala,,,8391
8391-3,Indo-Aryan,*pōkkʰara,,,8391
8391-4,Indo-Aryan,*pōggala,,,8391
8391-5,Indo-Aryan,*pōŋka-,,,8391
8391-6,Indo-Aryan,pōŋga-,,,8391
8391-7,Indo-Aryan,*pʰōkka,,,8391
8391-8,Indo-Aryan,*pʰōkkara,,,8391
8391-9,Indo-Aryan,*pʰōŋka,,,8391
8392,Indo-Aryan,*pōkka,"bundle, fold",,8392
8393,Indo-Aryan,*pōkka,"worm, grub",,8393
8394,Indo-Aryan,*pōŋga,young of animal or plant,,8394
8394-2,Indo-Aryan,*pōgga,,,8394
8394-3,Indo-Aryan,*pōŋka,,,8394
8395,Indo-Aryan,*pōcca,hollow,,8395
8396,Indo-Aryan,*pōṭṭa,bundle,,8396
8396-2,Indo-Aryan,pōṭṭala,,n,8396
8396-3,Indo-Aryan,*pēṇḍʰa,,,8396
8397,Indo-Aryan,*pōḍ,burn,,8397
8398,Indo-Aryan,*pōḍa,hollow,,8398
8398-2,Indo-Aryan,*pōra,,,8398
8398-3,Indo-Aryan,*pōla,,,8398
8398-4,Indo-Aryan,*pōlla,,,8398
8398-5,Indo-Aryan,*pʰōra,,,8398
8398-6,Indo-Aryan,*pʰōlla,,,8398
8399,Indo-Aryan,pṓta-,,,8399
8399-10,Indo-Aryan,*pʰōtta,,,8399
8399-2,Indo-Aryan,*pōtara,,,8399
8399-3,Indo-Aryan,*pōtala,,,8399
8399-4,Indo-Aryan,*pōtāla,,,8399
8399-5,Indo-Aryan,*pōtta,,,8399
8399-6,Indo-Aryan,*pōṭṭa,,,8399
8399-7,Indo-Aryan,*pōna,,,8399
8399-8,Indo-Aryan,*pōttʰa,,,8399
8399-9,Indo-Aryan,*pʰōta,,,8399
840,Indo-Aryan,*avavartayati,turns round,,840
840-2,Indo-Aryan,*avavartana,,n,840
840-3,Indo-Aryan,*avavṛttra,instrument for twirling,,840
8400,Indo-Aryan,pōta,cloth,,8400
8400-2,Indo-Aryan,*pōtta,,lex,8400
