ID,Language_ID,Form,Gloss,Tags,entry_family_id
7360,Indo-Aryan,nirbʰara,"excessive, violent",Hit Medieval,7360
7362,Indo-Aryan,nirbʰāgya,unfortunate,lex,7362
7366,Indo-Aryan,nirmala,"spotless, clean",Up,7366
7369,Indo-Aryan,nirmāti,,Kāv Classical,7369
7369-2,Indo-Aryan,nírmita,formed,ŚBr Early-Vedic,7369
7369-3,Indo-Aryan,nirmāpayati,causes to be made,Rājat Medieval,7369
7371,Indo-Aryan,nirmāna,free from pride,MBh Epic,7371
7373,Indo-Aryan,nirmukta,"loosed, lost",MBh Epic,7373
7373-2,Indo-Aryan,*nirmukna,,,7373
7374,Indo-Aryan,*nirmukʰa,mouthless,,7374
7379,Indo-Aryan,*nirmōhyamāna,,,7379
738,Indo-Aryan,*avakṣōpa,scratching,,738
7382,Indo-Aryan,niryāti,goes out; dies,MBh Car Epic,7382
7383,Indo-Aryan,*niryuj,tying,,7383
7388,Indo-Aryan,*nirlāvaṇya,free from saltness,,7388
7389,Indo-Aryan,*nirlīyatē,comes out,,7389
7389-2,Indo-Aryan,*nirlīna,,,7389
7392,Indo-Aryan,*nirvarati,restrains,,7392
7392-2,Indo-Aryan,nirvr̩ta,"satisfied; at peace, extinguished, ceased",Mn MārkP Epic Medieval,7392
7393,Indo-Aryan,*nirvarayati,chooses,,7393
7393-2,Indo-Aryan,*nirvr̩ta-,,,7393
7393-3,Indo-Aryan,*nirvr̩ti,choice,,7393
7394,Indo-Aryan,*nirvartakara,accomplishing,,7394
7395,Indo-Aryan,nírvartatē,"comes forth, develops; is accomplished, is finished",ŚBr Mn Early-Vedic Epic,7395
7395-2,Indo-Aryan,nirvr̩tta,"accomplished, produced, ended",Mn Epic,7395
7395-3,Indo-Aryan,nírvartayati,"creates, finishes",RV Early-Vedic,7395
7397,Indo-Aryan,nírvahati,leads out of; accomplishes; succeeds,RV Suśr Hit Early-Vedic Classical Medieval,7397
7397-2,Indo-Aryan,nirvāhayati,performs; passes (time),Kathās Pañcat Medieval Classical,7397
7397-3,Indo-Aryan,nirvāha,"accomplishing, completing; livelihood",m Kāv Rājat Classical Medieval,7397
7399,Indo-Aryan,nírvāyati,is extinguished,TS Early-Vedic,7399
7399-2,Indo-Aryan,nírvāpayati,extinguishes,RV Early-Vedic,7399
7399-3,Indo-Aryan,*nirvāta,refreshed,,7399
74,Indo-Aryan,*agratōjāta,born earlier,,74
7402,Indo-Aryan,*nirvēdʰati,pierces,,7402
7408,Indo-Aryan,nílīyatē,"hides oneself, disappears",RV Early-Vedic,7408
7408-2,Indo-Aryan,nílīna,"clinging to, hidden in",AV Early-Vedic,7408
741,Indo-Aryan,*avagarati,pours out,,741
7411,Indo-Aryan,nívartatē,turns back,intr RV Early-Vedic,7411
7411-2,Indo-Aryan,nívartayati,turns back; accomplishes; destroys,tr AV R Mn Early-Vedic Epic,7411
7414,Indo-Aryan,nivastē,puts on over another garment,KātyŚr Early-Vedic,7414
7414-2,Indo-Aryan,*nivasta,,,7414
7414-3,Indo-Aryan,nivāsayati,,MBh Epic,7414
7415,Indo-Aryan,*nivācya,abuse,,7415
7416,Indo-Aryan,nivātá,"sheltered from wind; place so sheltered, absence of wind, a calm",MBh ŚBr Epic Early-Vedic,7416
7417,Indo-Aryan,nivāra,"keeping off, impediment",m,7417
7418,Indo-Aryan,nivāraṇa,"keeping back, preventing",n MBh Epic,7418
7419,Indo-Aryan,nivārayati,"wards off, restrains; removes",MBh Kathās Epic Medieval,7419
742,Indo-Aryan,avagalati,"falls down, slips down",Śiś Classical,742
742-2,Indo-Aryan,*avagālayati,,,742
7420,Indo-Aryan,*nivāla,hair,,7420
7423,Indo-Aryan,*nividʰati,strikes down,,7423
7428,Indo-Aryan,niśā,night,f Gr̥Śr Early-Vedic,7428
7431,Indo-Aryan,niśādāputra,pestle,m lex,7431
7436,Indo-Aryan,niśītʰá,"midnight, night",m MBh Epic,7436
7439,Indo-Aryan,niścaya,"enquiry, conviction",m Mn Epic,7439
744,Indo-Aryan,*avagāra,swallowing,,744
744-2,Indo-Aryan,*avagāla,,,744
7448,Indo-Aryan,*niścihnaka,without distinctive mark,,7448
7449,Indo-Aryan,*niścōṭayati,presses out,,7449
7450,Indo-Aryan,*niścyavayati,causes to fall out,,7450
7450-2,Indo-Aryan,*niścyāvayati,,,7450
7451,Indo-Aryan,*niścyōtayati,causes to trickle out,,7451
7452,Indo-Aryan,*niścʰala,free from deceit,,7452
7453,Indo-Aryan,*niścʰādana,without covering,,7453
7455,Indo-Aryan,*niścʰyati,cuts off,,7455
7456,Indo-Aryan,níśyati,sharpens,AitBr Early-Vedic,7456
7458,Indo-Aryan,niśrayaṇī́,"ladder, staircase",f ŚBr Early-Vedic,7458
746,Indo-Aryan,avagiratē,swallows,Pāṇ Epic,746
746-2,Indo-Aryan,*avagilati,,,746
7461,Indo-Aryan,niśvasiti,draws in breath,MBh Epic,7461
7462,Indo-Aryan,niśvāsa,breathing in or out,m R Epic,7462
7466,Indo-Aryan,níṣādayati,causes to sit down,RV Early-Vedic,7466
7467,Indo-Aryan,níṣīdati,sits down,RV Early-Vedic,7467
7468,Indo-Aryan,*niṣupta,asleep,,7468
7468-2,Indo-Aryan,*niṣupti,sleep,,7468
7471,Indo-Aryan,*niṣkaṇa,without grain,,7471
7474,Indo-Aryan,níṣkarōti,expels; breaks in pieces,RV Bhaṭṭ Early-Vedic Classical,7474
7475,Indo-Aryan,niṣkarman,inactive,Kull Medieval,7475
7476,Indo-Aryan,niṣkarṣa,"extracting, oppressing by taxes",m MBh Epic,7476
7478,Indo-Aryan,*niṣkalati,comes out,,7478
7479,Indo-Aryan,*niṣkasati,goes out,,7479
7480,Indo-Aryan,*niṣkasta,gone out,,7480
7484,Indo-Aryan,niṣkālayati,drives out,Kathās Medieval,7484
7485,Indo-Aryan,niṣkāsa,egress,m R Epic,7485
7486,Indo-Aryan,niṣkāsayati,drives out,Pañcat Classical,7486
7488,Indo-Aryan,niṣkr̩tá,"expiated; removed, expelled",RV BhP Early-Vedic Medieval,7488
7492,Indo-Aryan,níṣkramati,goes out,RV Early-Vedic,7492
7492-2,Indo-Aryan,niṣkrānta,,MBh Epic,7492
750,Indo-Aryan,*avagʰara,flowing down,,750
750-2,Indo-Aryan,*avagʰala,,,750
7502,Indo-Aryan,*niṣṭrāṇa,without protection or armour,,7502
7503,Indo-Aryan,niṣṭʰā,decision; firmness,f Gaut Mn Early-Vedic Epic,7503
7505,Indo-Aryan,niṣṭʰura,"hard, cruel",MBh Epic,7505
7507,Indo-Aryan,*niṣpaṭati,is torn or rooted out,,7507
7507-2,Indo-Aryan,*niṣpāṭayati,roots out,,7507
7507-3,Indo-Aryan,*niṣpāṭyatē,,,7507
751,Indo-Aryan,*avagʰarati,"flows down, drops",,751
751-2,Indo-Aryan,*avagʰalati,,,751
751-3,Indo-Aryan,*avagʰālayati,,,751
7511,Indo-Aryan,níṣpadyatē,"falls out; comes forth, becomes ripe",ŚBr Mn Early-Vedic Epic,7511
7511-2,Indo-Aryan,niṣpanna,,R Epic,7511
7511-3,Indo-Aryan,niṣpādayati,,MBh Epic,7511
7511-4,Indo-Aryan,*niṣpadyatēaya-,"falls out; comes forth, becomes ripe",caus,7511-4
7512,Indo-Aryan,níṣparati,comes out,TS Early-Vedic,7512
7512-2,Indo-Aryan,níṣpārayati,"takes out, rescues",RV Early-Vedic,7512
7516,Indo-Aryan,niṣpīḍayati,presses out or together or against,ĀśvGr̥ Early-Vedic,7516
7518,Indo-Aryan,*niṣpuṭati,unfolds,,7518
7521,Indo-Aryan,*niṣpraṣṭʰa,absolutely foremost,,7521
7523,Indo-Aryan,*niṣpʰāyatē,"swells, is complete, arrives",,7523
7525,Indo-Aryan,*niṣmārayati,reminds,,7525
7528,Indo-Aryan,nistarati,comes forth,MBh Epic,7528
7529,Indo-Aryan,*nistāna,not taut,,7529
753,Indo-Aryan,avagʰāta,"blow, threshing corn",m Jaim Early-Vedic,753
7533,Indo-Aryan,*nistr̩ta,brought out,,7533
7535a,Indo-Aryan,*nisravaṇa,flowing down or out,,7535a
7535a-2,Indo-Aryan,*niḣsravaṇa,flowing down or out,,7535a
7537,Indo-Aryan,nisvāna,sound,m MBh Epic,7537
7538,Indo-Aryan,níhanti,"strikes in, kills",RV Early-Vedic,7538
7539,Indo-Aryan,nihnavatē,"makes amends for; disowns, denies",Br Mn Early-Vedic Epic,7539
7540,Indo-Aryan,nīcá,low,Mn Epic,7540
7541,Indo-Aryan,nīḍá,"resting place, nest; seat of a carriage",,7541
7542,Indo-Aryan,*nīḍāti,"cuts down, weeds",,7542
7542-2,Indo-Aryan,*nirdāti,,,7542
7543,Indo-Aryan,*nīḍāna,weeding,,7543
7543-2,Indo-Aryan,*nirdāna,,,7543
7547,Indo-Aryan,*nītiśālā,school,,7547
7548,Indo-Aryan,nīpá,"situated low, deep",Kāṭh Early-Vedic,7548
755,Indo-Aryan,ávagʰātayati,causes to thresh,ŚBr Early-Vedic,755
7552,Indo-Aryan,nīrá,water,n MBh Epic,7552
7556,Indo-Aryan,nīrasa,"sapless, tasteless",Hariv Classical,7556
7557,Indo-Aryan,nīraja,free from dust,MBh Epic,7557
7559,Indo-Aryan,*nīrīyatē,"comes out, is separated",,7559
7559-2,Indo-Aryan,*nīrēpayati,,,7559
7560,Indo-Aryan,nīruja,"well, in health",MBh Epic,7560
7561,Indo-Aryan,nīrōga,in good health,Suśr Classical,7561
7563,Indo-Aryan,nī́la,"dark blue, dark green, black",RV Early-Vedic,7563
7571,Indo-Aryan,nīvā́ra,wild rice,m VS Early-Vedic,7571
7572,Indo-Aryan,nīví,piece of cloth wrapped round waist,f AV Early-Vedic,7572
7573,Indo-Aryan,nīvra,eaves of a roof,m lex,7573
7573a,Indo-Aryan,nīśāra,"warm cloth or outer garment; curtain, screen, outer tent",m lex,7573a
7574,Indo-Aryan,nīhārá,"fog, dew, hoarfrost",m RV Early-Vedic,7574
7576,Indo-Aryan,nūnám,now,RV Early-Vedic,7576
7577,Indo-Aryan,nūpura,ornament for ankles or toes,m MBh Epic,7577
7578,Indo-Aryan,*nūram,now,,7578
7580,Indo-Aryan,nr̩ttá,dancing,n AV Early-Vedic,7580
7582,Indo-Aryan,nr̩tya,dancing,n MBh Epic,7582
7583,Indo-Aryan,nŕ̩tyati,dances,RV Early-Vedic,7583
7584,Indo-Aryan,nr̩śáṁsa,malicious,KātyŚr Early-Vedic,7584
759,Indo-Aryan,avacūḍa,pendent crest of a standard,m Śiś Classical,759
7593,Indo-Aryan,*nēmiya,pertaining to the edge or felly,,7593
7593-2,Indo-Aryan,*nēmya,,,7593
7598,Indo-Aryan,naikaṭya,nearness,n Kathās Medieval,7598
760,Indo-Aryan,avaccʰada,covering,m R Epic,760
7601,Indo-Aryan,nairvāṇa,extinguished,BHSk,7601
7602,Indo-Aryan,*nailiya,blue colour,,7602
7603,Indo-Aryan,naiva,not indeed,,7603
7607,Indo-Aryan,nṓ,not,RV Early-Vedic,7607
7609,Indo-Aryan,nyakkāra,contempt,m BhP Medieval,7609
761,Indo-Aryan,*avaccʰadana,covering,,761
7611,Indo-Aryan,nyàrpayati,throws down,AV Early-Vedic,7611
7614,Indo-Aryan,nyāyá,"rule, manner, method",m TS Early-Vedic,7614
7614-2,Indo-Aryan,*niyāya,,,7614
7616,Indo-Aryan,nyū̀na,"shortened, wanting, defective",ŚBr Early-Vedic,7616
7616-2,Indo-Aryan,*nunna,,,7616
7617,Indo-Aryan,nyḕti,comes into,RV Early-Vedic,7617
7618,Indo-Aryan,*pakk,"move forward, reach",,7618
7619,Indo-Aryan,*pakkaḍ,seize,,7619
7619-2,Indo-Aryan,*paggaḍ,,,7619
762,Indo-Aryan,*avaccʰadman,covering,,762
7621,Indo-Aryan,pakvá,"cooked, ripe",RV Early-Vedic,7621
7621-2,Indo-Aryan,*pikva,,,7621
7626,Indo-Aryan,*pakviṣṭʰa,very well cooked,,7626
7627,Indo-Aryan,pakṣá,"wing, feather, fin, shoulder, side; side of a building; party, troop",m RV AV MBh Early-Vedic Epic,7627
763,Indo-Aryan,*avaccʰāda,cover,,763
7630,Indo-Aryan,*pakṣapaṭṭa,wing,,7630
7631,Indo-Aryan,*pakṣaparṇikā,side leaf,,7631
7632,Indo-Aryan,*pakṣapāṭaka,side-expanse,,7632
7633,Indo-Aryan,pakṣapuṭa,wing,m Hariv Classical,7633
7635,Indo-Aryan,*pakṣātōdya,side-drum,,7635
7636,Indo-Aryan,pakṣín,winged; bird,m RV Early-Vedic,7636
7637,Indo-Aryan,*pakṣirūpa,bird,,7637
7637-2,Indo-Aryan,*pakṣikarūpa,,,7637
7638,Indo-Aryan,pákṣman,"eyelashes; hair of a deer, filament of a flower; petal of a flower; a thin thread",n TS Śiś Kād lex Early-Vedic Classical Medieval,7638
7639,Indo-Aryan,*pakṣmapaṭṭa,eyelid,,7639
7640,Indo-Aryan,pakṣyà,"belonging to the wings, changing every fortnight",RV Early-Vedic,7640
7640-2,Indo-Aryan,pakṣíya,,,7640
7641,Indo-Aryan,*pakṣya,,,7641
7642,Indo-Aryan,*paggapaṭṭa,turban,,7642
7643,Indo-Aryan,*paggala,mad,,7643
7644,Indo-Aryan,*paggā,headdress,,7644
7644-2,Indo-Aryan,*paggaḍa-,headdress,ext:ḍa,7644-2
7645,Indo-Aryan,páŋka,"mud, mire",m Mn Epic,7645
7646,Indo-Aryan,paŋktí,"group of five; row, troop",f AV Mn Early-Vedic Epic,7646
7647,Indo-Aryan,paŋgú,"lame, crippled in legs",,7647
7647-2,Indo-Aryan,*pēŋga,,,7647
7647-3,Indo-Aryan,*pʰēŋgu,,,7647
7649,Indo-Aryan,paŋgula,lame; lameness,lex Suśr Classical,7649
7649-2,Indo-Aryan,*piŋgula,,,7649
7649-3,Indo-Aryan,*pēŋgula,,,7649
7649-4,Indo-Aryan,*pēŋgura,,,7649
765,Indo-Aryan,avaccʰādayati,covers,KātyŚr Early-Vedic,765
7650,Indo-Aryan,pácati,cooks; bakes (bricks),RV ŚBr Early-Vedic,7650
7652,Indo-Aryan,*paccʰi,basket,,7652
7654,Indo-Aryan,pacyátē,"is cooked, is digested",RV Early-Vedic,7654
7654-2,Indo-Aryan,*pacyatēaya-,"is cooked, is digested",caus,7654-2
7655,Indo-Aryan,páñca,five,,7655
7660,Indo-Aryan,páñcati,"spreads out, arranges",Dhātup Epic,7660
7662,Indo-Aryan,páñcadaśa,fifteen,RV Early-Vedic,7662
7663,Indo-Aryan,pañcadaśá,fifteenth,AV Early-Vedic,7663
7669,Indo-Aryan,pañcamá,fifth,AV Early-Vedic,7669
7669-2,Indo-Aryan,pañcamī,fifth day of lunar fortnight,f,7669
767,Indo-Aryan,*avaccʰr̩ndati,abandons,,767
7672,Indo-Aryan,páñcaviṁśati,twenty-five,f VS Early-Vedic,7672
768,Indo-Aryan,*avaccʰyati,cuts off,,768
768-2,Indo-Aryan,*avaccʰāyayati,,caus,768
7682,Indo-Aryan,pañcāśát,fifty,f AV Early-Vedic,7682
7685,Indo-Aryan,pañjara,"cage, dovecot, net; skeleton, ribs",n MBh Prab Epic Medieval,7685
7685-2,Indo-Aryan,piñjara,"cage, skeleton",lex,7685
7688,Indo-Aryan,pañji,ball of cotton from which thread is spun,,7688
769,Indo-Aryan,*avajjʰara,trickling,,769
7691,Indo-Aryan,paṭ,sudden noise,,7691
7695,Indo-Aryan,*paṭalāli,the line of a thatch,,7695
7696,Indo-Aryan,paṭaha,kettle-drum,m MBh Epic,7696
7699,Indo-Aryan,paṭṭa,"slab, tablet",MBh Epic,7699
770,Indo-Aryan,*avajjʰarati,"drips down, falls, throws down or away",,770
7700,Indo-Aryan,paṭṭa,"cloth, woven silk; bandage, fillet turban, diadem",Kāv MBh Classical Epic,7700
7701,Indo-Aryan,*paṭṭa,veil,,7701
7705,Indo-Aryan,paṭṭana,town,n Kauṭ Epic,7705
7705-2,Indo-Aryan,páttana,,n,7705
7711,Indo-Aryan,*paṭyati,splits,,7711
7712,Indo-Aryan,páṭʰati,repeats aloud; reads,TĀr Mn Early-Vedic Epic,7712
7713,Indo-Aryan,paṭʰana,reading,n Kāv Classical,7713
7714,Indo-Aryan,paṇa,"wager; stake, wages",Yājñ MBh Classical Epic,7714
7715,Indo-Aryan,paṇa,a coin (= 80 cowries),Mn Epic,7715
7717,Indo-Aryan,paṇḍá,"eunuch, weakling",m lex,7717
771a,Indo-Aryan,*avajjʰālayati,pours down,,771a
772,Indo-Aryan,*avaṭṭʰiŋga,prop,,772
7721,Indo-Aryan,pataŋgá,ep. of divine (flying) things; bird,RV lex Early-Vedic,7721
7721-2,Indo-Aryan,*pattaŋga,,,7721
7721-3,Indo-Aryan,*paṭaŋga,,,7721
7721-4,Indo-Aryan,*paṭṭiŋga,,,7721
7721-5,Indo-Aryan,*pʰattiŋga,,,7721
7721-6,Indo-Aryan,*pʰaṭiŋga,,,7721
7721-7,Indo-Aryan,*pʰaṭṭiŋga,,,7721
7722,Indo-Aryan,pátati,flies; falls,RV Mn Early-Vedic Epic,7722
7722-2,Indo-Aryan,patitá,,AV Early-Vedic,7722
7722-3,Indo-Aryan,*patta-,,,7722
7724,Indo-Aryan,pátana,act of flying or alighting,n RV Early-Vedic,7724
7726,Indo-Aryan,patākā,flag,f MBh Epic,7726
7726-2,Indo-Aryan,paṭākā,,f,7726
7726-3,Indo-Aryan,*pʰaṭākā,,,7726
7727,Indo-Aryan,páti,"master, husband",m RV Early-Vedic,7727
773,Indo-Aryan,*avaḍḍʰāla,falling down,,773
7732,Indo-Aryan,*patta,back,,7732
7732-2,Indo-Aryan,*pattama,,,7732
7732-3,Indo-Aryan,*pattama,,,7732
7733,Indo-Aryan,páttra,"wing-feather; wing; leaf, petal; leaf of book",n VS KātyŚr Kāv Early-Vedic Classical,7733
7734,Indo-Aryan,pattraka,leaf (esp. of Laurus cassia),n Bhpr Medieval,7734
7736,Indo-Aryan,pattralá,"leafy; *leaf-like, thin",lex,7736
774,Indo-Aryan,avatá,"well, cistern",m RV Early-Vedic,774
774-2,Indo-Aryan,avaṭá,hole in the ground,SV Early-Vedic,774
774-3,Indo-Aryan,*āvāṭa,,,774
7740,Indo-Aryan,pattrin,"winged, feathered; bird; *leaf-like, thin",MBh Hariv Epic Classical,7740
7743,Indo-Aryan,patʰá,path,m MBh Epic,7743
7744,Indo-Aryan,patʰí,path,RV Early-Vedic,7744
7745,Indo-Aryan,patʰika,traveller,m MBh Epic,7745
7746,Indo-Aryan,pátʰya,suitable; *traveller,Yājñ Classical,7746
7747,Indo-Aryan,padá,"footstep, track, place",RV Early-Vedic,7747
7748,Indo-Aryan,*pada,tendon,,7748
7751,Indo-Aryan,*padaŋga,foot,n,7751
7752,Indo-Aryan,*padaḍa,"footstep, foot",,7752
7753,Indo-Aryan,*padadaṇḍa,footpath,,7753
7754,Indo-Aryan,*padadʰi,footprint,,7754
7755,Indo-Aryan,*padapatʰa,footpath,,7755
7756,Indo-Aryan,*padara,foot,,7756
7757,Indo-Aryan,*padavītʰi,footpath,,7757
7758,Indo-Aryan,*padavraṇa,foot abscess,,7758
7760,Indo-Aryan,*padāṁcāra,stepping place for the feet,,7760
7761,Indo-Aryan,*padāṁśa,quarter part,,7761
7766,Indo-Aryan,padga,afoot; footsoldier,m lex,7766
7767,Indo-Aryan,*paddʰara,"straight, level",,7767
7768,Indo-Aryan,*paddʰārayati,steps,,7768
7769,Indo-Aryan,pádma,lotus,m MBh Epic,7769
777,Indo-Aryan,avatārá,"coming down, descent; landing-place",m MBh Śiś Epic Classical,777
7775,Indo-Aryan,padminī,the lotus,f MBh Epic,7775
7776,Indo-Aryan,pádya,relating to a foot,RV Early-Vedic,7776
7777,Indo-Aryan,pádyatē,"falls; goes to, resorts to",AV MBh Early-Vedic Epic,7777
7777-2,Indo-Aryan,panna,fallen,lex,7777
7778,Indo-Aryan,pádyā,"footsteps; path, road",f RV lex Early-Vedic,7778
7779,Indo-Aryan,*padyākāra,foot-shaped,,7779
778,Indo-Aryan,*avatudyatē,is pushed off,,778
7780,Indo-Aryan,padrá,"village, road in a village",m lex,7780
7781,Indo-Aryan,panasá,the breadfruit tree Artocarpus integrifolia; its fruit,m MBh Suśr Epic Classical,7781
7781-2,Indo-Aryan,*pʰanasa,,,7781
7785,Indo-Aryan,pántʰā,"path, road",m RV Early-Vedic,7785
779,Indo-Aryan,*avatrapatē,is ashamed,,779
7790,Indo-Aryan,páyas,any fluid (esp. milk),n RV Early-Vedic,7790
7793,Indo-Aryan,pára,"distant, further, other; enemy",m RV Early-Vedic,7793
7793-2,Indo-Aryan,*parailla-,"distant, further, other; enemy",ext:illa,7793-2
7796,Indo-Aryan,paragata,belonging or relating to another,MBh Epic,7796
7797,Indo-Aryan,*paragrāma,another village,,7797
7798,Indo-Aryan,paratara,further away,MW,7798
7799,Indo-Aryan,paratra,"elsewhere, hereafter",Mn Epic,7799
7799d,Indo-Aryan,paramá,"extreme, last",AV Early-Vedic,7799d
7799d-2,Indo-Aryan,*parima,,,7799d
7799g,Indo-Aryan,paralōka,the next world,m ŚBr Early-Vedic,7799g
7799h,Indo-Aryan,paraśu,axe,m RV Early-Vedic,7799h
7799h-2,Indo-Aryan,*pʰaraśu,,,7799h
7799j,Indo-Aryan,paraśvas,the day after tomorrow,adv MBh Epic,7799j
7799l,Indo-Aryan,*parahīyas,the day before yesterday,,7799l
7799l-2,Indo-Aryan,*parahyas,,,7799l
7799q,Indo-Aryan,párājayatē,is conquered; conquers,RV MBh Early-Vedic Epic,7799q
7799q-2,Indo-Aryan,párājita,,RV Early-Vedic,7799q
7799t,Indo-Aryan,parā́ri,in the year before last,Pāṇ Epic,7799t
77a,Indo-Aryan,*agramukʰa,facing forward,,77a
77a-2,Indo-Aryan,*agrāmukʰa,,,77a
78,Indo-Aryan,agrayā́van,going before,RV Early-Vedic,78
7801,Indo-Aryan,párikrāmati,walks round,,7801
7806,Indo-Aryan,parigʰá,iron bar for closing a gate; iron club,m ChUp MBh Early-Vedic Epic,7806
7806-2,Indo-Aryan,paligʰa,id.,m Pāṇ Epic,7806
7806-3,Indo-Aryan,parigʰāta,iron club,m lex,7806
781,Indo-Aryan,ávadadʰāti,puts down; places aside,RV ŚBr Early-Vedic,781
7816,Indo-Aryan,párijānāti,"notices, learns",RV Early-Vedic,7816
7817b,Indo-Aryan,*parijvālayati,causes to burn brightly,,7817b
7818,Indo-Aryan,pariṇaya,"leading bride round fire, wedding",m Gr̥Śr Early-Vedic,7818
782,Indo-Aryan,avadarati,splits open,aor,782
7821,Indo-Aryan,pariṇāpayati,causes a man to marry,Pañcad Medieval,7821
7825,Indo-Aryan,pariṇīta,married,MBh Epic,7825
7827,Indo-Aryan,pariṇētavya,to be given in marriage,Pañcad Medieval,7827
7828,Indo-Aryan,*pariṇētra,wedding,,7828
7832,Indo-Aryan,parityajati,abandons,Mn Epic,7832
7834,Indo-Aryan,paritrāsa,fright,m MBh Epic,7834
7834-2,Indo-Aryan,*paritrāsin,frightening,,7834
7835,Indo-Aryan,páridadʰāti,sets round; puts on (clothes),RV AV Early-Vedic,7835
7835-2,Indo-Aryan,páridʰāpayati,"causes to put on, clothes with",AV Early-Vedic,7835
7835-3,Indo-Aryan,párihita,,RV Early-Vedic,7835
7837,Indo-Aryan,paridēvati,wails,MBh Epic,7837
7838,Indo-Aryan,paridʰā́na,"garment, (esp. undergarment)",ŚBr AV Early-Vedic,7838
784,Indo-Aryan,avadārayati,"splits, rends",R Epic,784
7843,Indo-Aryan,paripavana,"cleaning, winnowing; winnowing basket",n Kull Nir Medieval Early-Vedic,7843
7845,Indo-Aryan,páripunāti,strains,RV Early-Vedic,7845
7845-2,Indo-Aryan,*paripavati,,RV Early-Vedic,7845
7845-3,Indo-Aryan,páripūta,"strained, winnowed",RV Early-Vedic,7845
7848,Indo-Aryan,*paribudʰyatē,understands,,7848
7848-2,Indo-Aryan,*paribuddʰa,,,7848
7848-3,Indo-Aryan,*paribūḍʰa,,,7848
7849,Indo-Aryan,paribōdʰa,reason,m,7849
785,Indo-Aryan,avadyá,"blameable; blame, sin",n RV Early-Vedic,785
7851,Indo-Aryan,páribʰinna,"broken, split",ŚBr Early-Vedic,7851
7855,Indo-Aryan,parimā́ṇa,measure,n RV Early-Vedic,7855
7859,Indo-Aryan,párimr̩śati,touches,RV Early-Vedic,7859
7859-2,Indo-Aryan,parimr̩śyatē,is touched,Suśr Classical,7859
7861,Indo-Aryan,*pariyuṣita,,,7861
7861-2,Indo-Aryan,*pariyuṣṭa,,,7861
7861-3,Indo-Aryan,*parivasya,to be kept overnight,,7861
7863,Indo-Aryan,*pariyēṣati,,,7863
7863-2,Indo-Aryan,*pariyēṣ- aṇā,,,7863
7864,Indo-Aryan,párirakṣati,guards well; keeps,RV Mn Early-Vedic Epic,7864
7865,Indo-Aryan,*parirāva,reverberation,,7865
7868,Indo-Aryan,*parivayaṇa,weaving round,n,7868
7869,Indo-Aryan,parivayati,interweaves,BhP Medieval,7869
7872,Indo-Aryan,párivartatē,"revolves, turns round; changes",RV MBh Early-Vedic Epic,7872
7872-2,Indo-Aryan,párivartayati,rolls near; exchanges; oversets,RV MBh R Early-Vedic Epic,7872
7873,Indo-Aryan,párivahati,carries round; flows round,RV TS Early-Vedic,7873
7874,Indo-Aryan,*parivāṭa,surrounding fence,,7874
7875,Indo-Aryan,parivādá,blame,m AV Early-Vedic,7875
7876,Indo-Aryan,parivāra,,,7876
7878,Indo-Aryan,parivāha,"overflow of a tank, channel to draw off excess water",,7878
788,Indo-Aryan,avanamati,bows,MBh Epic,788
788-2,Indo-Aryan,avanata,bowed down,MBh Epic,788
788-3,Indo-Aryan,avanāmayati,bends,MBh Epic,788
7882,Indo-Aryan,*parivēcana,sifting,,7882
7882-2,Indo-Aryan,*parivēcya,to be sifted,,7882
7884,Indo-Aryan,parivēśa,circle,MBh Epic,7884
7885,Indo-Aryan,parivēṣá,serving of food,AV Early-Vedic,7885
7888,Indo-Aryan,párivēṣati,"attends, serves food",AV Early-Vedic,7888
789,Indo-Aryan,*avanahati,,,789
7890a,Indo-Aryan,párivrajati,wanders about; do. as a mendicant,ŚBr Mn Early-Vedic Epic,7890a
7892,Indo-Aryan,pariśrama,"fatigue, pain",m MBh Epic,7892
7896,Indo-Aryan,parisīman,boundary,m W,7896
7896a,Indo-Aryan,*paristāra,covering,,7896a
7897,Indo-Aryan,parisrava,"flow, stream",m MBh Epic,7897
7899,Indo-Aryan,páriharati,leads round; puts aside; does not heed,TS ŚBr Early-Vedic,7899
7903,Indo-Aryan,parihīyatē,passes away,MBh Epic,7903
7903-2,Indo-Aryan,parihīṇa,,,7903
7904,Indo-Aryan,párīkṣatē,"observes, examines",ŚBr Early-Vedic,7904
7904-2,Indo-Aryan,parīkṣaṇa,testing,n Mn Epic,7904
7904-3,Indo-Aryan,parīkṣā,"inspection, test",f Mn Epic,7904
7904-4,Indo-Aryan,parīkṣin,,,7904
7907,Indo-Aryan,parút,last year,adv Pāṇ Epic,7907
7908,Indo-Aryan,paruttná,belonging to last year,Pāṇ Epic,7908
791,Indo-Aryan,*avanijyati,washes,,791
7911,Indo-Aryan,parūṣaka,Grewia asiatica; its fruit,m ŚāṅkhŚr Late-Vedic,7911
7913,Indo-Aryan,*parēccʰati,throws away,,7913
7914,Indo-Aryan,páraiti,"goes, goes away",RV Early-Vedic,7914
7916,Indo-Aryan,parōpaga,relating to something else,lex,7916
7918,Indo-Aryan,parṇá,"plumage, foliage (of tree); betel leaf; Butea frondosa",n RV lex Early-Vedic,7918
7918-2,Indo-Aryan,pārṇa,made of wood of Butea frondosa; made of leaves,lex,7918
793,Indo-Aryan,*avapuṣya,bud,,793
7931,Indo-Aryan,parda,fart,m,7931
