head_id,family_id,head,family,rule
11081-11,11081,*lōddʰa-,*lutta,explicitly linked numbered CDIAL subhead
11081-2,11081,*luttara,*lutta,explicitly linked numbered CDIAL subhead
11081-3,11081,*luttʰara,*lutta,explicitly linked numbered CDIAL subhead
11081-4,11081,*lunda,*lutta,explicitly linked numbered CDIAL subhead
11081-5,11081,*lōtta,*lutta,explicitly linked numbered CDIAL subhead
11081-6,11081,*lōttara,*lutta,explicitly linked numbered CDIAL subhead
11081-7,11081,*lōttʰa-,*lutta,explicitly linked numbered CDIAL subhead
11081-8,11081,*lōttʰara,*lutta,explicitly linked numbered CDIAL subhead
11081-9,11081,*lōdda-,*lutta,explicitly linked numbered CDIAL subhead
11087-2,11087,*lōbba,*lumba,explicitly linked numbered CDIAL subhead
11088-2,11088,*lumbara,*lumba,explicitly linked numbered CDIAL subhead
11088-3,11088,*lōppa,*lumba,explicitly linked numbered CDIAL subhead
11090-2,11090,*lōlla,*lulla,explicitly linked numbered CDIAL subhead
11091-2,11091,*lōssa,*lussa,explicitly linked numbered CDIAL subhead
11093-2,11093,*lūttā,lūtā,explicitly linked numbered CDIAL subhead
11096-2,11096,*rūma,lūma,explicitly linked numbered CDIAL subhead
11097-2,11097,lūṣáyati,*lūṣati,explicitly linked numbered CDIAL subhead
11097-3,11097,*lōṣati,*lūṣati,explicitly linked numbered CDIAL subhead
11097-4,11097,*lūṣyatē,*lūṣati,explicitly linked numbered CDIAL subhead
11098-2,11098,*lūṣṭa,lūṣáyati,explicitly linked numbered CDIAL subhead
11122-2,11122,lōkáyati,lṓkatē,explicitly linked numbered CDIAL subhead
11131-2,11131,*lōciya,*lōcya,explicitly linked numbered CDIAL subhead
11137-2,11137,*lōdda,*lōttʰa,explicitly linked numbered CDIAL subhead
11137-3,11137,*lōddʰa,*lōttʰa,explicitly linked numbered CDIAL subhead
11137-4,11137,*lōnda,*lōttʰa,explicitly linked numbered CDIAL subhead
11139-2,11139,rōdʰra,lōdʰra,explicitly linked numbered CDIAL subhead
11140-2,11140,*rōpākya,lōpāka,explicitly linked numbered CDIAL subhead
11142-2,11142,*rōpi,*lōpi,explicitly linked numbered CDIAL subhead
11153-2,11153,*lōmaka,lōmaṭaka,explicitly linked numbered CDIAL subhead
11153-3,11153,*lōmpaṭa,lōmaṭaka,explicitly linked numbered CDIAL subhead
11156-2,11156,lṓṭati,*lōrtati,explicitly linked numbered CDIAL subhead
11182-2,11182,*vaṁśiya,váṁśya,explicitly linked numbered CDIAL subhead
11192-2,11192,*vaŋkara-,*vaŋka,explicitly linked numbered CDIAL subhead
11208-2,11208,vacyátē,váñcati,explicitly linked numbered CDIAL subhead
11220-2,11220,valīka,vaḍabʰi,explicitly linked numbered CDIAL subhead
11235-2,11235,*vaṇṭʰa-,vaṇṭa-,explicitly linked numbered CDIAL subhead
11236-2,11236,vaṇṭʰa,vaṇṭa,explicitly linked numbered CDIAL subhead
11236-3,11236,*vaṇḍa,vaṇṭa,explicitly linked numbered CDIAL subhead
11236-4,11236,vaṇḍara,vaṇṭa,explicitly linked numbered CDIAL subhead
11236-5,11236,*vaṇḍʰa,vaṇṭa,explicitly linked numbered CDIAL subhead
11236-6,11236,*vaṭʰa,vaṇṭa,explicitly linked numbered CDIAL subhead
11236-7,11236,vaṭʰará,vaṇṭa,explicitly linked numbered CDIAL subhead
11236-8,11236,*vaṭṭʰa,vaṇṭa,explicitly linked numbered CDIAL subhead
11238-2,11238,*vaṇṭʰati,váṇṭati,explicitly linked numbered CDIAL subhead
11258-2,11258,vanikā,vána,explicitly linked numbered CDIAL subhead
11260-2,11260,*vanvati,vánati,explicitly linked numbered CDIAL subhead
11297-2,11297,*vamrya,vamriya,explicitly linked numbered CDIAL subhead
113-2x,113,aŋkōṭʰa,aŋkōṭa,explicitly linked numbered CDIAL subhead
113-3x,113,aŋkōla,aŋkōṭa,explicitly linked numbered CDIAL subhead
113-4x,113,aŋkōlla,aŋkōṭa,explicitly linked numbered CDIAL subhead
11300-2,11300,vāyayati,váyati,explicitly linked numbered CDIAL subhead
11308-2,11308,váram,vára,explicitly linked numbered CDIAL subhead
11330-2,11330,varaṭa,varōla,explicitly linked numbered CDIAL subhead
11330-3,11330,varala,varōla,explicitly linked numbered CDIAL subhead
11330-4,11330,varēṇa,varōla,explicitly linked numbered CDIAL subhead
11330-5,11330,*varamba,varōla,explicitly linked numbered CDIAL subhead
11334-2,11334,*varjayati,*varjati,explicitly linked numbered CDIAL subhead
11348-2,11348,*vārta,*varta,explicitly linked numbered CDIAL subhead
1135-2,1135,*ātmanaka,ātmán,explicitly linked numbered CDIAL subhead
11361-2,11361,vārtika,vártikā,explicitly linked numbered CDIAL subhead
11361-3,11361,vartakā,vártikā,explicitly linked numbered CDIAL subhead
11387-2,11387,badʰra,várdʰra,explicitly linked numbered CDIAL subhead
11405-2,11405,valayati,válati,explicitly linked numbered CDIAL subhead
11405-3,11405,vállatē,válati,explicitly linked numbered CDIAL subhead
11417-2,11417,vālka,valká,explicitly linked numbered CDIAL subhead
11417-3,11417,*valkʰa,valká,explicitly linked numbered CDIAL subhead
11417-4,11417,*vilka,valká,explicitly linked numbered CDIAL subhead
11417-5,11417,*vōlka,valká,explicitly linked numbered CDIAL subhead
11418-2,11418,vālkala,valkala,explicitly linked numbered CDIAL subhead
11418-3,11418,*valkʰala,valkala,explicitly linked numbered CDIAL subhead
11418-4,11418,*vōlkala,valkala,explicitly linked numbered CDIAL subhead
11422-2,11422,vāggulika,valgulikā,explicitly linked numbered CDIAL subhead
11431-2,11431,vaśayati,*vaśati,explicitly linked numbered CDIAL subhead
11435-2,11435,uṣṭa,vásati,explicitly linked numbered CDIAL subhead
11435-3,11435,vāsáyatē,vásati,explicitly linked numbered CDIAL subhead
11435-4,11435,*vasyatē,vásati,explicitly linked numbered CDIAL subhead
11451-2,11451,*vapsi,*vaspi,explicitly linked numbered CDIAL subhead
11469-2,11469,*vāggurā,vāgurā́,explicitly linked numbered CDIAL subhead
11470-2,11470,*vāggurika,vāgurika,explicitly linked numbered CDIAL subhead
11473-2,11473,*vācākr̩ta,*vācākarōti,explicitly linked numbered CDIAL subhead
11497-2,11497,vātala,vātara,explicitly linked numbered CDIAL subhead
11497-3,11497,*vātāra,vātara,explicitly linked numbered CDIAL subhead
11497-4,11497,*vātāla,vātara,explicitly linked numbered CDIAL subhead
11503-2,11503,*vātigana,vātiŋgaṇa,explicitly linked numbered CDIAL subhead
11503-3,11503,*vāṭiŋgana,vātiŋgaṇa,explicitly linked numbered CDIAL subhead
11503-4,11503,*vātiñjana,vātiŋgaṇa,explicitly linked numbered CDIAL subhead
11503-5,11503,vaŋga,vātiŋgaṇa,explicitly linked numbered CDIAL subhead
11503-6,11503,vaŋgana,vātiŋgaṇa,explicitly linked numbered CDIAL subhead
11525-2,11525,*vapayati,vāpayati,explicitly linked numbered CDIAL subhead
11538-2,11538,*vāmara,vāmaná,explicitly linked numbered CDIAL subhead
11564-2,11564,vārttā,vārtta,explicitly linked numbered CDIAL subhead
11576-2,11576,*vālapāśaka,*vālapāśī,explicitly linked numbered CDIAL subhead
11584-2,11584,*vālduḍa,*vālguḍa,explicitly linked numbered CDIAL subhead
11606-2,11606,vāstavyà,vā́stu,explicitly linked numbered CDIAL subhead
11609-2,11609,vāhayati,vā́hatē,explicitly linked numbered CDIAL subhead
1161-2,1161,*ādarati,ā́driyatē,explicitly linked numbered CDIAL subhead
11618-2,11618,*viṁśama,viṁśatima,explicitly linked numbered CDIAL subhead
11622-2,11622,vikarṣa,víkarṣati,explicitly linked numbered CDIAL subhead
11622-3,11622,vikarṣaṇa,víkarṣati,explicitly linked numbered CDIAL subhead
11645-2,11645,*vikṣālayati,*vikṣalati,explicitly linked numbered CDIAL subhead
11651-2,11651,*vikṣuṭyatē,*vikṣuṭati,explicitly linked numbered CDIAL subhead
11659-2,11659,*vikṣōda,*vikṣōdayati,explicitly linked numbered CDIAL subhead
11659-3,11659,vikṣuṇṇa,*vikṣōdayati,explicitly linked numbered CDIAL subhead
11667-2,11667,*vigupta,*vigōpayati,explicitly linked numbered CDIAL subhead
11671-2,11671,*vigrōcana,*vigrōcati,explicitly linked numbered CDIAL subhead
11671-3,11671,*vigrucyatē,*vigrōcati,explicitly linked numbered CDIAL subhead
11671-4,11671,*vigrukta,*vigrōcati,explicitly linked numbered CDIAL subhead
11673-2,11673,vigʰaṭita,vigʰaṭatē,explicitly linked numbered CDIAL subhead
11673-3,11673,*vigʰāṭayati,vigʰaṭatē,explicitly linked numbered CDIAL subhead
11673-4,11673,*vigʰaṭyatē,vigʰaṭatē,explicitly linked numbered CDIAL subhead
11686-2,11686,*vicinvati,vícinōti,explicitly linked numbered CDIAL subhead
11703-2,11703,*vijjʰāpayati,*vijjʰāyati,explicitly linked numbered CDIAL subhead
11712-2,11712,*viṭṭa,viṭa,explicitly linked numbered CDIAL subhead
11712-3,11712,*viṭṭara,viṭa,explicitly linked numbered CDIAL subhead
11712-4,11712,*viṭṭala,viṭa,explicitly linked numbered CDIAL subhead
11712-5,11712,*viṭṭāla,viṭa,explicitly linked numbered CDIAL subhead
1172-2,1172,ānandin,ānandá,explicitly linked numbered CDIAL subhead
1173-2,1173,ānā- mayati,ā́namati,explicitly linked numbered CDIAL subhead
11730-2,11730,víhita,vídadʰāti,explicitly linked numbered CDIAL subhead
11730-3,11730,vidʰāpayati,vídadʰāti,explicitly linked numbered CDIAL subhead
1174-2,1174,ā́nīta,ā́nayati,explicitly linked numbered CDIAL subhead
1174-3,1174,ānāyayati,ā́nayati,explicitly linked numbered CDIAL subhead
11748-2,11748,vidrāvayati,vídravati,explicitly linked numbered CDIAL subhead
11766-2,11766,vinamita,vinamati,explicitly linked numbered CDIAL subhead
11768-2,11768,*vinīyatē,vínayati,explicitly linked numbered CDIAL subhead
11768-3,11768,vinīta,vínayati,explicitly linked numbered CDIAL subhead
11773-2,11773,*vunāti,*vināti,explicitly linked numbered CDIAL subhead
11791-2,11791,vipanna,vipadyatē,explicitly linked numbered CDIAL subhead
11795-2,11795,*vipādukā,vipādikā,explicitly linked numbered CDIAL subhead
11805-2,11805,vibaddʰa,*vibadʰyatē,explicitly linked numbered CDIAL subhead
11817-2,11817,*vibʰīṭaka,vibʰī́daka,explicitly linked numbered CDIAL subhead
11830-2,11830,*viyavakr̩ntati,*viyavakartati,explicitly linked numbered CDIAL subhead
11836-2,11836,vyāmá,viyāmá,explicitly linked numbered CDIAL subhead
11842-2,11842,virakta,virajyati,explicitly linked numbered CDIAL subhead
11861-2,11861,virikta,víricyatē,explicitly linked numbered CDIAL subhead
11862-2,11862,*virāyayati,*virīyatē,explicitly linked numbered CDIAL subhead
11862-3,11862,*virīṇa,*virīyatē,explicitly linked numbered CDIAL subhead
1187-2,1187,*āndʰiya,āndʰya,explicitly linked numbered CDIAL subhead
11870-2,11870,vírōhayati,*viruhati,explicitly linked numbered CDIAL subhead
11899-2,11899,*virābʰayati,*vilābʰayati,explicitly linked numbered CDIAL subhead
11906-2,11906,vilāpayati,vílīyatē,explicitly linked numbered CDIAL subhead
11906-3,11906,vilīna,vílīyatē,explicitly linked numbered CDIAL subhead
11925-2,11925,*vivāhinī,vivāhin,explicitly linked numbered CDIAL subhead
11943-2,11943,*viścanna,*viścandayati,explicitly linked numbered CDIAL subhead
11944-2,11944,*viśyāna,*viśyāpayati,explicitly linked numbered CDIAL subhead
11945-2,11945,*viśratʰyatē,víśratʰayati,explicitly linked numbered CDIAL subhead
11960-2,11960,*viśrāta,*viśrāyati,explicitly linked numbered CDIAL subhead
1197-2,1197,ā́panna,ā́padyatē,explicitly linked numbered CDIAL subhead
11972-2,11972,*visama,víṣama,explicitly linked numbered CDIAL subhead
11975-2,11975,*viṣāhayati,víṣahatē,explicitly linked numbered CDIAL subhead
11979-2,11979,*viṣādʰyatē,*viṣādʰayati,explicitly linked numbered CDIAL subhead
11985-2,11985,*viṣkarati,*viṣkirati,explicitly linked numbered CDIAL subhead
11985-3,11985,*viṣkērayati,*viṣkirati,explicitly linked numbered CDIAL subhead
11985-4,11985,*viṣkr̩ta,*viṣkirati,explicitly linked numbered CDIAL subhead
11987-2,11987,vistara,viṣṭara,explicitly linked numbered CDIAL subhead
11990-2,11990,*vaiṣṭʰiya,viṣṭʰā,explicitly linked numbered CDIAL subhead
11992-2,11992,viṣā́ṇa,víṣyati,explicitly linked numbered CDIAL subhead
12001-2,12001,vísr̩ṣṭa,vísr̩jati,explicitly linked numbered CDIAL subhead
12024-2,12024,vismiti,vismita,explicitly linked numbered CDIAL subhead
12028-2,12028,*vihanaka,víhanti,explicitly linked numbered CDIAL subhead
12035-2,12035,vihiṁsita,vihiṁsati,explicitly linked numbered CDIAL subhead
12035-3,12035,vihiṁsā,vihiṁsati,explicitly linked numbered CDIAL subhead
12041-2,12041,*vēkṣatē,vī́kṣatē,explicitly linked numbered CDIAL subhead
12043-2,12043,vyajana,vījana,explicitly linked numbered CDIAL subhead
12051-2,12051,vī́dʰrya,vīdʰrá,explicitly linked numbered CDIAL subhead
12051-3,12051,*vīdʰriya,vīdʰrá,explicitly linked numbered CDIAL subhead
12051-4,12051,*vaidʰriya,vīdʰrá,explicitly linked numbered CDIAL subhead
12061-2,12061,vīríya,vīryà,explicitly linked numbered CDIAL subhead
12064-2,12064,*vrakka,vr̩kká,explicitly linked numbered CDIAL subhead
12064-3,12064,bukka,vr̩kká,explicitly linked numbered CDIAL subhead
12080-2,12080,vraścati,vr̩ścáti,explicitly linked numbered CDIAL subhead
12080-3,12080,vŕ̩kṣatē,vr̩ścáti,explicitly linked numbered CDIAL subhead
12097-2,12097,*vētuka,vēta,explicitly linked numbered CDIAL subhead
1211-2,1211,*āpura,*āpula,explicitly linked numbered CDIAL subhead
12115-2,12115,*vēḍā,vḗlā,explicitly linked numbered CDIAL subhead
12115-3,12115,*vīlī,vḗlā,explicitly linked numbered CDIAL subhead
12128-2,12128,*vēśiyā,vēśyā,explicitly linked numbered CDIAL subhead
12138-2,12138,*vaiḍūriya,vaíḍūrya,explicitly linked numbered CDIAL subhead
12158-2,12158,*víyaŋga,vyàŋga,explicitly linked numbered CDIAL subhead
12159-2,12159,*víyaŋga-,vyàŋga,explicitly linked numbered CDIAL subhead
12160-2,12160,viyáñjana,vyáñjana,explicitly linked numbered CDIAL subhead
12164-2,12164,*vyātʰayati,vyátʰatē,explicitly linked numbered CDIAL subhead
12168-2,12168,*vyapāvr̩ta,*vyapāvarati,explicitly linked numbered CDIAL subhead
12174-2,12174,*viyavahāra,vyavahāra,explicitly linked numbered CDIAL subhead
12175-2,12175,*viyavahāraka,vyavahāraka,explicitly linked numbered CDIAL subhead
12178-2,12178,*viyavahārin,vyavahārin,explicitly linked numbered CDIAL subhead
12181-2,12181,vyasyatē,vyàsyati,explicitly linked numbered CDIAL subhead
12183-2,12183,*viyākula,vyākula,explicitly linked numbered CDIAL subhead
12187-2,12187,*viyākʰyāti,vyā́kʰyāti,explicitly linked numbered CDIAL subhead
12190-2,12190,*vyāgʰr̩ta,*vyāgʰarati,explicitly linked numbered CDIAL subhead
12191-2,12191,vyāgʰārita,vyágʰārayati,explicitly linked numbered CDIAL subhead
12191-3,12191,*vyāgʰāra,vyágʰārayati,explicitly linked numbered CDIAL subhead
12192-2,12192,*vyāgʰōṭati,*vyāgʰuṭati,explicitly linked numbered CDIAL subhead
12193-2,12193,*viyāgʰra,vyāgʰrá,explicitly linked numbered CDIAL subhead
12201-2,12201,vyadʰayati,vyādʰayati,explicitly linked numbered CDIAL subhead
12205-2,12205,*viyā- pāra,vyāpāra,explicitly linked numbered CDIAL subhead
12207-2,12207,*viyāpr̩ta,vyāpr̩ta,explicitly linked numbered CDIAL subhead
1221-2,1221,ābaddʰa,ābadʰyatē,explicitly linked numbered CDIAL subhead
12211-2,12211,*vyāruddʰa,*vyārudʰyatē,explicitly linked numbered CDIAL subhead
12212-2,12212,*víyāla,vyā̀la,explicitly linked numbered CDIAL subhead
12214-2,12214,*viyāsa,vyāsa,explicitly linked numbered CDIAL subhead
12221-2,12221,*viyūna,*vyūna,explicitly linked numbered CDIAL subhead
12223-2,12223,viyánt,vyḕti,explicitly linked numbered CDIAL subhead
12223-3,12223,vīta,vyḕti,explicitly linked numbered CDIAL subhead
12223-4,12223,vyēṣyati,vyḕti,explicitly linked numbered CDIAL subhead
12225-2,12225,*vrañjati,vrájati,explicitly linked numbered CDIAL subhead
12225-3,12225,*vrajyati,vrájati,explicitly linked numbered CDIAL subhead
12225-4,12225,*vagga,vrájati,explicitly linked numbered CDIAL subhead
12225-5,12225,*vracc,vrájati,explicitly linked numbered CDIAL subhead
12232-2,12232,vrīḍā,vrīḍita,explicitly linked numbered CDIAL subhead
12236-2,12236,*śaggaṭa,śákaṭa,explicitly linked numbered CDIAL subhead
12236-3,12236,*śakkaṭa,śákaṭa,explicitly linked numbered CDIAL subhead
12258-2,12258,*śāŋka,śaŋkā́,explicitly linked numbered CDIAL subhead
12269-2,12269,*śāṭayati,śaṭati,explicitly linked numbered CDIAL subhead
12270-2,12270,śaṭʰa,*śaṭṭa,explicitly linked numbered CDIAL subhead
12270-3,12270,śaṇṭʰá,*śaṭṭa,explicitly linked numbered CDIAL subhead
12270-4,12270,*śaṇṭʰara,*śaṭṭa,explicitly linked numbered CDIAL subhead
12270-5,12270,ṣaṇḍʰá,*śaṭṭa,explicitly linked numbered CDIAL subhead
12283-2,12283,*śatampuṣpa,śatapuṣpa,explicitly linked numbered CDIAL subhead
12283-3,12283,*śatatama-,śatapuṣpa,explicitly linked numbered CDIAL subhead
12288-2,12288,*śatta,śanna,explicitly linked numbered CDIAL subhead
1230-2,1230,*ābʰēṭ,*ābʰiṭ,explicitly linked numbered CDIAL subhead
12300-2,12300,śabdāpayati,śabdayati,explicitly linked numbered CDIAL subhead
12308-2,12308,*śāmika,śamī́,explicitly linked numbered CDIAL subhead
12316-2,12316,śambukka,śambu,explicitly linked numbered CDIAL subhead
12318-2,12318,*śamiyākīla,*śamyākīla,explicitly linked numbered CDIAL subhead
12326-2,12326,*śarṇa,śaraṇá,explicitly linked numbered CDIAL subhead
12328-2,12328,*śalati,*śarati,explicitly linked numbered CDIAL subhead
12329-2,12329,*śaradda,śarád,explicitly linked numbered CDIAL subhead
12331-2,12331,*śalabʰa,śarabʰá,explicitly linked numbered CDIAL subhead
12345-2,12345,*śalaŋka,*śalakka,explicitly linked numbered CDIAL subhead
12347-2,12347,śarabʰa,śalabʰá,explicitly linked numbered CDIAL subhead
12348-2,12348,*śālala,śalalī́,explicitly linked numbered CDIAL subhead
1235-2,1235,ām ēva,ām,explicitly linked numbered CDIAL subhead
12351-2,12351,śimbalá,śalmalí,explicitly linked numbered CDIAL subhead
12351-3,12351,*śaimbala,śalmalí,explicitly linked numbered CDIAL subhead
12353-2,12353,*śaryaka,śályaka,explicitly linked numbered CDIAL subhead
12353-3,12353,*śariyaka,śályaka,explicitly linked numbered CDIAL subhead
12356-2,12356,*cʰava,śáva,explicitly linked numbered CDIAL subhead
12369-2,12369,*sākkʰu,śāka,explicitly linked numbered CDIAL subhead
12369-3,12369,*sāggu,śāka,explicitly linked numbered CDIAL subhead
12370-2,12370,*śākin,śāka,explicitly linked numbered CDIAL subhead
12374-2,12374,*sāgguvanya,*śākavanya,explicitly linked numbered CDIAL subhead
12375-2,12375,śākiya,śākya,explicitly linked numbered CDIAL subhead
12380-2,12380,*śāŋkʰinī,śāŋkʰika,explicitly linked numbered CDIAL subhead
12384-2,12384,śāṇī,śāṇá,explicitly linked numbered CDIAL subhead
1242-2,1242,āmántraṇa,āmantrayatē,explicitly linked numbered CDIAL subhead
12426-2,12426,śiṁśuka,śiṁśumā́ra,explicitly linked numbered CDIAL subhead
