ID	Language_ID	Form	Gloss	Native	Phonemic	Original	Cognateset	Description	Tags	Source	Etymology	Redirect	Status
9998	Indo-Aryan	*māṇiya	collection of jewels			*māṇiya				CDIAL	"<number>9998</number> <b>*māṇiya</b> 'collection of jewels'. [<smallcaps><a data-entry=""9731"">maṇí</a></smallcaps>-¹]"		entry
10001	Indo-Aryan	mātuḣṣvasr̩	mother's sister			mātuḥṣvasr̥			f Pāṇ Epic	CDIAL	"<number>10001</number> <b>mātuḥṣvasr̥</b> f. 'mother's sister' Pāṇ., <i>mātr̥ṣvasr̥</i>- f. Mn. [<smallcaps><a data-entry=""10016"">mātŕ̥-</a>, <a data-entry=""13913"">svásr̥</a></smallcaps>-]"		entry
10009	Indo-Aryan	mātulá	mother's brother			mātulá			m Gr̥S Early-Vedic	CDIAL	"<number>10009</number> <b>mātulá</b> m. 'mother's brother' Gr̥S., <i>mā́tulaka</i>- adj. Pāṇ.com., m. 'affectionate term for mother's brother' Pañcat., <i>mātulā</i>-, <i>°lī</i>- f. 'mother's brother's wife' lex. [~ <i>*māturá</i>- 'pertaining to a mother' in <i>dvaimātura</i>- 'having two mothers' Kathās. — <smallcaps><a data-entry=""10016"">mātŕ̥</a></smallcaps>-]"		entry
10016	Indo-Aryan	mātŕ̩	mother			mātŕ̥			f RV Early-Vedic	CDIAL	<number>10016</number> <b>mātŕ̥</b> f. 'mother' RV., <i>mātr̥kā</i>- f. Kāv.		
10032	Indo-Aryan	mā́dyati	exults, is intoxicated			mā́dyati			RV Early-Vedic	CDIAL	"<number>10032</number> <b>mā́dyati</b> 'exults, is intoxicated' RV. [√<smallcaps><a data-entry=""r431"">mad</a></smallcaps>¹]"		entry
10042	Indo-Aryan	mā́na	house, dwelling			mā́na			RV Early-Vedic	CDIAL	<number>10042</number> <b>mā́na</b>³ m. 'house, dwelling' RV.		
10044	Indo-Aryan	*māna	skin-bag			*māna				CDIAL;IIFL[ii 228]	"<number>10044</number> <b>*māna</b>⁵ 'skin-bag'. [Cf. <i>mr̥nmāna</i>- 'earthen oil vessel (?)' Hem. (poss. sanskritization of <i><a data-entry=""9730"">maṇa</a></i>- with <smallcaps><a data-entry=""10041"">mā́na</a></smallcaps>-² q.v.) and Yid. <i>munγο</i> 'inflated sheepskin' IIFL ii 228]"		entry
10049	Indo-Aryan	mā́nuṣa	human; man			mā́nuṣa			f	CDIAL	"<number>10049</number> <b>mā́nuṣa-,</b> f. <i>°ṣī</i>- 'human', m. 'man' RV. [<smallcaps><a data-entry=""9827"">mánuṣa</a></smallcaps>-]"		
10055	Indo-Aryan	māma	uncle			māma			m Pañcat Classical	CDIAL;DED[3945];CDIAL	<number>10055</number> <b>māma</b> m. 'uncle' Pañcat., <i>°aka</i>- m. lex. [Nursery word: similar words in Drav. DED 3945]<!--addendum--><number>14747</number> <b>māma-</b>		entry
10058	Indo-Aryan	*māmikā	mother			*māmikā				CDIAL	<number>10058</number> <b>*māmikā</b> 'mother'. [Nursery word]		entry
10064	Indo-Aryan	māraka	killing			māraka			Kathās Medieval	CDIAL	"<number>10064</number> <b>māraka</b> at end of cmpds. 'killing' Kathās. (m. 'god of death' Śaṁk.) [√<smallcaps><a data-entry=""r460"">mr̥</a></smallcaps>]"		entry
10065	Indo-Aryan	mā́raṇa	killing			mā́raṇa			n MaitrS Early-Vedic	CDIAL	"<number>10065</number> <b>mā́raṇa</b> n. 'killing' MaitrS. [√<smallcaps><a data-entry=""r460"">mr̥</a></smallcaps>]"		entry
10066	Indo-Aryan	māráyati	kills			māráyati			AV Early-Vedic	CDIAL	"<number>10066</number> <b>māráyati</b>¹ 'kills' AV. [√<smallcaps><a data-entry=""r460"">mr̥</a></smallcaps>]"		entry
10081	Indo-Aryan	mārjana	wiping off, cleaning			mārjana			n Gr̥Śr Early-Vedic	CDIAL	"<number>10081</number> <b>mārjana</b> n. 'wiping off, cleaning' Gr̥Śr., <i>mārjanī</i>- f. 'purification' ĀpŚr. [√<smallcaps><a data-entry=""r466"">mr̥j</a></smallcaps>]"		entry
10085	Indo-Aryan	*mārtta	earthen			*mārtta				CDIAL	"<number>10085</number> <b>*mārtta</b> 'earthen'. 2. <b>mārttika-</b> 'earthen' MānŚr., n. 'lump of earth' Bhām., m.n. 'earthen pot' Gr̥Śr. [S. L. WPah. poss. &lt; *<smallcaps>martta-. — <a data-entry=""10286"">mŕ̥ttikā</a></smallcaps>-]"		entry
10085-2	Indo-Aryan	mārttika	earthen; lump of earth; earthen pot			mārttika			MānŚr Bhām Gr̥Śr Early-Vedic	CDIAL			
10104	Indo-Aryan	mā́sa	moon, month			mā́sa			m RV Early-Vedic	CDIAL;CDIAL	<number>10104</number> <b>mā́sa</b> m. 'moon, month' RV., <i>°aka</i> m. Sūryas. [<smallcaps>mā́s</smallcaps>-]<!--addendum--><number>14749</number> <b>mā́sa-</b>		
10113	Indo-Aryan	māhiṣa	of or coming from a buffalo			māhiṣa			Pāṇ Epic	CDIAL	"<number>10113</number> <b>māhiṣa</b> 'of or coming from a buffalo' Pāṇ., <i>māhiṣaka</i>- m. 'buffalo-keeper' lex. [<smallcaps><a data-entry=""9964"">mahiṣá</a></smallcaps>-]"		entry
10114	Indo-Aryan	*māhiṣagavya	coming from buffaloes and cows			*māhiṣagavya				CDIAL	"<number>10114</number> <b>*māhiṣagavya</b> 'coming from buffaloes and cows'. [<smallcaps><a data-entry=""10113"">māhiṣa-</a>, <a data-entry=""4106"">gávya</a></smallcaps>-]"		entry
10124	Indo-Aryan	mitrá	friend; friendship; friend			mitrá			m RV TS Early-Vedic	CDIAL	<number>10124</number> <b>mitrá</b> m. 'friend' RV., n. 'friendship' RV., 'friend' TS.		
10133	Indo-Aryan	miláti	meets, encounters			miláti			Kathās Medieval	CDIAL	"<number>10133</number> <b>miláti</b> 'meets, encounters' Kathās. 2. <b>*miḍati.</b> [√<smallcaps><a data-entry=""r452"">mil</a></smallcaps>]"		entry
10134	Indo-Aryan	milana	meeting			milana			n	CDIAL	"<number>10134</number> <b>milana</b> n. 'meeting' Amar. [In meaning 'cheese, &amp;c.' cf. <smallcaps><a data-entry=""10136"">miśraṇa-.</a> — √<a data-entry=""r452"">mil</a></smallcaps>]"		entry
10137	Indo-Aryan	miśrayati	mixes			miśrayati			KātyŚr Early-Vedic	CDIAL	"<number>10137</number> <b>miśrayati</b> 'mixes' KātyŚr. 2. <b>miśrāpayati</b> Vop. 3. <b>miśrita-</b> 'mixed' MBh. [<smallcaps><a data-entry=""10135"">miśrá</a></smallcaps>-]"		
10137-3	Indo-Aryan	miśrita	mixed			miśrita			MBh Epic	CDIAL			
10137-4	Indo-Aryan	*misrayayati	mixes						caus	CDIAL	"<a data-entry=""mo-áya"">aya</a>-causative of <smallcaps><a data-entry=""10137"">misrayati</a></smallcaps>"		entry
10151	Indo-Aryan	mukta	set free			mukta			MBh Epic	CDIAL	"<number>10151</number> <b>mukta</b> 'set free' MBh., <i>°aka</i>- 'separate' BhP. [~ *<smallcaps><a data-entry=""10157"">mukna-.</a> — √<a data-entry=""r470"">muc</a></smallcaps>]"		entry
10158	Indo-Aryan	múkʰa	mouth, face; entrance			múkha			n RV MBh Early-Vedic Epic	CDIAL	<number>10158</number> <b>múkha</b> n. 'mouth, face' RV., 'entrance' MBh.		entry
10174	Indo-Aryan	múkʰya	pertaining to face or mouth; chief			múkhya			AV TS Early-Vedic	CDIAL	"<number>10174</number> <b>múkhya</b> 'pertaining to face or mouth' AV., 'chief' TS. [<smallcaps><a data-entry=""10158"">múkha</a></smallcaps>-]"		entry
10181	Indo-Aryan	mucyátē	is loosed; escapes			mucyátē			AV Early-Vedic	CDIAL	"<number>10181</number> <b>mucyátē</b> (AV.), <i>múcyatē</i> 'is loosed' RV., 'escapes' Mn., <i>mucyati</i> MBh. [√<smallcaps><a data-entry=""r470"">muc</a></smallcaps>]"		entry
10182	Indo-Aryan	muñcáti	releases, lets go, loses			muñcáti			RV Early-Vedic	CDIAL	"<number>10182</number> <b>muñcáti</b> 'releases, lets go, loses' RV. [√<smallcaps><a data-entry=""r470"">muc</a></smallcaps>]"		entry
10183	Indo-Aryan	*muñcana	releasing			*muñcana				CDIAL	"<number>10183</number> <b>*muñcana</b> 'releasing'. [√<smallcaps><a data-entry=""r470"">muc</a></smallcaps>]"		entry
10187	Indo-Aryan	*muṭṭa	defective			*muṭṭa				CDIAL	"<number>10187</number> <b>*muṭṭa</b>¹ 'defective'. 2. <b>*muṭṭha-¹.</b> 3. <b>*muṭṭhara-.</b> 4. <b>*muḍa-.</b> 5. <b>*muḍḍa-.</b> 6. <b>*muḍḍha-</b>¹ (cf. <smallcaps><a data-entry=""10232"">mūḍhá</a></smallcaps>-). 7. <b>*muṇṭa-.</b> 8. <b>*muṇṭara-.</b> 9. <b>*muṇḍha-.</b> 10. <b>*muṇḍhara-.</b> 11. <b>*mōṭṭa-¹.</b> 12. <b>*mōṭṭha-.</b> 13. <b>*mōṭṭhara-.</b> 14. <b>*mōḍḍa-.</b> 15. <b>*mōṇḍa-.</b> [A 'defective' word-group to which also <smallcaps><a data-entry=""10191"">muṇḍa</a></smallcaps>-¹ belongs. — Cf. *<smallcaps><a data-entry=""10196"">mutta</a></smallcaps>-: see list s.v. *<smallcaps><a data-entry=""9723"">maṭṭa</a></smallcaps>-. — Cf. *<smallcaps><a data-entry=""10189"">muḍḍha-²</a>, <a data-entry=""10191"">*muṇḍa</a></smallcaps>-² 'lump']"		entry
10187-15	Indo-Aryan	*mōṇḍa				*mōṇḍa				CDIAL			
10187-2	Indo-Aryan	*muṭṭʰa-				*muṭṭha-¹		3		CDIAL			
10191	Indo-Aryan	muṇḍa	shaved, bald, lopped; hornless; blunt			muṇḍa			MBh VarBr̥S Kathās Epic Classical Medieval	CDIAL;BSOAS[xii 354];DED[4199, 4200];BSL[xxx 199];PMWS[102];ZDMG[93, 134];JAOS[65, 82]	"<number>10191</number> <b>muṇḍa</b>¹ 'shaved, bald, lopped' MBh., 'hornless' VarBr̥S., 'blunt' Kathās., m. = <i>°aka</i>- m. 'trunk of lopped tree' lex. [Prob. of Drav. origin (A. Master BSOAS xii 354) with coalescence of two Drav. wordgroups (DED 4199, 4200); less likely Mu. connexions (J. Przyluski BSL xxx 199, PMWS 102). Not with P. Thieme ZDMG 93, 134 &lt; <i>*mr̥ṁṣṭa</i>- nor with P. Tedesco JAOS 65, 82 &lt; <i><a data-entry=""12073"">vr̥ddha</a></i>-² 'cut'. In IA. it forms part of 'defective' word-group s.v. *<smallcaps><a data-entry=""10187"">muṭṭa</a></smallcaps>-¹ with all variations characteristic of such groups. — Cf. *<smallcaps><a data-entry=""10191"">muṇḍa</a></smallcaps>-² 'lump']"		entry
10196	Indo-Aryan	*mutta	defective			*mutta				CDIAL	"<number>10196</number> <b>*mutta</b> 'defective'. 2. <b>*muttha-¹.</b> 3. <b>*mutthara-¹.</b> 4. <b>*munda-.</b> 5. <b>*munna-</b> (cf. <i>mauna</i>- n. 'silence' MBh.). 6. <b>*mōtthara-¹.</b> 7. <b>*mōdda-¹.</b> 8. <b>*mōddha-</b> (cf. <smallcaps><a data-entry=""10205"">mudhā</a></smallcaps>?) [Cf. *<smallcaps><a data-entry=""10122"">mitta-</a>, <a data-entry=""9754"">*matthara-</a>, <a data-entry=""10187"">*muṭṭa</a></smallcaps>-¹: see list s.v. *<smallcaps><a data-entry=""9723"">maṭṭa</a></smallcaps>-. — Cf. *<smallcaps><a data-entry=""10197"">muttha-²</a>, *mutthara-². *mōtthara-², *mōdda</smallcaps>-² 'lump' and <i>*mūna</i>-, <i>*mōnna</i>- 'silent' s.v. <smallcaps><a data-entry=""10371"">mauná</a></smallcaps>-]"		entry
10196-4	Indo-Aryan	*munda				*munda		5		CDIAL			
10198	Indo-Aryan	mudgá	the bean Phaseolus mungo			mudgá			m VS Early-Vedic	CDIAL	"<number>10198</number> <b>mudgá</b> m. 'the bean Phaseolus mungo' VS. [Cf. <i>mudgaṣṭha</i>-, <i>°ṣṭa</i>- m. 'kind of bean' lex. (~ <smallcaps><a data-entry=""10148"">mukuṣṭha</a></smallcaps>- and <i><a data-entry=""10199"">mudgara</a></i>-² ~ <smallcaps><a data-entry=""10146"">mukula</a></smallcaps>-)]"		entry
10199	Indo-Aryan	mudgara	mallet			mudgara			MBh Epic	CDIAL	<number>10199</number> <b>mudgara</b>¹ m. 'mallet' MBh., <i>°aka</i>- m. Kathās. 2. <b>*mōdgara-.</b>		entry
10221	Indo-Aryan	muṣṭí	clenched hand, fist; handful			muṣṭí			m RV ŚBr Early-Vedic	CDIAL;CDIAL	<number>10221</number> <b>muṣṭí</b> m.f. 'clenched hand, fist' RV., 'handful' ŚBr.<!--addendum--><number>14753</number> <b>muṣṭi-</b>		
10223	Indo-Aryan	músala	pestle; club			músala			m AV Mn Early-Vedic Epic	CDIAL;NIA;BSOS[v 741]	"<number>10223</number> <b>músala</b> m.n. 'pestle' AV., 'club' Mn., <i>musra</i>- n. lex. 2. <b>*muṣala-</b> or <b>*muśala-.</b> [<i>s</i> after <i>u</i> and in NIA. variation of <i>ū</i> with <i>u</i> point to non-Aryan origin (J. Bloch BSOS v 741 ← Drav.: see also <smallcaps><a data-entry=""9919"">maṣati</a></smallcaps>)]"		entry
10233	Indo-Aryan	mūta	basket; *bundle			mūta			m TBr Early-Vedic	CDIAL;DED[4030];DED[4134]	"<number>10233</number> <b>mūta</b> m.n. 'basket' TBr., '*bundle', <i>mūtaká</i>- n. 'little basket' ŚBr., <i>mūtōḍī</i>- f. BHSk. 2. <b>mūṭa-,</b> <i>muṭa</i>- m.n. 'basket, bundle' Kāraṇḍ. 3. <b>*muṭṭa-³.</b> 4. <b>*mūṭha-.</b> 5. <b>*muṭṭha-².</b> 6. <b>mōṭa-</b>¹ m. 'bundle' Divyāv. 7. <b>*mōṭṭa-².</b> 8. <b>*mōṭha-¹.</b> [← Drav. cf. Tam. <i>muṭi</i> 'knot, tuft, bundle' &amp;c. DED 4030, Tam. <i>muṭai</i> 'to plait, braid' &amp;c. (see <smallcaps><a data-entry=""10186"">muṭáti</a></smallcaps>), and Tam. <i>mūṭai</i>, <i>mūṭṭai</i> 'sack, bundle' &amp;c. DED 4134. — For mng. 'capital sum &amp;c.' see also <i>*mūḍa</i>- s.v. <smallcaps><a data-entry=""10250"">mū́la</a></smallcaps>-]"		entry
10233-3	Indo-Aryan	*muṭṭa-				*muṭṭa-³		4		CDIAL			
10234	Indo-Aryan	mū́tra	urine			mū́tra			n AV Early-Vedic	CDIAL	<number>10234</number> <b>mū́tra</b> n. 'urine' AV.		
10240	Indo-Aryan	mū́rcʰati	becomes solid			mū́rchati			AV Early-Vedic	CDIAL	"<number>10240</number> <b>mū́rchati</b> 'becomes solid' AV., <i>mūrchayati</i> 'causes (milk) to coagulate' Kauś. [√<smallcaps><a data-entry=""r482"">mūrch</a></smallcaps>]"		entry
10244	Indo-Aryan	mūrtá	coagulated; embodied			mūrtá			TS ŚBr Early-Vedic	CDIAL	"<number>10244</number> <b>mūrtá</b> 'coagulated' TS., 'embodied' ŚBr. [~ *<smallcaps><a data-entry=""10243"">mūrṇa-².</a> — √<a data-entry=""r482"">mūrch</a></smallcaps>]"		entry
10247	Indo-Aryan	mūrdʰán	cranium, head, top, chief, beginning			mūrdhán			m RV Early-Vedic	CDIAL	<number>10247</number> <b>mūrdhán</b> m. 'cranium, head, top, chief, beginning' RV.		entry
10250	Indo-Aryan	mū́la	root			mū́la			AV RV Early-Vedic	CDIAL;IEW[750];DED[4105]	"<number>10250</number> <b>mū́la</b> (<i>mū́ra</i>- AV.) n. 'root' RV., <i>mūlaka</i>- 'arising from' MBh., m.n. 'radish' Mn., <i>mūlikā</i>- f. 'root used in magic' Pañcat. 2. <b>*mūḍa-.</b> [Despite early occurrence and proposed connexion with Gk. <i>μω̑λυ</i> (IEW 750), variation of -<i>l</i>/<i>r</i>- ~ -<i>ḍ</i>- supports non-Aryan, perh. Drav., origin: cf. Tam. <i>muḷā</i>, <i>muḷḷaṅki</i> 'radish' &amp;c., DED 4105. Prob. only chance resemblance with L. and Bi. forms of MIA. <i><a data-entry=""10189"">muḍḍha</a></i>- &lt; <smallcaps><a data-entry=""10247"">mūrdhán</a></smallcaps>- with meaning of 'root']"		
10257	Indo-Aryan	mūlya	original value, price; capital			mūlya			n Mn Kathās Epic Medieval	CDIAL	"<number>10257</number> <b>mūlya</b> n. 'original value, price' Mn., 'capital' Kathās. 2. <b>*mūliya-.</b> 3. <b>*mūḍiya-.</b> [<smallcaps><a data-entry=""10250"">mū́la</a></smallcaps>-]"		entry
10258	Indo-Aryan	mūṣa				mūṣa			m	CDIAL;CDIAL	<number>10258</number> <b>mūṣa</b> m., <i>°ṣā</i>- f. 'rat, mouse' Pañcat., <i>mūṣaka</i>- m. Yājñ., <i>muṣ°</i> lex. 2. <b>mū́ṣika-</b> m. 'rat, mouse' Gaut. [<smallcaps>mū́ṣ</smallcaps>-]<!--addendum--><number>14755</number> <b>mūṣa-</b>		
10258-2	Indo-Aryan	mū́ṣika	rat, mouse			mū́ṣika			m Gaut Early-Vedic	CDIAL			
10261	Indo-Aryan	*mūṣala	muscle			*mūṣala				CDIAL	<number>10261</number> <b>*mūṣala</b> 'muscle'. [Cf. Lat. <i>musculus</i>: <i>mus</i>. - <smallcaps>mū́ṣ</smallcaps>-]		entry
10264	Indo-Aryan	mr̩gá	wild animal, deer			mr̥gá			m RV Early-Vedic	CDIAL	<number>10264</number> <b>mr̥gá</b> m. 'wild animal, deer' RV. 2. <b>mr̥gī-</b> f. 'doe' R. 3. <b>*mr̥gā-.</b>		
10274	Indo-Aryan	*mr̩gākāra	shaped like a deer			*mr̥gākāra				CDIAL	"<number>10274</number> <b>*mr̥gākāra</b> 'shaped like a deer'. [<smallcaps>mr̥gá-, <a data-entry=""1004"">ākāra</a></smallcaps>-]"		entry
10278	Indo-Aryan	mr̩tá	dead; death			mr̥tá			RV MBh Early-Vedic Epic	CDIAL;CDIAL	"<number>10278</number> <b>mr̥tá</b> 'dead' RV., n. 'death' MBh., <i>°aka</i>- n. KātyŚr.com. [Pp. of <smallcaps><a data-entry=""10383"">mriyátē</a></smallcaps> and <smallcaps><a data-entry=""9871"">máratē.</a> — √<a data-entry=""r460"">mr̥</a></smallcaps>]<!--addendum--><number>14756</number> <b>mr̥tá-</b>"		
10286	Indo-Aryan	mŕ̩ttikā	earth, clay			mŕ̥ttikā			f VS Early-Vedic	CDIAL	<number>10286</number> <b>mŕ̥ttikā</b> f. 'earth, clay' VS. [<i>*mr̥tti</i>- in Pk. and some cmpds. — <smallcaps>mŕ̥d</smallcaps>-]		entry
10292	Indo-Aryan	mr̩dú	soft; weak; slow			mr̥dú			VS AV MBh Early-Vedic Epic	CDIAL	"<number>10292</number> <b>mr̥dú</b> 'soft' VS., 'weak' AV., 'slow' MBh. [√<smallcaps><a data-entry=""r462"">mr̥d</a></smallcaps>]"		entry
10299	Indo-Aryan	mr̩ṣṭá	rubbed, washed, pure; prepared, savoury; sweet, pleasant			mr̥ṣṭá			RV R MBh Early-Vedic Epic	CDIAL;CDIAL	"<number>10299</number> <b>mr̥ṣṭá</b>¹ 'rubbed, washed, pure' RV., 'prepared, savoury' R., 'sweet, pleasant' MBh., <i>miṣṭa</i>-¹ 'dainty, sweet' MBh. [√<smallcaps><a data-entry=""r466"">mr̥j</a></smallcaps> or √<smallcaps><a data-entry=""r467"">mr̥ś</a></smallcaps>]<!--addendum--><number>14759</number> <b>mr̥ṣṭa-¹</b>"		entry
10301	Indo-Aryan	mḗkʰalā	girdle; band, fillet			mḗkhalā			f AV lex Early-Vedic	CDIAL	"<number>10301</number> <b>mḗkhalā</b> f. 'girdle' AV., 'band, fillet' lex. [Similar ending in <smallcaps><a data-entry=""12580"">śr̥ṅkhala</a></smallcaps>-]"		entry
10302	Indo-Aryan	mēgʰá	cloud, rain			mēghá			m RV Early-Vedic	CDIAL;CDIAL	"<number>10302</number> <b>mēghá</b> m. 'cloud, rain' RV. [√*<smallcaps><a data-entry=""r450"">mih</a></smallcaps>²]<!--addendum--><number>14760</number> <b>mēghá-</b>"		
10304	Indo-Aryan	mḗgʰya	being in or coming from a cloud			mḗghya			VS Early-Vedic	CDIAL	"<number>10304</number> <b>mḗghya</b> 'being in or coming from a cloud' VS. 2. <b>*mēghiya-.</b> [<smallcaps><a data-entry=""10302"">mēghá</a></smallcaps>-]"		entry
10308	Indo-Aryan	*mēṭṭa	lump			*mēṭṭa				CDIAL	"<number>10308</number> <b>*mēṭṭa</b>² 'lump'. 2. <b>*mēṇḍa-².</b> [See list s.v. *<smallcaps><a data-entry=""9725"">maṭṭha</a></smallcaps>-². — Cf. <i><a data-entry=""10308"">*mēṭṭa</a></i>-¹, <i>*mēṇḍa</i>-¹ 'defective' s.v. *<smallcaps><a data-entry=""10120"">miḍḍa</a></smallcaps>-]"		entry
10310	Indo-Aryan	mēṇḍʰa	ram			mēṇḍha				CDIAL;NIA;EWA[ii 682]	"<number>10310</number> <b>mēṇḍha</b>² m. 'ram', <i>°aka</i>-, <i>mēṇḍa</i>-⁴, <i>miṇḍha</i>-², <i>°aka</i>-, <i>mēṭha</i>-², <i>mēṇḍhra</i>-, <i>mēḍhra</i>-², <i>°aka</i>- m. lex. 2. <b>*mēṇṭha-</b> (<i>mēṭha</i>- m. lex.). 3. <b>*mējjha-.</b> [<i>r</i>- forms (which are not attested in NIA.) are due to further sanskritization of a loan-word prob. of Austro-as. origin (EWA ii 682 with lit.) and perh. related to the group s.v. <smallcaps><a data-entry=""9606"">bhēḍra</a></smallcaps>-]"		entry
10323	Indo-Aryan	mḗdas	fat, marrow			mḗdas			n RV Early-Vedic	CDIAL	<number>10323</number> <b>mḗdas</b> n. 'fat, marrow' RV., <i>mēda</i>- m. 'fat' R.		entry
10337	Indo-Aryan	mēha	urine			mēha			Mn Epic	CDIAL	"<number>10337</number> <b>mēha</b>¹ m. 'urine' Mn. [<i>ámēha</i>- m. 'retention of urine' TS. — √<smallcaps><a data-entry=""r449"">mih</a></smallcaps>¹]"		entry
10337-2	Indo-Aryan	*mēhakk-	urine						ext:kk	CDIAL	"<a data-entry=""mo-kk"">kk</a>-extension of <smallcaps><a data-entry=""10337"">mēha</a></smallcaps>"		entry
10369	Indo-Aryan	mautra	*pertaining to urine; quantity of urine			mautra			n Gr̥Śr Early-Vedic	CDIAL	"<number>10369</number> <b>mautra</b> '*pertaining to urine', n. 'quantity of urine' Gr̥Śr. [<smallcaps><a data-entry=""10234"">mū́tra</a></smallcaps>-]"		entry
10383	Indo-Aryan	mriyátē	dies			mriyátē			RV Early-Vedic	CDIAL	"<number>10383</number> <b>mriyátē</b> 'dies' RV., <i>mriyati</i> MBh. [√<smallcaps><a data-entry=""r460"">mr̥</a></smallcaps>]"		entry
10394	Indo-Aryan	yákr̩t	liver			yákr̥t			gen	CDIAL	<number>10394</number> <b>yákr̥t-,</b> gen. <i>yaknás</i> n. 'liver' RV.		
10395	Indo-Aryan	yakṣá	a supernatural being			yakṣá			m MaitrUp	CDIAL;CDIAL	<number>10395</number> <b>yakṣá</b> m. 'a supernatural being' MaitrUp. (n. 'manifestation' RV.), <i>yakṣī</i>-, <i>yakṣiṇī</i>- f. MBh.<!--addendum--><number>14766</number> <b>yakṣá-</b>		entry
10412	Indo-Aryan	yantrá	controlling device; any implement or contrivance			yantrá			n RV MBh Early-Vedic Epic	CDIAL	"<number>10412</number> <b>yantrá</b> n. 'controlling device' RV., 'any implement or contrivance' MBh., <i>yantraka</i>- n. 'handmill' Hcat. [√<smallcaps><a data-entry=""r820"">yam</a></smallcaps>]"		entry
10421	Indo-Aryan	yamá				yamá				CDIAL	<number>10421</number> <b>yamá</b>¹ m., <i>°mī́</i>- f. 'twin' RV., <i>yamaka</i>- adj. MBh. 2. <b>*yāmaka-.</b>		entry
10424	Indo-Aryan	*yamayantra	double mill (i.e. having two stones?)			*yamayantra				CDIAL	"<number>10424</number> <b>*yamayantra</b> 'double mill (i.e. having two stones?)'. [<smallcaps><a data-entry=""10421"">yamá-¹</a>, <a data-entry=""10412"">yantrá</a></smallcaps>-]"		entry
10431	Indo-Aryan	yáva	barley			yáva			m RV Early-Vedic	CDIAL	<number>10431</number> <b>yáva</b> m. 'barley' RV.		
10439	Indo-Aryan	yavānī́	a kind of bad barley; Ptychotis ajowan			yavānī́			f Pāṇ Suśr Epic Classical	CDIAL	"<number>10439</number> <b>yavānī́</b> f. 'a kind of bad barley' Pāṇ.com., 'Ptychotis ajowan' Suśr., <i>°nikā</i>- f. Car., <i>yamānī</i>-, <i>°nikā</i>- f. Suśr. [Cf. <smallcaps><a data-entry=""152"">ajamōda</a></smallcaps>-]"		entry
10442	Indo-Aryan	yavyā́	stream			yavyā́			f Naigh Early-Vedic	CDIAL;CDIAL	<number>10442</number> <b>yavyā́</b> f. 'stream' Naigh. (in <i>yavyā́vatī</i>- 'a place-name' RV.?). 2. <b>*yaviyā́-.</b><!--addendum--><number>14770</number> <b>yavyā́-</b>		
10452	Indo-Aryan	yā́ti	goes, approaches, comes to			yā́ti			RV Early-Vedic	CDIAL	"<number>10452</number> <b>yā́ti</b> 'goes, approaches, comes to' RV. [√<smallcaps><a data-entry=""r831"">yā</a></smallcaps>]"		entry
10468	Indo-Aryan	yā́man	going, flight			yā́man			n RV Early-Vedic	CDIAL	"<number>10468</number> <b>yā́man</b> n. 'going, flight' RV. [√<smallcaps><a data-entry=""r831"">yā</a></smallcaps>]"		entry
10472	Indo-Aryan	yāva	consisting of or prepared from barley			yāva			KātyŚr Early-Vedic	CDIAL	"<number>10472</number> <b>yāva</b> 'consisting of or prepared from barley' KātyŚr., <i>yā́vaka</i>- n. 'a partic. dish of barley' Gaut., 'grains of barley' MBh., <i>yāvī</i>- f. 'Andrographis paniculata' lex. [<smallcaps><a data-entry=""10431"">yáva</a></smallcaps>-]"		entry
10479	Indo-Aryan	yuktá	joined, yoked; engaged in; fit, suitable; team			yuktá			RV MBh Mn ŚBr Early-Vedic Epic	CDIAL	"<number>10479</number> <b>yuktá</b> 'joined, yoked' RV., 'engaged in' MBh., 'fit, suitable' Mn., n. 'team' ŚBr., <i>yuktaka</i>- n. 'pair' Pat. [~ *<smallcaps><a data-entry=""10481"">yukna-.</a> — √<a data-entry=""r827"">yuj</a></smallcaps>]"		entry
10482	Indo-Aryan	yugá	yoke; couple			yugá			n RV Gr̥Śr Early-Vedic	CDIAL	"<number>10482</number> <b>yugá</b> n. 'yoke' RV., 'couple' Gr̥Śr. [√<smallcaps><a data-entry=""r827"">yuj</a></smallcaps>]"		
10493	Indo-Aryan	yugmá	even; pair; *yoke (?)			yugmá			Gr̥Śr ŚāṅkhGr̥ Early-Vedic	CDIAL	"<number>10493</number> <b>yugmá</b> 'even' Gr̥Śr., n. 'pair' ŚāṅkhGr̥., '*yoke (?)', <i>yugmaka</i>- n. 'pair' Rājat. [√<smallcaps><a data-entry=""r827"">yuj</a></smallcaps>]"		entry
10494	Indo-Aryan	*yugmakāṣṭʰa	yoke beam			*yugmakāṣṭha				CDIAL	"<number>10494</number> <b>*yugmakāṣṭha</b> 'yoke beam'. [Cf. *<smallcaps>yugakāṣṭha-. - yugmá-, <a data-entry=""3120"">kāṣṭhá</a></smallcaps>-]"		entry
