ID	Language_ID	Form	Gloss	Native	Phonemic	Original	Cognateset	Description	Tags	Source	Etymology	Redirect	Status
f_723oa6bnsjj2a	Phal	lʰoílu	red; money (substantivized in plural; i.e. red like the 100 rupee note)	لھوئِلوۡ	lhojlo	lhoílu		Inflection: Reg (Fem): lhoíli; Morphemic form: lohíl-	adj	liljegren	*lōhila- 'red' (T: 11168)		
f_73kwdxio6gvny	Phal	tēzí	with speed	تیزیۡ	teezí	teezí			adv manner	liljegren			unlinked
f_75q73xx7fzdee	Phal	ajá	up, up there	اجہ	adʑá	aǰá			adv spatial	liljegren			unlinked
f_76mwqxiya3vto	Phal	bā̂ṭa	to fit; get in	باٹہ	báaʈa	báaṭa		Inflection: L:cons (Prs): baṭáanu, (Pfv): baṭílu, (Cv): baṭí; Morphemic form: báṭ-	verb intr Palula-verb-class-L-consonant	liljegren			unlinked
f_7cx7wxcuylbos	Phal	bulōṣṭō̂	to snatch; fight over	بُلوݜٹو	bulooʂʈóo	bulooṣṭóo		Inflection: L:a (Prs): bulooṣṭaáanu, (Pfv): bulooṣṭóolu, (Cv): bulooṣṭaá, (Imp): bulooṣṭá; Morphemic form: bulooṣṭ-á-	verb tr Palula-verb-class-L-a	liljegren			unlinked
f_7fzbbwvnqq5lw	Phal	dā̂nd	tooth	داند	dáand	dáand		Inflection: a-decl (Obl, pl): -a; Morphemic form: dánd	noun m Palula-noun-class-a	liljegren	dánta- 'tooth (masc)' (T: 6152)		
f_7gfgsumqdqc4m	Phal	hā̂ra	to pull, take (sb or sth) [away], abduct, bring, move	ہارہ	háara	háara		Inflection: T (Prs): haráanu, (Pfv): híṛu, (Cv): harí, (Imp): háar; Morphemic form: har-, hiṛ-	verb tr Palula-verb-class-T	liljegren	hárati 'carries, brings; takes away' (T: 13980) ; hr̥tá- 'seized, taken away' (T: 14149)		
f_7hofjbhzulmi2	Phal	niním	they (prox obl)	نِنِم	niním	niním			pron demonstrative	liljegren			unlinked
f_7hyftv5pgyvaa	Phal	krā̂m	work; deed, behaviour	کرام	kráam	kráam		Inflection: a-decl (Obl, pl): -a; Morphemic form: kram	noun m Palula-noun-class-a	liljegren	kárman- 'act, work (neut)' (T: 2892)		
f_7indwgqabf7be	Phal	kō̂ṇ	arrow	کوݨ	kóoɳ	kóoṇ		Inflection: a-decl (Obl, pl): -a	noun m Palula-noun-class-a	liljegren	kā́ṇḍa- 'single joint of a plant; arrow; cluster, heap (masc.neut)' (T: 3023)		
f_7jos67dwczwrs	Phal	zhā̌y	place; property	زھائیۡ	zhaáj	zhaáy		Inflection: i-decl (Obl, pl): zhayí; Morphemic form: zhay	noun f Palula-noun-class-i loanword loan:Pashto	liljegren	Origin: Pashto: dzaaˈe		unlinked
f_7mz6bljcxf5ri	Phal	dasturá	custom	دستورہ	dasturá	dasturá		Inflection: ee-decl (Pl): -eé	noun m Palula-noun-class-ee loanword loan:Pashto loan:Persian loan:Urdu	liljegren	Origin: Pashto/Urdu (Persian): dastuur		unlinked
f_7nm5rhwresi6i	Phal	pʰiō̂ṛ	side of animal	پِھئوڑ	pʰjóoɽ	phióoṛ		Inflection: a-decl (Obl, pl): -a; Morphemic form: phiáaṛ-	noun m Palula-noun-class-a	liljegren	*sphiyapāṭa- 'expanse of shoulderblade'		unlinked
f_7rj56rerh7lv4	Phal	vaxt	time	وخت	waxt, wax	waxt		Inflection: i-decl (Obl): -í	noun m Palula-noun-class-i loanword loan:Arabic loan:Pashto loan:Urdu	liljegren	Origin: Urdu/Pashto (Arabic): waqt, waxt		unlinked
f_7rxcysqzukgbm	Phal	bʰiō̂ṇ	willow	بِھیوݨ	bjhóoɳ	bhióoṇ		Inflection: a-decl (Obl, pl): -a	noun f Palula-noun-class-a	liljegren	*vētadaṇḍa- 'willow stem' (T: 12098)		
f_7umdlg25ohi2q	Phal	ḍō̂k	back	ڈوک	ɖóok	ḍóok		Inflection: a-decl (Obl, pl): -a; Morphemic form: ḍáak	noun m Palula-noun-class-a	liljegren	*ḍhākka- 'back, waist' (T: 5582)		
f_7wbdow4g3txvq	Phal	lamō̂	to hang (up) something	لمو	lamóo	lamóo		Inflection: L:a (Prs): lamaáanu, (Pfv): lamóolu, (Cv): lamaá, (Imp): lamá; Morphemic form: lam-á-	verb tr Palula-verb-class-L-a	liljegren	lambayati 'causes to hang down' (T: 10956)		
f_7wyqnzrmoiaqc	Phal	anú	this (agr: prox nom masc)	انوۡ	anú	anú			determiner demonstrative	liljegren			unlinked
f_7yqg7lmypbyb2	Phal	pālā̌	leaf	پالا	paalaá	paalaá		Inflection: ee-decl (Pl): paaleé	noun m Palula-noun-class-ee	liljegren	pallava- 'sprout, twig, blossom (masc.neut)' (T: 7969)		
f_a2mjbfbmo3efq	Sh	jū́	louse			ǰuú		Laus	f dialect:Sh:gil:Gilgit	degener-shina2008[p. 273, glossary entry 10]	Degener directly assigns this headword to Turner/CDIAL 10512. [T. 10512, Atlas 118]		
f_a3rgg2ufpu63y	Phal	bʰiō̂l	last night	بِھئیول	bjhóol	bhióol		Morphemic form: bhiáal	adv temporal	liljegren			unlinked
f_a6lnhdjqs3q4k	Phal	pā̂nj	five	پانج	páaɲʑ	páanǰ		Morphemic form: panǰ	num	liljegren	páñca 'five' (T: 7655)		
f_a6mh6lbaf727k	Phal	bigāṣī̂	to spread (out)	بِگاݜی	biɡaaʂíi	bigaaṣíi		Inflection: L:e (Prs): bigeeṣáanu, (Pfv): bigeeṣílu, (Cv): bigeeṣí, (Imp): bigaaṣá; Morphemic form: bigáaṣ-é	verb tr Palula-verb-class-L-e	liljegren			unlinked
f_aaqkav4oj3on2	Phal	ēṛaním	they (dist obl)	ایڑنِم	eeɽaním	eeṛaním			pron demonstrative	liljegren			unlinked
f_ac6wipepaczv2	Phal	jā̂r	fever	جار	dʑáar	ǰáar		Inflection: a-decl (Obl): ǰará; Morphemic form: ǰar	noun m Palula-noun-class-a	liljegren	jvará- 'fever (masc)' (T: 5303) ; *jvāra- 'burning' (T: 5311)		
f_aeldmznamtll4	Sh	rúĩ	witch			rúi~		Hexe	noun f dialect:Sh:gil:Gilgit	buddruss-shina1996[p. 48, glossary entry 12]	first printed alternate; Arabic rūḥ comparison		unlinked
f_afg6g4rgp52qw	Kalk	maṭē	to me			maṭee		a separate first person singular dative form	pron personal 1sg dat dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	kalkoti[p. 144]			unlinked
f_aiavbx2qrqmjm	Phal	ēṛó	that (agr: dist nom masc)	ایڑوۡ	eeɽó	eeṛó			determiner demonstrative	liljegren	ārá- 'from a distance (pronominal stem)' (T: 14276)		
f_aic445miioppg	Phal	ō	Rarely occurring suffix with ablative function		-oo	-oo			suffix	liljegren			unlinked
f_akabcghywtxn6	Phal	aniním	these; they (prox obl)	انِنِم	aniním	aniním			pron demonstrative	liljegren			unlinked
f_alzvrncw27zg2	Phal	akaṭō̂	to join or bring together; gather (people); mix up	اکٹو	akaʈóo	akaṭóo		Inflection: L:a (Prs): akaṭaáanu, (Pfv): akaṭóolu, (Cv): akaṭaá, (Imp): akaṭá; Morphemic form: akaṭá-; akáṭ-á-	verb tr Palula-verb-class-L-a	liljegren			unlinked
f_amxvj4efbsqto	Phal	dutagʰā̂nu	talkative	دُھتہ گھانوۡ	dutaɡháanu	dutagháanu		Inflection: Uml (Fem): dutaghéeni; Morphemic form: dhut-a-ghán-	adj	liljegren			unlinked
f_aobfpqvysvz7m	Phal	ētī̂	that; it; he; she; there (rem obl with postposition)	ایتی	eetíi	eetíi			pron demonstrative	liljegren			unlinked
f_ap5z2h36u2554	Phal	abaí	half-grown she-goat	ابئیۡ	abáj	abaí		Inflection: m-decl (Pl): abaíim	noun f Palula-noun-class-m	liljegren			unlinked
f_apjgmordaaouk	Phal	gʰrō̌k	worm	گھروک	ɡrhoók	ghroók		Inflection: a-decl (Obl, pl): -á	noun m Palula-noun-class-a	liljegren	gavēdhuka 'a kind of snake (masc)' (T: 4104, 14442)		
f_aq7jzsxqln3vc	Phal	lʰā̂sa	to drop, fall out; escape, run away	لھاسہ	lháasa	lháasa		Inflection: T (Prs): lhaasáanu, (Pfv Masc Sg): lháastu, (Pfv Fem Sg): lhéesti, (Cv): lhasí, (Imp): lháas; Morphemic form: lhas-, lháast-	verb intr Palula-verb-class-T	liljegren			unlinked
f_aq7wmbysb74di	Phal	nʰiā̂ṛa	near, near by	نھئاڑہ	njháaɽa	nhiáaṛa		Morphemic form: niháṛa	adv spatial	liljegren	nikaṭam 'near' (T: 7136)		
f_aqrkygzfags7s	Phal	índa	here (prox)	اِندہ	índa	índa			adv spatial demonstrative	liljegren			unlinked
f_atedqx3dzbsxo	Sh	gagúi	round grinding stone			gagúi		runder Mahlstein	noun f dialect:Sh:gil:Gilgit	buddruss-shina1996[p. 43, glossary entry 11]	first printed alternate		unlinked
f_avl732lwslo5k	Sh	baʦ̣ík	give credence to something, believe			bac̣ík		etwas Glauben schenken, glauben	dialect:Sh:gil:Gilgit	degener-shina2008[p. 247, glossary entry 9]	[Bur. bac̣ík Glaube]		unlinked
f_awm6pc44456y4	Phal	sā̌z bʰī̂	to heal; be restored; become well; come to terms	ساز بھی	saáz bhíi	saáz bhíi			verb intr compound conjunct-verb incorporating	liljegren			unlinked
f_awz53ddkgnd7k	Phal	nuqsā̌n	damage	نُقصان	nuqsaán	nuqsaán		Inflection: i-decl (Obl, pl): nuqseení	noun f Palula-noun-class-i loanword loan:Arabic loan:Urdu	liljegren	Origin: Urdu (Arabic): nuqsaan		unlinked
f_aywazv4tofa5u	Phal	lúna	to reap, cut, cut off; mow	لُنہ	lúna	lúna		Inflection: T (Prs): lunáanu, (Pfv): lúuntu, (Cv): luní, (Imp): lun; Morphemic form: lun-, lúunt-	verb tr Palula-verb-class-T	liljegren	lunā́ti 'cuts, reaps' (T: 11082)		
f_b25iscoqq23j6	Phal	daíja	to be given	دئجہ	déjdʑa	daíǰa		Inflection: L:cons (Prs): daiǰáanu, (Pfv): daiǰílu, (Cv): daiǰí; Morphemic form: de-íǰ-	verb tr pass Palula-verb-class-L-consonant	liljegren			unlinked
f_b4oegduftdj2y	Phal	grā̌n	expensive; valued	گران	ɡraán	graán			adj indecl loanword loan:Pashto loan:Persian	liljegren	Origin: Pashto (Persian): graan		unlinked
f_b56f5zy6v66ec	Phal	śārahā̂ṛu	late summer or autumn; 80-day period during which various kinds of fruit are ripe, the maize harvest is gathered, and people are stocking up for the cold season (appr. 11 Sep-30 Nov)	شار ہاڑوۡ	ɕaaraháaɽu	šaaraháaṛu		Inflection: a-decl (Obl): šaaraháaṛa	noun m Palula-noun-class-a	liljegren			unlinked
f_b5dnyx2twxd4m	Phal	ẓikā̌n	thongs (for fastening shepherds' footwear)	ڙِکان	ʐikaán	ẓikaán		Inflection: a-decl (Obl, pl): ẓikaná	noun m Palula-noun-class-a	liljegren			unlinked
f_b5kjievwi6mm2	Phal	ʦ̣ʰī̂tr	field; (tilled) land	ڇِھیتر	ʈʂʰíitr	c̣híitr		Inflection: a-decl (Obl, pl): -a; Morphemic form: c̣héetr	noun m Palula-noun-class-a	liljegren	kṣḗtra- 'land (neut)' (T: 3735)		
f_b7vkne5m66cog	Sh	ṑ̃ṭo	lip			óo~ṭo		Lippe	m dialect:Sh:gil:Gilgit	degener-shina2008[p. 290, glossary entry 7]			unlinked
f_bageavclrqvgq	Phal	jʰambrō̂ṛu	bridegroom	جھمبروڑوۡ	dʑhambróoɽo	ǰhambróoṛu		Inflection: a-decl (Obl, pl): ǰhambróoṛa	noun m Palula-noun-class-a	liljegren			unlinked
f_baj46mt4wvqw4	Phal	láka	thus; as if; about; like	لکہ	láka	láka			adv sentential loanword loan:Pashto	liljegren	Origin: Pashto: laka		unlinked
f_bbmp5mitxaydq	Phal	śī̂n	bed (charpoy, string bed)	شِین	ɕíin	šíin		Inflection: a-decl (Obl, pl): -a; Morphemic form: šéen	noun m Palula-noun-class-a	liljegren	šáyana- 'lying down, bed (neut)' (T: 12323)		
f_bcda5m35uixte	Phal	anisī̂	its, his, her (prox)	انِسی	anisíi	anisíi			pron demonstrative	liljegren			unlinked
f_bezwijgwf7lm2	Phal	ḍʰā̂ka	to touch, hit	ڈھاکہ	ɖháaka	ḍháaka		Inflection: L:cons (Prs): ḍhakáanu, (Pfv): ḍhakílu, (Cv): ḍhakí, (Imp): ḍháak; Morphemic form: ḍhak-	verb intr Palula-verb-class-L-consonant	liljegren			unlinked
f_bhqjjwy4kdp74	Phal	mōṭár	car	موٹر	mooʈár	mooṭár		Inflection: i-decl (Obl, pl): -í	noun m Palula-noun-class-i	liljegren			unlinked
f_bhvemgrejlr2m	Phal	girā̌	towards, in direction of	گِرا	ɡiraá	giraá			adv spatial	liljegren			unlinked
f_biiulvsd7pmyc	Phal	laŋgō̂	to take across	لنگو	laŋɡóo	langóo		Inflection: L:cons (Prs): langaáanu, (Pfv): langóolu, (Cv): langaá, (Imp): langá; Morphemic form: lang-á-	verb tr Palula-verb-class-L-consonant	liljegren			unlinked
f_bjbc4j74tiob6	Phal	vāqiá	event, story	واقعہ	waaqijá	waaqiá			noun m loanword loan:Arabic loan:Persian loan:Urdu	liljegren	Origin: Urdu (Persian/Arabic): waaqeˈa		unlinked
f_bkvropwimluxu	Phal	sā̂t	seven	سات	sáat	sáat		Morphemic form: sat	num	liljegren	saptá '7' (T: 13139)		
f_blxcpi75i5z3q	Phal	kulōmiṭár	kilometre	کُلومِٹر	kuloomiʈár	kuloomiṭár		Inflection: i-decl (Obl, pl): ̥-í	noun m Palula-noun-class-i loanword loan:English loan:Urdu	liljegren	Origin: Urdu (English 'kilometre')		unlinked
f_bmibyafpur5pg	Kalk	kruṭil	to cut		krʊʈil	kruṭil		voicing alternation in the medial plosive; Vowel and *-r-* are unexplained; wrong etymon?	verb dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	kalkoti[p. 135]			
f_bnqfxnbozzwlu	Phal	pā̂śa	to see; notice	پاشہ	páaɕa	páaša		Inflection: Suppl (Prs): pašáanu, (Pfv): dhríṣṭu, (Cv): paší, (Imp): páaš; Morphemic form: paš-, dhríṣṭ-	verb tr Palula-verb-class-suppletive	liljegren	páśyati 'sees' (T: 8012) ; dr̥ṣṭá- 'seen' (T: 6518)		
f_bnsbqkwvqvits	Sh	kʰir	under			khir		unter (+ Obl.)	postp dialect:Sh:gil:Gilgit	degener-shina2008[p. 280, glossary entry 13]			unlinked
f_bo3vqjgcd6c2y	Sh	iʦ̣	bear			ic̣		Bär	m dialect:Sh:gil:Gilgit	degener-shina2008[p. 271, glossary entry 1]	Degener directly assigns this headword to Turner/CDIAL 2445. [T. 2445]		
